task_index,company_id,company_name,classifier_search_tier,worker_token_ticker,verifier_search_tier,verifier_token_ticker,verdict,error_type,error_reason,evidence_urls,recommended_action,corrected_result_row_json
406,571529-44,XBTO Group,light,[],light,[],pass,,,https://www.xbto.com/,accept_worker_row,
407,571570-12,Plume,full,"[""PLUME""]",full,"[""PLUME""]",pass,,,https://plume.org/|https://plume.org/blog/tokenomics|https://coinmarketcap.com/currencies/plume,accept_worker_row,
408,571592-71,Drosera,full,[],full,[],pass,,,https://dev.drosera.io/|https://drosera-network.github.io/docs/intro,accept_worker_row,
409,571593-16,Fjord,full,"[""FJO""]",full,"[""FJO""]",pass,,,https://www.fjordfoundry.com/|https://www.fjordfoundry.com/fjo|https://help.fjordfoundry.com/fjord-foundry-docs/tokenomics/fjo-token|https://coinmarketcap.com/currencies/fjord-foundry/,accept_worker_row,
410,571595-32,Algoscan,light,[],light,[],pass,,,https://www.algoscan.app,accept_worker_row,
411,571635-82,Oori (Financial Services),full,[],full,[],pass,,,https://www.oori.co,accept_worker_row,
412,571693-69,Xellar Technologies,light,[],light,[],pass,,,https://xellar.co/,accept_worker_row,
413,571700-80,Next Finance Tech,light,[],light,[],pass,,,https://nxt-fintech.com/,accept_worker_row,
414,571717-81,Satva Trust,light,[],light,[],pass,,,https://satvatrust.com/about-us/,accept_worker_row,
415,571719-07,Back3nd,light,[],light,[],pass,,,https://www.back3nd.com/,accept_worker_row,
416,571719-52,TrackrHR,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
417,571725-82,Sports Finex,skip_candidate,[],skip_candidate,[],pass,,,,accept_worker_row,
418,762604-12,OwnershipProtocol,full,[],full,[],pass,,,https://www.ownershipprotocol.io,accept_worker_row,
419,571786-12,The Glass Élite,light,[],light,[],pass,,,https://www.theglasselite.info,accept_worker_row,
420,571836-52,Doubler Pro,full,"[""DBR""]",full,"[""DBR""]",pass,,,https://doubler.gitbook.io/doubler/how-doubler-pro-works|https://www.chaincatcher.com/en/article/2130396|https://www.chaincatcher.com/en/article/2130393,accept_worker_row,
421,571923-46,OrangeDX,full,"[""O4DX""]",full,"[""O4DX""]",pass,,,"[""https://orangedx.com/"", ""https://app.orangedx.com/"", ""https://orangedx.gitbook.io/orangedx/tokenomics-and-roadmap/tokenmetrics"", ""https://coinmarketcap.com/currencies/orangedx/""]",accept_worker_row,
422,571933-45,Blockcast,full,[],full,[],pass,,,"[""https://www.blockcast.net/"", ""https://docs.blockcast.net/overview/what-is-blockcast"", ""https://docs.blockcast.net/overview/how-blockcast-works""]",accept_worker_row,
423,572447-35,Hideme Please,light,[],light,[],pass,,,"[""https://hidemeplease.xyz/""]",accept_worker_row,
424,1234152-10,Fior,skip_candidate,[],skip_candidate,[],pass,,,"[""https://fior.group/""]",accept_worker_row,
425,762571-36,Heart Of Gold,light,[],light,[],pass,,,"[""https://www.heartofgoldnft.com/""]",accept_worker_row,
426,572103-91,SpheriCO2,light,[],light,[],pass,,,"[""https://spherico2.com/""]",accept_worker_row,
427,572115-79,Treesury,full,"[""TREESURY""]",full,"[""TREESURY""]",pass,,,"[""https://www.treesury.com/"", ""https://hazelnut.treesury.com/faq"", ""https://hazelnut.treesury.com/WhitePaper-v2-eng.pdf""]",accept_worker_row,
428,102203-74,Secured Universe,skip_candidate,[],skip_candidate,[],pass,,,"[""https://secureduniverse.com/""]",accept_worker_row,
429,572274-46,Zed Labs,skip_candidate,[],skip_candidate,[],pass,,,"[""https://www.zed.io/"", ""https://www.zed.io/about""]",accept_worker_row,
430,665892-64,Enercon Asia,skip_candidate,[],skip_candidate,[],pass,,,"[""https://www.enercon-asia.com/""]",accept_worker_row,
431,1231695-46,Strata,full,"[""srUSDe"", ""jrUSDe""]",full,"[""srUSDe"", ""jrUSDe""]",pass,,,"[""https://strata.money/"", ""https://docs.strata.money/""]",accept_worker_row,
432,1231814-26,Worm.wtf,full,[],full,[],pass,,,"[""https://worm.wtf/"", ""https://docs.worm.wtf/""]",accept_worker_row,
433,762964-48,CarrotFunding.io,full,[],full,[],pass,,,"[""https://www.carrotfunding.io/"", ""https://www.carrotfunding.io/about-us""]",accept_worker_row,
434,1231996-96,Couch Labs,skip_candidate,[],skip_candidate,[],pass,,,"[""https://cou.ch/""]",accept_worker_row,
435,1232251-03,Agara (Information Services),skip_candidate,[],skip_candidate,[],pass,,,"[""https://www.agara.ai/"", ""https://mergr.com/company/agara""]",accept_worker_row,
436,1232999-92,Dyor Crypto,light,[],light,[],pass,,,"[""https://dyor.com/"", ""https://dyor.io/""]",accept_worker_row,
437,1232313-94,Moto Card,light,[],light,[],pass,,,"[""https://www.moto-card.com/"", ""https://www.moto-card.com/terms-of-services""]",accept_worker_row,
438,1232314-30,Nodu,light,[],light,[],pass,,,"[""https://nodu.fi/""]",accept_worker_row,
439,1232694-55,Axis Mobility,light,[],light,[],pass,,,"[""https://www.axismobility.io/""]",accept_worker_row,
440,571633-84,FairMeme,full,"[""FMT"", ""FMA""]",full,"[""FMT"", ""FMA""]",pass,,,"[""https://www.altcoinbuzz.io/reviews/what-is-fairmeme/"", ""https://coinmooner.com/coins/fairmeme-token-fairmeme"", ""https://coinmooner.com/coins/fairmeme_algo-fma"", ""https://coinvote.cc/coin/FairMeme-Token""]",accept_worker_row,
441,1233000-01,Rover (Financial Software),full,[],full,[],pass,,,"[""https://www.rover.capital/""]",accept_worker_row,
442,572083-03,Sinbad Tech,light,[],light,[],pass,,,"[""https://www.getsinbad.com/""]",accept_worker_row,
443,571595-95,AlgoSearch,light,[],light,[],pass,,,[],accept_worker_row,
444,665437-87,LuckyGo,full,[],full,[],pass,,,"[""https://www.luckygo.io/"", ""https://www.luckygo.io/connect"", ""https://www.luckygo.io/launchpad""]",accept_worker_row,
445,101170-54,Cointelegraph,skip_candidate,[],skip_candidate,[],pass,,,"[""https://www.cointelegraph.com/""]",accept_worker_row,
446,951490-63,Fabric Labs (Software Development),full,[],full,[],pass,,,"[""https://polyester.com/""]",accept_worker_row,
447,571708-27,Spindle,full,"[""YARN""]",full,"[""YARN""]",pass,,,"[""https://spindle-asa.com/whitepaper.pdf"", ""https://www.spindle-asa.com/token""]",accept_worker_row,
448,1233015-85,Decast.Live,light,[],light,[],pass,,,"[""https://www.decast.live/"", ""https://decast.live/faq"", ""https://decast.live/infrastructure""]",accept_worker_row,
449,759910-33,Blockway Studio,full,[],full,[],pass,,,"[""https://www.blockway.studio/""]",accept_worker_row,
450,571426-39,Zeepr,full,[],full,[],pass,,,"[""https://zeepr.io/"", ""https://app.zeepr.io/data/whitepaper/v3""]",accept_worker_row,
451,291353-32,Energo Labs,full,"[""TSL""]",full,"[""TSL""]",pass,,,"[""https://www.energolabs.com/"",""https://coinmarketcap.com/currencies/energo/"",""https://cryptoslate.com/coins/energo/""]",accept_worker_row,
452,571687-03,LiquidEarth,full,[],full,[],pass,,,"[""https://docs.liquidearth.io/"",""https://www.liquidearth.io/""]",accept_worker_row,
453,762484-69,daGama,full,"[""DGMA""]",full,"[""DGMA""]",pass,,,"[""https://www.dagama.world/"",""https://wp.dagama.world/economics/token-utility"",""https://www.dagama.world/dgma-token-info""]",accept_worker_row,
454,289980-46,Limestone Network,full,"[""LIMEX""]",full,"[""LIMEX""]",pass,,,"[""https://limestone.network/"",""https://cryptoslate.com/coins/limestone-network/"",""https://cs.probit.com/hc/en-us/articles/900005186263-ProBit-Global-Lists-Limestone-Network-LIMEX""]",accept_worker_row,
455,478321-84,Tutus,skip_candidate,[],skip_candidate,[],pass,,,[],accept_worker_row,
456,289980-91,Chorus Mobility,light,[],light,[],pass,,,"[""https://www.chorus.mobi/""]",accept_worker_row,
457,290644-93,Cheesecake Labs,skip_candidate,[],skip_candidate,[],pass,,,[],accept_worker_row,
458,102017-80,Linked,full,[],full,[],pass,,,"[""https://linked.com/"",""https://www.linked.com/""]",accept_worker_row,
459,762601-69,QUDO (Entertainment Software),full,"[""QUDO""]",full,"[""QUDO""]",pass,,,"[""https://qudo.io/"",""https://qudo.io/how-it-works"",""https://qudo.io/sdk/index.html""]",accept_worker_row,
460,762592-24,INPUT (Commercial Products),light,[],light,[],pass,,,"[""https://www.inputlatam.com/""]",accept_worker_row,
461,571404-25,Survom,skip_candidate,[],skip_candidate,[],pass,,,[],accept_worker_row,
462,571863-07,Duality Labs,full,"[""DUAL""]",full,"[""DUAL""]",pass,,,"[""https://www.dual.org/"",""https://www.dual.org/docs/infrastructure/smart-contracts"",""https://www.dual.org/docs/support""]",accept_worker_row,
463,763022-17,Beramonium Chronicles,full,"[""BERAMO""]",full,"[""BERAMO""]",pass,,,"[""https://www.beramonium.io/"",""https://www.beramonium.io/tokenomics"",""https://docs.beramonium.io/beramonium-chronicles-gemhunters/usdberamo""]",accept_worker_row,
464,572030-56,EventDAO,full,[],full,[],pass,,,"[""https://www.eventdao.io/"",""https://www.cbinsights.com/company/eventdao"",""https://icoholder.com/en/eventdao-1057665""]",accept_worker_row,
465,571925-71,DOM Money,light,[],light,[],pass,,,"[""https://dom.money/""]",accept_worker_row,
466,481167-28,WalChain,full,"[""WAL"",""SPL""]",full,"[""WAL"",""SPL""]",pass,,,"[""https://wischain.io/"",""https://wischain.io/wistoken"",""https://docs.superwal.io/spl-and-tokenomics/overview""]",accept_worker_row,
467,763032-25,Zenrish,skip_candidate,[],skip_candidate,[],pass,,,[],accept_worker_row,
468,762972-40,Runiverse,light,[],light,[],pass,,,"[""https://runiverse.app/""]",accept_worker_row,
469,1233854-11,Mainhedge,skip_candidate,[],skip_candidate,[],pass,,,[],accept_worker_row,
470,100167-22,Epicom,skip_candidate,[],skip_candidate,[],pass,,,[],accept_worker_row,
471,572068-09,Pessimistic,skip_candidate,[],skip_candidate,[],pass,,,[],accept_worker_row,
472,762539-23,Opis,light,[],light,[],pass,,,"[""https://opismvp.vercel.app/""]",accept_worker_row,
473,572484-61,Zeeverse,full,"[""VEE"",""ZEEV""]",full,"[""VEE"",""ZEEV""]",pass,,,"[""https://zee-verse.com/"",""https://whitepaper.zee-verse.com/economy/utility-tokens/overview"",""https://whitepaper.zee-verse.com/economy/utility-tokens/usdvee"",""https://whitepaper.zee-verse.com/economy/utility-tokens/usdzzeev""]",accept_worker_row,
474,572097-43,Toropal,light,[],light,[],pass,,,"[""https://www.toropal.com/"",""https://toropal.com/about""]",accept_worker_row,
475,571633-30,Entheos (Consulting Services (B2B)),skip_candidate,[],skip_candidate,[],pass,,,[],accept_worker_row,
476,571706-20,Notiboy,light,[],light,[],pass,,,"[""https://notiboy.com/""]",accept_worker_row,
477,952011-73,StableStock,full,[],full,[],pass,,,"[""https://www.stablestock.finance/""]",accept_worker_row,
478,571735-54,AntHill (Media and Information Services (B2B)),light,[],light,[],pass,,,"[""https://www.anthill.community/""]",accept_worker_row,
479,101414-80,Dogetipbot,skip_candidate,[],skip_candidate,[],pass,,,[],accept_worker_row,
480,97506-55,LXCCoin,full,"[""XWBC""]",full,"[""XWBC""]",pass,,,"[""https://contracts.justia.com/companies/nxchain-inc-8820/contract/332645/"",""https://getfilings.com/sec-filings/161014/NXChain-Inc_10-Q/f10q0816ex10i_nxchaininc.htm"",""https://contracts.justia.com/companies/nxchain-inc-8820/contract/332640/""]",accept_worker_row,
481,97560-28,World Blockchain,light,[],light,[],pass,,,"[""https://www.cascadiacorp.com/""]",accept_worker_row,
482,1232695-18,Swept (Financial Software),light,[],light,[],pass,,,[],accept_worker_row,
483,571230-64,Yoki Finance,full,"[""YOKI""]",full,"[""YOKI""]",pass,,,"[""https://yoki.finance/welcome"",""https://docs.yoki.finance/"",""https://docs.yoki.finance/docs/introduction/our-values""]",accept_worker_row,
484,572037-04,Arlos,light,[],light,[],pass,,,"[""https://arlos.io/"",""https://ca.linkedin.com/company/arlosio""]",accept_worker_row,
485,97901-65,Yebo,light,[],light,[],pass,,,"[""https://www.helloyebo.com/""]",accept_worker_row,
486,571925-62,FlashLiquidity,full,"[""FLIQ""]",full,"[""FLP.1""]",wrong_project_mapping,ticker_conflict,Worker ticker FLIQ is not supported by current primary/token data sources; Flash Trade docs and token trackers identify the project token as FLP.1 (Flash Liquidity Token).,"[""https://docs.flash.trade/flash-trade/getting-started/minting-burning-flp"",""https://docs.flash.trade/flash-trade/flash-trade-protocol/technical-architecture/flp-token/sflp-and-flp-mints"",""https://www.coingecko.com/en/coins/flash-liquidity-token"",""https://www.lbank.com/price/flash-liquidity-token/what-is""]",edit_row,"{""task_index"": ""486"", ""company_id"": ""571925-62"", ""company_name"": ""FlashLiquidity"", ""normalized_domain"": ""flashliquidity.finance"", ""company_type"": ""protocol_or_network"", ""crypto_project_likelihood"": ""high"", ""project_search_required"": ""yes"", ""project_search_reason"": ""Official Flash Trade docs and token data pages identify the liquidity token as FLP.1 rather than FLIQ."", ""project_name"": ""[\""Flash Trade\""]"", ""project_url"": ""[\""https://flash.trade/\""]"", ""status"": ""completed"", ""completed_at"": ""2026-04-17T13:59:54-07:00"", ""token_ticker"": ""[\""FLP.1\""]"", ""token_name"": ""[\""Flash Liquidity Token\""]"", ""token_url"": ""[\""https://www.coingecko.com/en/coins/flash-liquidity-token\""]"", ""has_token_evidence"": ""official Flash Trade docs and token trackers map the protocol to FLP.1"", ""evidence_urls"": ""[\""https://docs.flash.trade/flash-trade/getting-started/minting-burning-flp\"",\""https://docs.flash.trade/flash-trade/flash-trade-protocol/technical-architecture/flp-token/sflp-and-flp-mints\"",\""https://www.coingecko.com/en/coins/flash-liquidity-token\"",\""https://www.lbank.com/price/flash-liquidity-token/what-is\""]"", ""evidence_source_types"": ""[\""official_docs\"",\""official_docs\"",\""coingecko\"",\""exchange\""]"", ""confidence"": ""high"", ""needs_manual_review"": ""no""}"
487,1232694-10,Vrem,full,"[""VREM""]",full,"[""VREM""]",pass,,,"[""https://vrem.io/"",""https://vrem.io/whitepaper/en/""]",accept_worker_row,
488,1232304-31,balls,full,"[""BALLS""]",full,"[""BALLS""]",pass,,,"[""https://balls.xyz/"",""https://coincodex.com/crypto/balls/"",""https://coinmarketcap.com/currencies/balls/""]",accept_worker_row,
489,572054-86,web3 podcast network,light,[],light,[],pass,,,"[""https://web3podcastnetwork.xyz/""]",accept_worker_row,
490,98282-89,StrateVic Finance Group,light,[],light,[],pass,,,"[""https://stratevic.com/""]",accept_worker_row,
491,571906-27,Vanya.ai,light,[],light,[],pass,,,"[""https://vanya.ai/""]",accept_worker_row,
492,1231739-65,Conduct (Financial Software),full,"[""CNDT""]",full,"[""CNDT""]",pass,,,"[""https://conductprotocol.xyz/""]",accept_worker_row,
493,98327-71,Namahe,light,[],light,[],pass,,,"[""https://namahe.io/""]",accept_worker_row,
494,571585-78,IDOS GAMES,full,"[""SURV"",""SEKA"",""GG"",""CZNG""]",full,"[""SURV"",""SEKA"",""GG"",""CZNG""]",pass,,,"[""https://idosgames.com/"",""https://docs.idosgames.com/"",""https://idosgames.com/en/dapp/ZF9JDXBT/"",""https://idosgames.com/en/dapp/ST35FOHI/"",""https://idosgames.com/en/dapp/S5PN7NSB/"",""https://idosgames.com/en/dapp/AIWD59ZA/""]",accept_worker_row,
495,1232075-17,Doge Brains,full,"[""BRAINS""]",full,"[""BRAINS""]",pass,,,"[""https://dogebrains.com/""]",accept_worker_row,
496,571845-34,Liquid Noble,light,[],light,[],pass,,,"[""https://liquidnoble.com/""]",accept_worker_row,
497,1232037-28,Entity Systems,light,[],light,[],pass,,,"[""https://entitysys.eu/""]",accept_worker_row,
498,1231824-34,Verio,full,"[""vIP""]",full,"[""vIP""]",pass,,,"[""https://docs.verio.network/verio/the-basics"",""https://docs.verio.network/verio/liquid-staking"",""https://docs.verio.network/verio/protocol-operations""]",accept_worker_row,
499,571865-95,Landslide (Financial Services),full,"[""SLIDE""]",full,"[""SLIDE""]",pass,,,"[""https://www.landslide.network/"",""https://docs.landslide.network/product-guides/slide-sdk"",""https://www.landslide.network/blog/landslide-x-babylon-bitcoin-on-avalanche""]",accept_worker_row,
500,572042-44,HIO Music,full,"[""HIO""]",full,"[""HIO""]",pass,,,"[""https://www.hiomusic.com/"",""https://www.hiomusic.com/countdown"",""https://www.hiomusic.com/legal/disclaimers""]",accept_worker_row,
501,571571-11,Triosas Technologies,light,[],light,[],pass,,,"[""https://triosas.co.in/""]",accept_worker_row,
502,571698-82,Riva Travel & Tourism,light,[],light,[],pass,,,"[""https://www.rivametaverse.io/"",""https://www.rivatravel.com/""]",accept_worker_row,
503,98711-83,Speakeasy (messaging),skip_candidate,[],skip_candidate,[],pass,,,"[""https://speakeasyapp.co/""]",accept_worker_row,
504,571681-99,Mercurio,light,[],light,[],pass,,,"[""https://mercurio.solutions/""]",accept_worker_row,
505,571869-10,Starfall Online,full,[],full,[],pass,,,"[""https://starfallonline.com/""]",accept_worker_row,
506,99147-61,Tocreo Labs,light,[],light,[],pass,,,"[""https://tocreo.com/""]",accept_worker_row,
507,98947-99,Spondoolies Tech,skip_candidate,[],skip_candidate,[],pass,,,"[""https://spondoolies-tech.com/""]",accept_worker_row,
508,99073-90,SatoshiPay,light,[],light,[],pass,,,"[""https://www.satoshipay.io/""]",accept_worker_row,
509,99084-34,Virgil Security,skip_candidate,[],skip_candidate,[],pass,,,"[""https://www.virgilsecurity.com/""]",accept_worker_row,
510,99084-70,SecureDB,skip_candidate,[],skip_candidate,[],pass,,,"[""https://securedb.co/""]",accept_worker_row,
511,99587-44,Suscribo,full,[],full,[],pass,,,https://suscribo.com/,accept_worker_row,
512,570297-88,Tevaera,full,"[""TEVA""]",full,"[""TEVA""]",pass,,,https://docs.tevaera.com/tokenomics/introducing-teva|https://docs.tevaera.com/tokenomics/token-utilities|https://docs.tevaera.com/,accept_worker_row,
513,570733-75,StackinSat,light,[],light,[],pass,,,https://stackinsat.com/,accept_worker_row,
514,570767-95,Agave (Financial Software),light,[],light,[],pass,,,https://agavegrc.com/,accept_worker_row,
515,570775-06,Pan Galactic,light,[],light,[],pass,,,https://www.pangalactic.io/|https://www.pangalactic.io/about,accept_worker_row,
516,570822-76,BBO Exchange,full,[],full,[],pass,,,https://www.bbo.exchange/,accept_worker_row,
517,570973-06,Vaultys,light,[],light,[],pass,,,https://www.vaultys.com/,accept_worker_row,
518,663700-24,Magpie (Financial Services),full,"[""MGP""]",full,"[""MGP""]",pass,,,https://docs.magpiexyz.io/overview|https://docs.magpiexyz.io/mgp-token|https://magpiexyz.io/,accept_worker_row,
519,663700-51,Syrupal Protocol,full,[],full,[],pass,,,https://www.syrupal.com/,accept_worker_row,
520,664023-79,StreamEx,full,"[""GLDY""]",full,"[""GLDY""]",pass,,,https://www.streamex.com/GLDY|https://www.streamex.com/|https://ir.streamex.com/press-releases/detail/409/streamex-announces-official-launch-date-of-gldy-a-yield,accept_worker_row,
521,664086-97,Smartface Fintech,skip_candidate,[],skip_candidate,[],pass,,,https://www.smartfacefintech.com/,accept_worker_row,
522,664288-66,True Markets,full,[],full,[],pass,,,https://www.truemarkets.co/|https://docs.truemarkets.co/,accept_worker_row,
523,664462-18,Philanthrify,skip_candidate,[],skip_candidate,[],pass,,,https://philanthrify.co.uk/home|https://philanthrify.co.uk/about-us,accept_worker_row,
524,664519-69,Merso,light,[],light,[],pass,,,https://merso.io/|https://www.prnewswire.com/news-releases/merso-launches-the-first-ai-powered-lending-infrastructure-for-the-digital-economy-302518593.html,accept_worker_row,
525,664746-40,Tx24,full,"[""TXT""]",full,"[""TXT""]",pass,,,https://www.tx24.io/|https://www.coingecko.com/en/coins/tx24|https://coinmarketcap.com/currencies/tx24/,accept_worker_row,
526,665011-54,Balance (Entertainment Software),full,"[""EPT""]",full,"[""EPT""]",pass,,,https://balance.fun/|https://foundation.balance.fun/|https://balancefun.gitbook.io/balance/products/token-layer,accept_worker_row,
527,1230614-65,Magma (Financial Services),full,"[""MAGMA""]",full,"[""MAGMA""]",pass,,,https://magmafinance.io/|https://magma-finance.gitbook.io/docs/tokenomics|https://coinmarketcap.com/currencies/magma-finance/,accept_worker_row,
528,1230638-59,X1 Labs,full,"[""XNT""]",full,"[""XNT""]",pass,,,https://x1labs.io/|https://github.com/x1-labs,accept_worker_row,
529,100118-44,2cimple,light,[],light,[],pass,,,https://www.2cimple.com/,accept_worker_row,
530,100368-01,Edge (Financial Software),full,[],full,[],pass,,,https://edge.app/|https://support.edge.app/hc/en-us/articles/36105678174235-The-History-of-Edge-Wallet-and-Its-Founders,accept_worker_row,
531,287864-11,Chainstack,light,[],light,[],pass,,,https://www.chainstack.com/,accept_worker_row,
532,570994-48,Unit 221B,skip_candidate,[],skip_candidate,[],pass,,,https://www.unit221b.com/,accept_worker_row,
533,571124-80,CarChain (Spain),full,[],full,[],pass,,,https://thecarchain.com/about|https://thecarchain.com/es/about,accept_worker_row,
534,570784-96,Farmsbook,skip_candidate,[],skip_candidate,[],pass,,,https://www.farmsbook.com/,accept_worker_row,
535,571402-81,Yet Another Company,full,[],full,[],pass,,,https://yetanothercompany.xyz/|https://www.crunchbase.com/organization/yet-another-company,accept_worker_row,
536,571441-15,Ithaca Finance,full,"[""ITHACA""]",full,"[""ITHACA""]",pass,,,https://docs.ithacaprotocol.io/docs|https://coinmarketcap.com/currencies/ithaca-protocol/|https://bscscan.com/token/0x49f1D4dB3ea1a64390E990C6deBEaC88EAC007Ca?a=0xb2655ac91bb3536bcfa0993069da6affabadc33d,accept_worker_row,
537,571502-17,KIP Protocol,full,"[""KIP""]",full,"[""KIP""]",pass,,,https://www.kip.pro/|https://www.kip.pro/about-us|https://www.kip.pro/blog-posts/kip-tokenomics,accept_worker_row,
538,571554-64,Velar (Financial Software),full,"[""VELAR""]",full,"[""VELAR""]",pass,,,https://www.velar.com/|https://docs.velar.com/velar/token/introduction|https://docs.velar.com/velar/overview/introduction,accept_worker_row,
539,571582-99,Paycent,full,"[""PYN""]",full,"[""PYN""]",pass,,,https://www.paycent.org/|https://coinmarketcap.com/currencies/paycent/|https://cryptoslate.com/coins/paycent/,accept_worker_row,
540,571644-64,MC2 Finance,full,[],full,[],pass,,,https://docs.mc2.fi/|https://www.mc2.fi/token,accept_worker_row,
541,571662-10,PEC land,full,"[""PECL""]",full,"[""PECL""]",pass,,,https://popbrc.com/|https://docs.popbrc.com/home/walkthroughs/connect-metamask-walkthrough,accept_worker_row,
542,571693-78,DA insured,light,[],light,[],pass,,,https://dainsured.com/,accept_worker_row,
543,571697-11,Shipfinex,full,"[""MAT""]",full,"[""MAT""]",pass,,,https://www.shipfinex.com/|https://support.shipfinex.com/support/solutions/articles/1060000127028-what-is-a-maritime-asset-token-mat-and-why-would-i-buy-one-|https://support.shipfinex.com/support/solutions/articles/1060000127029-how-do-i-start-the-mat-purchase-process-on-shipfinex-|https://support.shipfinex.com/support/solutions/articles/1060000127035-how-do-i-sell-my-marine-asset-tokens-mats-,accept_worker_row,
544,571714-75,Revested,full,[],full,[],pass,,,https://revested.co.uk/|https://revested.co.uk/what-does-it-mean-to-tokenize-a-real-estate-asset/|https://revested.co.uk/tokenise/,accept_worker_row,
545,571718-71,The Chaincademy,skip_candidate,[],skip_candidate,[],pass,,,https://thechaincademy.com/,accept_worker_row,
546,571730-32,GHGBlaze,light,[],light,[],pass,,,https://ghgblaze.com/|https://www.innovationzero.com/event-partners/ghgblaze-,accept_worker_row,
547,571730-68,Vymt,light,[],light,[],pass,,,https://vymtgroup.com/|https://www.f6s.com/company/vymt,accept_worker_row,
548,571782-52,Dahai Art,light,[],light,[],pass,,,https://dahai.art/|https://algorandtechnologies.com/news/british-artist-ed-smith-sells-tokenized-fine-art/|https://medium.com/%40dahaiart/the-story-of-dahai-6ee89553a8e5,accept_worker_row,
549,571801-51,TxnLab,full,"[""HAY""]",full,"[""HAY""]",pass,,,https://www.txnlab.dev/|https://txnlab.gitbook.io/haystack-docs/platform/hay-token|https://apps.apple.com/us/app/haystack-trading/id6739783262,accept_worker_row,
550,571856-41,Skogsnejd,light,[],light,[],pass,,,https://www.skogsnejd.se/,accept_worker_row,
551,571858-57,EZKL,light,[],light,[],pass,,,https://ezkl.xyz/|https://docs.ezkl.xyz/,accept_worker_row,
552,571919-68,PublicAI,full,"[""PUBLIC""]",full,"[""PUBLIC""]",pass,,,https://www.publicai.io/|https://docs.publicai.io/publicai-documentation/usdpublic-tokenomics|https://docs.publicai.io/publicai-documentation/usdpublic-tokenomics/token-allocation-and-vesting|https://docs.publicai.io/publicai-documentation/usdpublic-tokenomics/usdpublic-token-utility,accept_worker_row,
553,571926-34,Quantamm,light,[],light,[],pass,,,https://quantamm.fi/,accept_worker_row,
554,571931-83,DreamOS,light,[],light,[],pass,,,https://dreamos.app/,accept_worker_row,
555,571983-94,Immoblocks,skip_candidate,[],skip_candidate,[],pass,,,https://www.immiblocks.com/|https://www.immiblocks.com/pricing-plans/list,accept_worker_row,
556,571984-39,Supervillain Labs,skip_candidate,[],skip_candidate,[],pass,,,https://supervlabs.io/|https://litepaper.supervlabs.io/community-fund/what-is-community-fund|https://litepaper.supervlabs.io/games-and-service/supervillain-web,accept_worker_row,
557,571984-57,Ginger Joy,light,[],light,[],pass,,,https://gingerjoy.gs/|https://www.gingerjoy.gs/media-kit.html,accept_worker_row,
558,572003-56,Right Trigger,full,"[""SPICE""]",full,"[""SPICE""]",pass,,,https://www.rtrigger.com/|https://www.rtrigger.com/coming-soon,accept_worker_row,
559,572007-88,SwearIT,light,[],light,[],pass,,,https://swearit.io/|https://swearit.io/digital-wine-labels|https://swearit.io/blog/swearit-selected-for-scale-the-impact-spain,accept_worker_row,
560,572066-56,Veles Finance,light,[],light,[],pass,,,https://veles.finance/|https://veles.finance/en/about-us/,accept_worker_row,
561,570341-89,Tracebloc,light,[],light,[],pass,,,https://tracebloc.io/|https://docs.tracebloc.io/getting-started/overview,accept_worker_row,
562,572172-22,Sodot,skip_candidate,[],skip_candidate,[],pass,,,https://www.sodot.dev/|https://www.sodot.dev/about|https://www.sodot.dev/product/mpc-infrastructure,accept_worker_row,
563,572272-21,Private Tech Network,light,[],light,[],pass,,,https://www.privatetechnetwork.com/|https://www.crunchbase.com/organization/private-tech-network|https://www.f6s.com/company/private-tech-network,accept_worker_row,
564,1231352-65,Unixx Solutions,skip_candidate,[],skip_candidate,[],pass,,,https://unixxsolutions.com/|https://unixxsolutions.com/about,accept_worker_row,
565,665964-37,Octra,full,"[""OCT""]",full,"[""OCT""]",pass,,,https://www.octra.org/|https://docs.octra.org/|https://ico.octra.org/terms.html,accept_worker_row,
566,1231359-94,Third Eye,skip_candidate,[],skip_candidate,[],pass,,,https://www.third-eye.co/,accept_worker_row,
567,1231697-62,Beep (Financial Software),light,[],light,[],pass,,,https://www.justbeep.it/|https://documentation.justbeep.it/|https://documentation.justbeep.it/product-overview/resources/faqs,accept_worker_row,
568,1231708-69,Gopi AI,light,[],light,[],pass,,,https://gopiai.com/|https://www.gopiai.com/index/index/faq.html|https://www.gopiai.com/index/index/about.html,accept_worker_row,
569,1231723-36,Archimedes.,skip_candidate,[],skip_candidate,[],pass,,,https://www.esabic-brindisi.it/news/six-start-ups-with-space-technologiesincubated-in-the-esa-bic-brindisi/,accept_worker_row,
570,569409-76,Power'd,light,[],light,[],pass,,,https://www.powerd.digital/|https://www.powerd.digital/terms-conditions,accept_worker_row,
571,1232056-81,Deepbook,full,"[""DEEP""]",full,"[""DEEP""]",pass,,,"[""https://www.deepbook.tech/"",""https://www.deepbook.tech/deep-token""]",accept_worker_row,
572,663957-01,Climate Sense (Electronic Equipment and Instruments),skip_candidate,[],skip_candidate,[],pass,,,[],accept_worker_row,
573,572276-53,Fortytwo Labs,light,[],light,[],pass,,,[],accept_worker_row,
574,570796-48,Bitverse,light,[],light,[],pass,,,[],accept_worker_row,
575,571712-32,Tokodot,full,[],full,[],pass,,,[],accept_worker_row,
