task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,project_search_required,project_search_reason,project_name,project_url,status,completed_at,token_results,token_decision_reason,has_token_evidence,evidence_urls,evidence_source_types,confidence,needs_manual_review
2529,465956-74,Babylon Finance,babylon.finance,protocol_or_network,high,yes,Official docs identify BABL as the governance token for the Babylon protocol.,"[""Babylon""]","[""https://www.babylon.finance/""]",completed,2026-04-18T12:00:00-07:00,"[{""token_symbol"":""BABL"",""token_name"":""BABL"",""token_url"":""https://docs.babylon.finance/babl/tokenomics"",""reason"":""Babylon Finance qualifies because official docs identify Babylon as the original community-led asset-management protocol and BABL as the governance token for that protocol."",""evidence_urls"":[""https://docs.babylon.finance/"",""https://docs.babylon.finance/babl/tokenomics"",""https://medium.com/babylon-finance/babylon-finance-is-shutting-down-b58abf1bc251""],""evidence_source_types"":[""official_docs"",""official_docs"",""official_blog""]}]",the rule positive: Babylon Finance is the original Babylon asset-management protocol ecosystem and BABL is its governance token.,Official docs identify BABL as the Babylon protocol governance token.,https://docs.babylon.finance/babl/tokenomics|https://www.babylon.finance/,official_docs|official_site,high,no
2530,465957-28,Aleph Zero,alephzero.org,protocol_or_network,high,yes,Official docs identify AZERO as the native coin and utility token.,"[""Aleph Zero""]","[""https://alephzero.org/""]",completed,2026-04-18T12:00:00-07:00,"[{""token_symbol"":""AZERO"",""token_name"":""AZERO"",""token_url"":""https://alephzero.org/utility-and-economics"",""reason"":""Aleph Zero qualifies because official materials identify Aleph Zero as a Layer 1 blockchain ecosystem, the Aleph Zero Foundation as protocol overseer and AZERO issuer, and Cardinal Cryptography as creator of Aleph Zero."",""evidence_urls"":[""https://alephzero.org/"",""https://alephzero.org/utility-and-economics"",""https://docs.alephzero.org/aleph-zero/faq"",""https://cardinals.cc/""],""evidence_source_types"":[""official_site"",""official_site"",""official_docs"",""official_site""]}]",the rule positive: Aleph Zero is the original Layer 1 blockchain ecosystem and official sources identify AZERO as the ecosystem coin.,Official docs identify AZERO as the native coin of Aleph Zero.,https://alephzero.org/utility-and-economics|https://docs.alephzero.org/aleph-zero/explore/where-to-buy-azero|https://alephzero.org/blog/azero-ticker-aleph-zero,official_site|official_docs|official_site,high,no
2533,558956-98,Castle of Blackwater,castleofblackwater.com,gaming_or_nft,high,yes,Official site and token listings identify COBE as the premium in-game currency.,"[""Castle of Blackwater""]","[""https://castleofblackwater.com/""]",completed,2026-04-18T12:00:00-07:00,"[{""token_symbol"":""COBE"",""token_name"":""COBE"",""token_url"":""https://www.coingecko.com/en/coins/castle-of-blackwater"",""reason"":""Castle of Blackwater qualifies because it is the original Castle of Blackwater Web3 game ecosystem and official/token-data sources identify COBE as the premium currency in that ecosystem."",""evidence_urls"":[""https://castleofblackwater.com/"",""https://www.coingecko.com/en/coins/castle-of-blackwater"",""https://castleofblackwater.com/terms-of-service/""],""evidence_source_types"":[""official_site"",""coingecko"",""official_site""]}]",the rule positive: Castle of Blackwater is the original Web3 game ecosystem behind COBE.,Official site and token listings identify COBE as the premium currency in the CoB ecosystem.,https://castleofblackwater.com/|https://www.coingecko.com/en/coins/castle-of-blackwater|https://castleofblackwater.com/terms-of-service/,official_site|coingecko|official_site,high,no
2540,464363-20,Benqi,benqi.fi,protocol_or_network,high,yes,Official docs identify QI as the native token at the core of BENQI.,"[""BENQI""]","[""https://benqi.fi/""]",completed,2026-04-18T12:00:00-07:00,"[{""token_symbol"":""QI"",""token_name"":""QI"",""token_url"":""https://docs.benqi.fi/benqinomics/benqinomics"",""reason"":""BENQI qualifies because official docs identify BENQI as a suite of DeFi protocols, describe the founding team governance phase, and identify QI as the token at the core of the BENQI ecosystem."",""evidence_urls"":[""https://docs.benqi.fi/"",""https://docs.benqi.fi/benqinomics/benqinomics"",""https://benqi.fi/""],""evidence_source_types"":[""official_docs"",""official_docs"",""official_site""]}]",the rule positive: BENQI is the original BENQI DeFi protocol ecosystem and QI is its core ecosystem token.,Official docs identify QI as the native token at the core of BENQI.,https://docs.benqi.fi/|https://docs.benqi.fi/benqinomics/benqinomics|https://benqi.fi/,official_docs|official_docs|official_site,high,no
2542,463458-70,ICHI,ichi.org,protocol_or_network,high,yes,Official docs identify ICHI as the protocol token and provide the contract address.,"[""ICHI""]","[""https://www.ichi.org/""]",completed,2026-04-18T12:00:00-07:00,"[{""token_symbol"":""ICHI"",""token_name"":""ICHI"",""token_url"":""https://docs.ichi.org/home/contract-addresses"",""reason"":""ICHI qualifies because official docs identify ICHI as a non-custodial DeFi protocol and provide the ICHI token contract for that protocol ecosystem."",""evidence_urls"":[""https://docs.ichi.org/"",""https://docs.ichi.org/home/contract-addresses"",""https://ichi.org/""],""evidence_source_types"":[""official_docs"",""official_docs"",""official_site""]}]",the rule positive: ICHI is the original ICHI DeFi protocol ecosystem and official docs identify the ICHI token.,Official docs identify the ICHI token contract and ecosystem utility.,https://www.ichi.org/|https://docs.ichi.org/home/contract-addresses|https://app.ichi.org/,official_site|official_docs|official_site,high,no
2548,748619-38,Quip Network,quip.network,protocol_or_network,high,yes,Official site and docs identify QUIP as the network token and reward asset.,"[""Quip Network""]","[""https://quip.network/""]",completed,2026-04-18T12:00:00-07:00,"[{""token_symbol"":""QUIP"",""token_name"":""QUIP"",""token_url"":""https://quip.gitbook.io/docs/network/token"",""reason"":""Quip Network qualifies because official materials identify Quip Network as a blockchain/decentralized compute network with a founding team and QUIP as the network compute-credit and incentive token."",""evidence_urls"":[""https://quip.network/"",""https://quip.gitbook.io/docs"",""https://quip.gitbook.io/docs/network/token""],""evidence_source_types"":[""official_site"",""official_docs"",""official_docs""]}]",the rule positive: Quip Network is the original Quip decentralized compute/blockchain network and QUIP is its network token.,Official site and docs identify QUIP as the network token and reward asset.,https://quip.network/|https://quip.gitbook.io/docs/network/token|https://quip.gitbook.io/docs,official_site|official_docs|official_docs,high,no
2550,937527-13,Digital Landia,digitallandia.com,infrastructure_or_data,high,yes,Official projects pages identify AgenticPet.AI as the tokenized project and $PETAI as the token.,"[""AgenticPet.AI""]","[""https://digitallandia.com/projects/""]",completed,2026-04-18T12:00:00-07:00,"[{""token_symbol"":""PETAI"",""token_name"":""PETAI"",""token_url"":""https://digitallandia.com/projects/"",""reason"":""Digital Landia qualifies because official project pages present AgenticPet as Digital Landia's Web3-enabled AI ecosystem powered by PETAI, and public company materials identify Digital Landia as the developer of the AgenticPet AI framework."",""evidence_urls"":[""https://digitallandia.com/projects/"",""https://digitallandia.com/taas/"",""https://www.nasdaq.com/press-release/digital-landia-publishes-technical-whitepaper-agenticpet-ai-framework-after-one-year""],""evidence_source_types"":[""official_site"",""official_site"",""press_release""]}]",the rule positive: Digital Landia is the original developer/operator behind the AgenticPet Web3 AI ecosystem and official pages identify PETAI as its token.,Official projects pages identify AgenticPet.AI and $PETAI as the tokenized project/token.,https://digitallandia.com/|https://digitallandia.com/projects/|https://digitallandia.com/taas/,official_site|official_site|official_site,high,no
2555,465624-37,TosDis,tosdis.finance,protocol_or_network,high,yes,Official site and token pages identify DIS as the TosDis token.,"[""TosDis""]","[""https://tosdis.finance/""]",completed,2026-04-18T12:00:00-07:00,"[{""token_symbol"":""DIS"",""token_name"":""TosDis"",""token_url"":""https://www.coingecko.com/en/coins/tosdis"",""reason"":""TosDis is the original TosDis decentralized savings/interoperability protocol, and DIS is the token mapped to that protocol ecosystem."",""evidence_urls"":[""https://tosdis-fi.medium.com/tosdis-announces-its-public-sale-offering-on-polkastarter-c5bc6fe71508"",""https://etherscan.io/token/0x220B71671b649c03714dA9c621285943f3cbcDC6"",""https://coinmarketcap.com/currencies/tosdis/""],""evidence_source_types"":[""official_blog"",""explorer"",""coinmarketcap""]}]",TosDis satisfies the rule for DIS because available TosDis launch and token sources identify TosDis as the original DeFi protocol ecosystem behind the DIS token.,"Official site, docs, and token pages all map TosDis to DIS.",https://tosdis.finance/|https://www.coingecko.com/en/coins/tosdis|https://etherscan.io/token/0x220b71671b649c03714da9c621285943f3cbcdc6,official_site|coingecko|explorer,high,no
2556,180607-87,FundYourselfNow,crowdsale.fundyourselfnow.com,dapp_or_product,high,yes,Identity-resolution pass links FundYourselfNow to Katalyse and the current token ticker is KAT.,"[""Katalyse""]","[""https://katalyse.io/""]",completed,2026-04-18T12:00:00-07:00,"[{""token_symbol"":""KAT"",""token_name"":""Katalyse"",""token_url"":""https://etherscan.io/token/0x88FCFBc22C6d3dBaa25aF478C578978339BDe77a"",""reason"":""FundYourselfNow/Katalyse is the original crowdfunding/listing platform identity, and the official team rebrand announcement states the FundYourselfNow token would become Katalyse with ticker KAT."",""evidence_urls"":[""https://medium.com/@Katalyse/fundyourselfnow-is-now-katalyse-400d44271fe3"",""https://etherscan.io/token/0x88FCFBc22C6d3dBaa25aF478C578978339BDe77a"",""https://www.coincodex.com/crypto/katalyse/""],""evidence_source_types"":[""official_blog"",""explorer"",""secondary_source""]}]",FundYourselfNow satisfies the rule for KAT because official rebrand evidence ties the original FundYourselfNow/Katalyse platform organization to the renamed KAT token.,Etherscan and token pages show the FundYourselfNow rebrand to Katalyse with ticker KAT.,https://etherscan.io/token/0x88FCFBc22C6d3dBaa25aF478C578978339BDe77a|https://cryptorival.com/coins/fundyourselfnow/|https://www.coincodex.com/crypto/katalyse/,explorer|secondary_source|secondary_source,high,no
2557,465673-24,EasyFi,easyfi.network,protocol_or_network,high,yes,Official and market pages consistently map EasyFi to EZ.,"[""EasyFi""]","[""https://easyfi.network/""]",completed,2026-04-18T12:00:00-07:00,"[{""token_symbol"":""EZ"",""token_name"":""EasyFi"",""token_url"":""https://www.coingecko.com/en/coins/easyfi"",""reason"":""EasyFi is the original EasyFi DeFi lending protocol ecosystem, and EZ is identified by official/token-data sources as its protocol token."",""evidence_urls"":[""https://www.easyfi.network/"",""https://coinmarketcap.com/currencies/easyfi/"",""https://www.coingecko.com/en/coins/easyfi""],""evidence_source_types"":[""official_site"",""coinmarketcap"",""coingecko""]}]",EasyFi satisfies the rule for EZ because sources identify EasyFi as the original DeFi lending protocol ecosystem behind the EZ token.,EasyFi docs and market pages identify EZ as the protocol token.,https://www.easyfi.network/|https://www.coingecko.com/en/coins/easyfi|https://coinmarketcap.com/currencies/easyfi/,official_site|coingecko|coinmarketcap,high,no
2564,937217-71,Suede AI,suedeai.xyz,dapp_or_product,high,yes,Official site and guides explicitly describe $SUEDE as the ecosystem token.,"[""Suede Labs""]","[""https://suedeai.org/""]",completed,2026-04-18T12:00:00-07:00,"[{""token_symbol"":""SUEDE"",""token_name"":""Suede"",""token_url"":""https://suedeai.org/guide/"",""reason"":""Suede Labs/Suede AI is the original creative ownership and AI media ecosystem, and official materials identify SUEDE as the utility token for that ecosystem."",""evidence_urls"":[""https://suedeai.org/"",""https://github.com/Suede-AI"",""https://suedeai.org/guide/""],""evidence_source_types"":[""official_site"",""official_github"",""official_docs""]}]",Suede AI satisfies the rule for SUEDE because official Suede materials identify the task entity as the original Suede Labs AI ecosystem and SUEDE as its utility token.,"Official site, launch pages, and buy guide all reference $SUEDE as the ecosystem token.",https://suedeai.org/|https://launch.suedeai.xyz/|https://suedeai.org/guide/,official_site|official_site|official_site,high,no
2565,181843-48,Raiden Network,raiden.network,protocol_or_network,high,yes,Official Raiden token page maps the project to RDN.,"[""Raiden Network""]","[""https://raiden.network/""]",completed,2026-04-18T12:00:00-07:00,"[{""token_symbol"":""RDN"",""token_name"":""Raiden Network Token"",""token_url"":""https://raiden.network/token.html"",""reason"":""The task entity is the Raiden Network protocol ecosystem, and official/token-data sources identify RDN as the Raiden Network token."",""evidence_urls"":[""https://raiden.network/"",""https://raiden.network/token.html"",""https://coinmarketcap.com/currencies/raiden-network-token/""],""evidence_source_types"":[""official_site"",""official_site"",""coinmarketcap""]}]",Raiden Network satisfies the rule because the task entity is the original Raiden Network scaling protocol ecosystem and RDN is its documented token.,Raiden Network token page explicitly defines RDN as the project token.,https://raiden.network/token.html|https://www.coingecko.com/en/coins/raiden-network-token|https://coinmarketcap.com/currencies/raiden-network-token/,official_site|coingecko|coinmarketcap,high,no
2567,937204-75,T-Rize,rizenet.io,infrastructure_or_data,high,yes,Official site and terms identify RIZE as the native utility token.,"[""T-RIZE""]","[""https://www.t-rize.io/""]",completed,2026-04-18T12:00:00-07:00,"[{""token_symbol"":""RIZE"",""token_name"":""RIZE Token"",""token_url"":""https://www.t-rize.io/"",""reason"":""T-RIZE Group is the original T-RIZE/Rizenet tokenization ecosystem, and official materials identify RIZE as the native utility token used in that ecosystem."",""evidence_urls"":[""https://www.t-rize.io/"",""https://www.t-rize.io/terms-and-conditions"",""https://www.globenewswire.com/news-release/2025/08/12/3131644/0/en/T-RIZE-Group-Lists-RIZE-Token-on-Revolut-App-Expanding-Global-Access-to-Tokenized-Real-World-Assets.html/""],""evidence_source_types"":[""official_site"",""official_site"",""press_release""]}]",T-Rize satisfies the rule for RIZE because official T-RIZE materials identify the company as the original T-RIZE tokenization ecosystem and RIZE as its native utility token.,Official site and terms state RIZE is the native utility token of the T-RIZE ecosystem.,https://www.t-rize.io/|https://www.t-rize.io/terms-and-conditions|https://www.globenewswire.com/news-release/2025/08/12/3131644/0/en/T-RIZE-Group-Lists-RIZE-Token-on-Revolut-App-Expanding-Global-Access-to-Tokenized-Real-World-Assets.html/,official_site|official_site|secondary_source,high,no
2568,180173-71,NeuroMesh,neuromesh.co,protocol_or_network,high,yes,Official whitepaper/docs identify $NEURO as the base token; related tokenized instruments exist but are secondary.,"[""NeuroMesh""]","[""https://www.neuromesh.xyz/"", ""https://neuromesh.gitbook.io/""]",completed,2026-04-18T12:00:00-07:00,"[{""token_symbol"":""NEURO"",""token_name"":""NeuroMesh"",""token_url"":""https://whitepaper.neuro-mesh.io/"",""reason"":""NeuroMesh is the original NeuroMesh protocol ecosystem, and official lightpaper/docs identify NEURO as the base token powering protocol fees, staking, and governance."",""evidence_urls"":[""https://whitepaper.neuro-mesh.io/"",""https://www.neuromesh.xyz/"",""https://neuromesh.gitbook.io/""],""evidence_source_types"":[""official_lightpaper"",""official_site"",""official_docs""]}]",NeuroMesh satisfies the rule for NEURO because official NeuroMesh materials identify the protocol ecosystem and its base NEURO token.,"Official whitepaper/docs identify $NEURO as the base fees, staking, and governance token.",https://neuromesh.gitbook.io/|https://www.neuromesh.xyz/,official_docs|official_site,medium,no
2574,465358-42,Glozal(Specialty Retail),glozal.com,traditional_business,high,yes,Full resolution needed because the live site and legacy security-token announcement conflict with the dataset branding.,"[""Glozal""]","[""https://glozal.com/""]",completed,2026-04-18T12:00:00-07:00,"[{""token_symbol"":""GLZ"",""token_name"":""Glozal Security Token"",""token_url"":""https://www.prnewswire.com/news-releases/glozal-to-launch-its-security-token-offering-glz-on-september-2-2021-301363864.html"",""reason"":""Legacy GLOZAL launch evidence identifies GLOZAL Inc. as the original NFT music platform organization issuing GLZ, but the current live domain conflict keeps this under manual review."",""evidence_urls"":[""https://www.prnewswire.com/news-releases/glozal-to-launch-its-security-token-offering-glz-on-september-2-2021-301363864.html"",""https://www.einpresswire.com/article/567021923/glozal-creator-of-the-first-nft-music-player-will-be-unveiling-their-flagship-project-playone-on-april-1-in-miami""],""evidence_source_types"":[""press_release"",""press_release""]}]","the rule positive on legacy GLOZAL evidence: launch materials identify GLOZAL Inc. as the original NFT music platform organization issuing GLZ, but the current glozal.com real-estate branding conflict warrants manual review.","PRNewswire announces Glozal security token GLZ, but the current site now presents unrelated real-estate branding.",https://glozal.com/|https://www.prnewswire.com/news-releases/glozal-to-launch-its-security-token-offering-glz-on-september-2-2021-301363864.html,official_site|secondary_source,low,yes
2578,746953-57,The Food Chainers,thefoodchainers.io,protocol_or_network,high,yes,Official FAQ documents the CITE token ecosystem.,"[""The Food Chainers""]","[""https://thefoodchainers.io/""]",completed,2026-04-18T12:00:00-07:00,"[{""token_symbol"":""CITE"",""token_name"":""CITE"",""token_url"":""https://thefoodchainers.io/faq/"",""reason"":""The Food Chainers is the original agrifood-tech/Web3 ecosystem behind the CITE token ecosystem documented in its official FAQ."",""evidence_urls"":[""https://thefoodchainers.io/faq/"",""https://thefoodchainers.io/""],""evidence_source_types"":[""official_docs"",""official_site""]}]",The Food Chainers satisfies the rule for CITE because official materials identify the company as the original agrifood-tech ecosystem behind the CITE token ecosystem.,Official FAQ states the CITE token ecosystem powers the platform.,https://thefoodchainers.io/faq/|https://thefoodchainers.io/,official_docs|official_site,high,no
2579,464159-44,Handle.fi,handle.fi,protocol_or_network,high,yes,Official docs and market pages identify FOREX as the governance token.,"[""handle.fi""]","[""https://www.handle.fi/""]",completed,2026-04-18T12:00:00-07:00,"[{""token_symbol"":""FOREX"",""token_name"":""handleFOREX"",""token_url"":""https://docs.handle.fi/high-priority/forex-tokens"",""reason"":""Handle.fi is the original global DeFi FX and multi-currency stablecoin protocol, and official materials identify FOREX as the protocol token for governance and rewards."",""evidence_urls"":[""https://docs.handle.fi/"",""https://docs.handle.fi/high-priority/forex-tokens"",""https://handle.fi/""],""evidence_source_types"":[""official_docs"",""official_docs"",""official_site""]}]",Handle.fi satisfies the rule for FOREX because official materials identify handle.fi as the original DeFi FX protocol ecosystem and FOREX as its governance/rewards token.,Official docs and market pages identify FOREX as the protocol token.,https://docs.handle.fi/high-priority/forex-tokens|https://www.handle.fi/|https://www.coingecko.com/en/coins/handle-fi,official_docs|official_site|coingecko,high,no
2581,465447-79,Vite Labs,vite.org,protocol_or_network,high,yes,Official Vite docs identify the native VITE coin and the ViteX platform token VX.,"[""Vite"",""ViteX""]","[""https://vite.org/"",""https://vite.org/""]",completed,2026-04-18T17:35:16Z,"[{""token_symbol"":""VITE"",""token_name"":""Vite Coin"",""token_url"":""https://docs.vite.org/vite-basics/token-model/"",""reason"":""Vite Labs qualifies as the original builder/operator of the Vite blockchain ecosystem; official Vite materials describe Vite as a zero-fee layer-1 and identify VITE as Vite's native coin."",""evidence_urls"":[""https://vite.org/"",""https://docs.vite.org/vite-basics/token-model/"",""https://medium.com/vitelabs/vite-labs-inaugural-hackathon-up-to-1m-vite-in-rewards-bd197405405e""],""evidence_source_types"":[""official_site"",""official_docs"",""official_blog""]},{""token_symbol"":""VX"",""token_name"":""ViteX Coin"",""token_url"":""https://docs.vite.org/vite-basics/token-model/"",""reason"":""Vite Labs qualifies for VX because official Vite materials describe ViteX as part of the Vite ecosystem built by Vite Labs and list VX as the ViteX Coin/platform token."",""evidence_urls"":[""https://vite.org/"",""https://docs.vite.org/vite-basics/token-model/"",""https://medium.com/vitelabs/vite-labs-inaugural-hackathon-up-to-1m-vite-in-rewards-bd197405405e""],""evidence_source_types"":[""official_site"",""official_docs"",""official_blog""]}]","the rule positive for VITE and VX: Vite Labs is the original builder/operator of the Vite blockchain and ViteX ecosystem, and official Vite sources identify both built-in ecosystem tokens.",Official docs and the home page identify built-in VITE and VX tokens.,https://vite.org/|https://docs.vite.org/vite-basics/token-model/|https://vite.org/terms.html,official_site|official_docs|official_site,high,no
2588,937558-63,Ensemble Codes,ensemble.codes,dapp_or_product,high,yes,Official Ensemble docs identify the EnsembleCredits (EC) utility token.,"[""Ensemble""]","[""https://ensemble.codes/""]",completed,2026-04-18T17:35:16Z,"[{""token_symbol"":""EC"",""token_name"":""EnsembleCredits"",""token_url"":""https://docs.ensemble.codes/developers/smart-contracts"",""reason"":""Ensemble Codes qualifies as the original Ensemble ecosystem/project operator; official Ensemble docs describe the decentralized AI agent-commerce ecosystem and identify EnsembleCredits (EC) as its ERC20 utility token."",""evidence_urls"":[""https://ensemble.codes/"",""https://docs.ensemble.codes/"",""https://docs.ensemble.codes/developers/smart-contracts""],""evidence_source_types"":[""official_site"",""official_docs"",""official_docs""]}]",the rule positive for EC: Ensemble Codes is the original Ensemble decentralized AI/Web3 infrastructure ecosystem and official docs identify EC as the ecosystem utility token.,Official docs describe the non-transferable EnsembleCredits (EC) token.,https://docs.ensemble.codes/developers/smart-contracts|https://docs.ensemble.codes/,official_docs|official_docs,high,no
2590,465445-99,DeHive,dehive.finance,protocol_or_network,high,yes,CoinMarketCap identifies DHV as DeHive’s token and the project as a multi-chain DeFi protocol.,"[""DeHive""]","[""https://dehive.finance/""]",completed,2026-04-18T17:35:16Z,"[{""token_symbol"":""DHV"",""token_name"":""DHV"",""token_url"":""https://coinmarketcap.com/currencies/dehive/"",""reason"":""DeHive qualifies as the original DeHive DeFi index/asset-management protocol ecosystem; project materials and token pages identify DHV as the DeHive protocol token."",""evidence_urls"":[""https://medium.com/dehive/dehive-pre-sale-details-de145474ba3b"",""https://coinmarketcap.com/currencies/dehive/"",""https://www.coingecko.com/en/coins/dehive""],""evidence_source_types"":[""official_blog"",""coinmarketcap"",""coingecko""]}]","the rule positive for DHV: DeHive is the original DeHive protocol ecosystem and evidence maps DHV to that protocol, not to a later participant or investor.",CoinMarketCap lists DHV as the DeHive token.,https://coinmarketcap.com/currencies/dehive/|https://dehive.finance/,coinmarketcap|official_site,high,no
2591,465424-39,Ringx Platform,ringx.io,dapp_or_product,high,yes,CoinMarketCap identifies RINGX as the RING X PLATFORM token.,"[""RING X PLATFORM""]","[""https://ringx.io/""]",completed,2026-04-18T17:35:16Z,"[{""token_symbol"":""RINGX"",""token_name"":""RINGX Token"",""token_url"":""https://coinmarketcap.com/currencies/ring-x-platform/"",""reason"":""Ringx Platform qualifies as the original RING X service-platform ecosystem; token data describes RING X Platform as the blockchain-based mileage ecosystem and RINGX as the token enabling that platform."",""evidence_urls"":[""https://coinmarketcap.com/currencies/ring-x-platform/"",""https://www.coinbase.com/price/ring-x-platform"",""https://www.coindesk.com/price/ringx""],""evidence_source_types"":[""coinmarketcap"",""secondary_source"",""secondary_source""]}]",the rule positive for RINGX: the mapped company/project is the original RING X Platform ecosystem behind the RINGX service-platform token.,CoinMarketCap lists RINGX as the RING X PLATFORM token.,https://coinmarketcap.com/currencies/ring-x-platform/|https://ringx.io/,coinmarketcap|official_site,high,no
2594,465698-53,EQIFI,eqifi.com,dapp_or_product,high,yes,Official EQIFi token page identifies EQX as the native token.,"[""EQIFi""]","[""https://www.eqifi.com/""]",completed,2026-04-18T17:35:16Z,"[{""token_symbol"":""EQX"",""token_name"":""EQX"",""token_url"":""https://www.eqifi.com/eqifi-token"",""reason"":""EQIFI qualifies as the original EQIFi DeFi/digital-banking protocol ecosystem; official EQIFi materials identify the EQX token contracts and token page, and token data maps EQX to EQIFI."",""evidence_urls"":[""https://www.eqifi.com/"",""https://www.eqifi.com/eqifi-token"",""https://coinmarketcap.com/currencies/eqifi/""],""evidence_source_types"":[""official_site"",""official_site"",""coinmarketcap""]}]","the rule positive for EQX: EQIFI is the original EQIFi platform/protocol ecosystem, and official/token data sources identify EQX as its platform token.",Official EQIFi pages identify EQX as the native token.,https://www.eqifi.com/eqifi-token|https://www.eqifi.com/,official_site|official_site,high,no
2596,465547-06,Raze Network,raze.network,protocol_or_network,high,yes,CoinMarketCap and the Raze docs identify RAZE as the network token.,"[""Raze Network""]","[""https://raze.network/""]",completed,2026-04-18T17:35:16Z,"[{""token_symbol"":""RAZE"",""token_name"":""RAZE"",""token_url"":""https://coinmarketcap.com/currencies/raze-network/"",""reason"":""Raze Network qualifies as the original Raze privacy-protocol ecosystem; official Raze materials describe Raze Network as a cross-chain privacy protocol and announce the RAZE token launch."",""evidence_urls"":[""https://www.raze.network/"",""https://raze-net.medium.com/raze-token-launch-f4b73dac3346"",""https://coinmarketcap.com/currencies/raze-network/""],""evidence_source_types"":[""official_site"",""official_blog"",""coinmarketcap""]}]",the rule positive for RAZE: Raze Network is the original cross-chain privacy protocol ecosystem and official project materials identify the RAZE token launch.,CoinMarketCap and docs identify RAZE as the Raze Network token.,https://coinmarketcap.com/currencies/raze-network/|https://docs.raze.network/getting-started/token-economics,coinmarketcap|official_docs,high,no
2598,937205-02,Alchemist AI,alchemistai.app,dapp_or_product,high,yes,CoinMarketCap and the official site identify ALCH as the platform token.,"[""Alchemist AI""]","[""https://alchemistai.app/""]",completed,2026-04-18T17:35:16Z,"[{""token_symbol"":""ALCH"",""token_name"":""ALCH"",""token_url"":""https://docs.alchemistai.app/docs/token-usdalch"",""reason"":""Alchemist AI qualifies as the original Alchemist AI platform ecosystem; official site/docs describe the no-code app-generation platform and identify ALCH as the platform token used for generation and marketplace transactions."",""evidence_urls"":[""https://www.alchemistai.app/"",""https://docs.alchemistai.app/docs/get-started"",""https://docs.alchemistai.app/docs/token-usdalch"",""https://docs.alchemistai.app/docs/get-started/marketplace""],""evidence_source_types"":[""official_site"",""official_docs"",""official_docs"",""official_docs""]}]",the rule positive for ALCH: Alchemist AI is the original platform ecosystem and official docs identify ALCH as the token powering platform usage and marketplace transactions.,CoinMarketCap and the official site identify ALCH as the native token.,https://coinmarketcap.com/currencies/alchemist-ai/|https://alchemistai.app/,coinmarketcap|official_site,high,no
2601,180285-85,Tezos,tezos.com,protocol_or_network,high,yes,Official docs identify tez/XTZ as the native Tezos token.,"[""Tezos""]","[""https://tezos.com/""]",completed,2026-04-18T17:35:16Z,"[{""token_symbol"":""XTZ"",""token_name"":""tez"",""token_url"":""https://docs.tezos.com/architecture/tokens"",""reason"":""Tezos qualifies as the original Tezos blockchain/protocol ecosystem; official docs describe Tezos as a decentralized blockchain created in 2014 and identify tez/XTZ as the native token."",""evidence_urls"":[""https://docs.tezos.com/overview/"",""https://docs.tezos.com/architecture/tokens"",""https://tezos.com/""],""evidence_source_types"":[""official_docs"",""official_docs"",""official_site""]}]",the rule positive for XTZ: Tezos is the original blockchain/protocol ecosystem and official docs identify tez/XTZ as its native token.,Official docs and CoinMarketCap identify XTZ as the native Tezos token.,https://docs.tezos.com/architecture/tokens|https://coinmarketcap.com/currencies/tezos/,official_docs|coinmarketcap,high,no
2606,937218-16,Veritas Protocol,veritasprotocol.com,protocol_or_network,high,yes,Official tokenomics and CoinMarketCap identify VPT as the Veritas Protocol token.,"[""Veritas Protocol""]","[""https://www.veritasprotocol.com/""]",completed,2026-04-18T17:35:16Z,"[{""token_symbol"":""VPT"",""token_name"":""VPT"",""token_url"":""https://docs.veritasprotocol.com/veritas-protocol/tokenomics"",""reason"":""Veritas Protocol qualifies as the original Veritas AI security/Web3 protocol ecosystem; official site/docs describe the protocol and identify VPT as the ERC20 token used for access, governance, insurance pools, and revenue share."",""evidence_urls"":[""https://www.veritasprotocol.com/"",""https://docs.veritasprotocol.com/veritas-protocol/tokenomics"",""https://coinmarketcap.com/currencies/veritas-protocol/""],""evidence_source_types"":[""official_site"",""official_docs"",""coinmarketcap""]}]",the rule positive for VPT: Veritas Protocol is the original AI security protocol ecosystem and official docs identify VPT as its utility/governance token.,Official docs/tokenomics and CoinMarketCap identify VPT.,https://docs.veritasprotocol.com/veritas-protocol/tokenomics|https://www.veritasprotocol.com/|https://coinmarketcap.com/currencies/veritas-protocol/,official_docs|official_site|coinmarketcap,high,no
