task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,project_search_required,project_search_reason,project_name,project_url,status,completed_at,token_symbol,token_decision_reason,has_token_evidence,evidence_urls,evidence_source_types,confidence,needs_manual_review,token_results
4219,264053-71,EcoStart (Environmental Services),eco-start.com,protocol_or_network,high,yes,"Blockchain impact-investing platform has its own token sale, but secondary sources disagree on the active ticker and no primary-source resolution was found.","[""EcoStart""]","[""https://eco-start.com/""]",completed,,"[""TER"",""TECO""]","EcoStart is the rule positive on legacy platform/token evidence for TER and TECO, while ticker/source conflicts and weak current official evidence require manual review.","Secondary token pages point to the EcoStart project, but ticker/name evidence conflicts across TER, TECO and ECT with no primary-source resolution.",https://www.coincarp.com/currencies/ecostart/|https://foundico.com/ico/ecostart.html|https://ico.coincheckup.com/ecostart/,secondary_source|secondary_source|secondary_source,low,yes,"[{""token_symbol"":""TER"",""token_name"":""EcoStart"",""token_url"":""https://www.coincarp.com/currencies/ecostart/"",""reason"":""Legacy EcoStart evidence identifies EcoStart as the original blockchain impact-investing platform and TER as the ERC20 ICO-stage token intended to fund and bootstrap that platform."",""evidence_urls"":[""https://bitcointalk.org/index.php?topic=5079313"",""https://foundico.com/ico/ecostart.html"",""https://www.coincarp.com/currencies/ecostart/""],""evidence_source_types"":[""project_forum"",""secondary_source"",""secondary_source""]},{""token_symbol"":""TECO"",""token_name"":""TerraEcoCoin"",""token_url"":""https://www.coindesk.com/price/teco"",""reason"":""Legacy EcoStart evidence says TER was intended to convert into TECO, and token pages describe TerraEcoCoin as the core crypto of the EcoStart platform."",""evidence_urls"":[""https://bitcointalk.org/index.php?topic=5079313"",""https://foundico.com/ico/ecostart.html"",""https://www.coindesk.com/price/teco""],""evidence_source_types"":[""project_forum"",""secondary_source"",""coindesk""]}]"
4224,264293-92,Flame (Entertainment Software),flamestore.xyz,gaming_or_nft,high,yes,"Former Ryu Coin / Ryu Games sources map the project to an RYU token, but the current Flame site does not surface token docs.","[""Ryu Games""]","[""https://flamestore.xyz/"",""https://ryucoin.com/""]",completed,,"[""RYU""]","Flame/Ryu is the rule positive on legacy Ryu Coin to Ryu Games continuity evidence, but the current Flame site does not provide direct token documentation.","Historical Ryu Coin sources describe an RYU token for skill-based wagering, and Flame is the later rebrand of that project.",https://www.coinexplorers.com/insights/ryu-coin-partners-with-shock-valor-94g5as|https://www.coinexplorers.com/insights/ryu-coin-rebrands-to-ryu-games-during-transition-to-ontology-b6pihd|https://www.businesswire.com/news/home/20220608006018/en/Ryu-Games-Announces-Flame-Steam-for-Web3-Hires-Steam-Founder-Rick-Ellis-as-Chief-Product-Officer,secondary_source|secondary_source|secondary_source,low,yes,"[{""token_symbol"":""RYU"",""token_name"":""Ryu Coin"",""token_url"":""https://ryucoin.com/"",""reason"":""Historical Ryu Coin/Ryu Games sources identify Ryu as the original blockchain gaming/wagering ecosystem behind RYU, and later evidence ties Ryu Games to Flame."",""evidence_urls"":[""https://neonewstoday.com/general/ryu-coin-rebrands-to-ryu-games-during-transition-to-ontology/"",""https://www.businesswire.com/news/home/20220608006018/en/Ryu-Games-Announces-Flame-Steam-for-Web3-Hires-Steam-Founder-Rick-Ellis-as-Chief-Product-Officer"",""https://github.com/RyuGames""],""evidence_source_types"":[""secondary_source"",""press_release"",""official_github""]}]"
4323,265757-68,Warp Speed Fintech,szqusu.com,service_provider,low,yes,Search results conflict on company identity; no company-owned token found.,[],[],completed,,[],No the rule token can be supported: searches found conflicting company identity context and no reliable company-owned fungible token or founding blockchain/protocol organization role.,Search results conflict on identity and do not show a company-owned token.,https://www.crunchbase.com/organization/warp-speed-fintech|https://www.linkstock.net/warp-speed-fintech/,secondary_source|secondary_source,low,yes,[]
4326,265695-04,Aornet,,mining_or_validator,low,no,Skip candidate; stealth mining platform with no official site or token signal.,[],[],completed,,[],"No the rule token can be supported: Aornet appears to be a stealth/mining platform with no reliable public official site, no confirmed fungible token, and no founding protocol-token evidence.",Stealth mining company with no public token evidence.,https://www.ipaddress.com/website/aornet.com/,secondary_source,low,yes,[]
4330,549085-60,CSport,gocryptosport.com,gaming_or_nft,high,yes,Full search found blockchain sports platform but no fungible token page.,[],[],completed,,[],"No the rule token confirmed: CSport has blockchain sports/NFT/reward context, but no reliable fungible token or original protocol-token ecosystem mapping was resolved.","Official and secondary sources describe a blockchain sports platform with NFTs and rewards, but no fungible ticker was found.",https://www.gocryptosport.com/|https://apps.apple.com/us/app/csport/id1639993969|https://www.crunchbase.com/organization/csport|https://txsplus.com/2021/12/cryptosport-la-plataforma-basada-en-tecnologia-de-blockchain-que-potencia-y-apoya-a-deportistas/,official_site|secondary_source|secondary_source|secondary_source,low,yes,[]
4332,548216-11,Bee Network International,bee.com,protocol_or_network,medium,yes,"Bee.com exposes generic token widgets, but no Bee-owned fungible token page was found.",[],[],completed,,[],"No the rule token confirmed: Bee.com exposes token-related pages/widgets, but the available evidence does not reliably establish a Bee-owned fungible token or founding protocol-token ecosystem.","Official Bee.com pages surface generic token widgets, not a Bee-owned fungible token.",https://www.bee.com/|https://www.bee.com/bee-token|https://www.bee.com/token_coingecko,official_site|official_site|official_site,low,yes,[]
4346,641811-61,SnapShotIng,,dapp_or_product,medium,yes,No indexed official site or token page was found; airdrop and rewards language remains unresolved.,[],[],completed,,[],"No the rule token can be supported: no indexed official site or reliable token page was found, and the airdrop/reward language remains unresolved.",No indexed official site or token page was found for SnapShotIng.,https://www.google.com/search?q=%22SnapShotIng%22+token|https://www.google.com/search?q=%22SnapShotIng%22+airdrops,secondary_source|secondary_source,low,yes,[]
4388,264717-01,MatterSphere,mattersphere.finance,traditional_business,low,no,Manual verifier review required after repeated harness/runtime failures; search skipped in fallback mode.,[],[],completed,2026-04-21T20:50:53Z,[],"MatterSphere/Diamond Digital has secondary evidence of an ERC-20 DiamondCoin or SwissDiamondCoin solution, but reasonable search did not establish a reliable ticker/token page or current company-token linkage sufficient for the rule inclusion.",Search intentionally skipped in fallback mode; manual verifier review required.,[],[],low,yes,[]
4403,640040-14,DebitMyData,debitmydata.com,traditional_business,low,no,Manual verifier review required after repeated harness/runtime failures; search skipped in fallback mode.,[],[],completed,2026-04-21T20:50:53Z,[],"DebitMyData.com shows NFT/data monetization and future token-purchase language, while a separate DebitMyData DMD PoW coin appears on a different domain; the company-to-token linkage and founding role are not reliably established.",Search intentionally skipped in fallback mode; manual verifier review required.,[],[],low,yes,[]
4747,542421-64,KIUUP,kiuup.com,dapp_or_product,high,yes,Current official site shows $KIUUP token and older materials reference Kams tokens.,"[""KIUUP""]","[""https://kiuup.com/""]",completed,,"[""KIUUP""]","KIUUP is the rule positive for KIUUP based on current official ecosystem/token evidence, but older official materials reference Kams reward tokens, leaving token-family completeness unresolved.",Current site shows $KIUUP token and historical materials reference Kams tokens.,https://www.kiuup.com/|https://kiuup.medium.com/kiuup-the-futuristic-platform-that-will-disrupt-the-marketing-and-advertising-industry-with-market-f31be5cd2eca|https://www.thecompanycheck.com/company/b/kiuup/2sl11w8wol8uped1u,official_site|secondary_source|secondary_source,medium,yes,"[{""token_symbol"":""KIUUP"",""token_name"":""KIUUP Token"",""token_url"":""https://kiuup.com/"",""reason"":""KIUUP qualifies on current official materials that present Kiuup as a modular DeFi ecosystem powered by the $KIUUP token, with staking, swap, explorer, governance, and tokenomics functions."",""evidence_urls"":[""https://kiuup.com/"",""https://www.kiuup.com/"",""https://kiuup.medium.com/kiuup-the-futuristic-platform-that-will-disrupt-the-marketing-and-advertising-industry-with-market-f31be5cd2eca""],""evidence_source_types"":[""official_site"",""official_site"",""official_blog""]}]"
4757,544230-82,Enphyr,enphyr.com,protocol_or_network,high,yes,Ticker appears only on secondary token pages so the mapping stays manual review.,"[""Enphyr""]","[""https://enphyr.com/""]",completed,,"[""ENP""]","Enphyr is included provisionally for ENP because secondary/press evidence supports Enphyr as the original protocol and maps ENP to it, but official token confirmation remains thin.",Secondary token pages list ENP for Enphyr but official materials do not confirm a live ticker.,https://enphyr.com/|https://www.thetechoutlook.com/press-release/enphyr-secures-1-million-in-seed-funding-at-10-million-valuation/|https://cryptorank.io/ico/enphyr|https://cryptorank.io/price/enphyr|https://app.dealroom.co/companies/enphyr,official_site|secondary_source|secondary_source|secondary_source|secondary_source,low,yes,"[{""token_symbol"":""ENP"",""token_name"":""ENP"",""token_url"":""https://cryptorank.io/ico/enphyr"",""reason"":""Enphyr is provisionally the rule positive because available evidence frames Enphyr as the original Ethereum Layer 2/data-privacy protocol and token data maps ENP to Enphyr, but the current official site is thin and does not directly confirm tokenomics."",""evidence_urls"":[""https://enphyr.com/"",""https://www.thetechoutlook.com/press-release/enphyr-secures-1-million-in-seed-funding-at-10-million-valuation/"",""https://cryptorank.io/price/enphyr"",""https://cryptorank.io/ico/enphyr""],""evidence_source_types"":[""official_site"",""press_release"",""token_data_page"",""token_data_page""]}]"
4766,541169-56,Interverse,interverse.ai,gaming_or_nft,high,yes,Official site announces IVX token sale and tokenomics.,"[""Interverse""]","[""https://interverse-ivx.com/""]",completed,,[],"the rule remains unresolved: the task token mapping references IVX token-sale evidence, but the current official Interverse page describes a cross-game asset SDK, donations, and equity/seed investment without a current IVX fungible-token founding role.",Official site announces IVX token sale and tokenomics.,https://interverse-ivx.com/,official_site,high,yes,[]
4881,161880-49,Zone (Financial Software),zonenetwork.com,protocol_or_network,high,yes,"Layer-1 payment network; official infrastructure pages describe native settlement tokens, but no exact supported ticker was verified.","[""Zone Payment Network""]","[""https://zonenetwork.com/""]",completed,,[],"Zone operates a regulated blockchain payment network and official pages describe native country settlement tokens plus a global settlement token, but no exact public token name/ticker was verified; the rule token inclusion remains unresolved.","Official site and infrastructure pages describe country-specific native settlement tokens and a global token, but no exact supported fungible ticker was verified.",https://zonenetwork.com/|https://zonenetwork.com/infrastructure|https://zonenetwork.com/faq,official_site|official_site|official_site,medium,yes,[]
4938,539509-15,ZKON Network,zkon.xyz,protocol_or_network,high,yes,Oracle network with token-supply references; no supported public ticker/page confirmed.,"[""ZKON Network""]","[""https://www.zkon.xyz/""]",completed,,[],"ZKON is an oracle network and its GitHub references a share of total ZKON token supply, but no supported public fungible token page/ticker was resolved for the rule inclusion.","Official and secondary sources describe the zkOracle network and mention ZKON token supply, but no supported public fungible ticker/page was found.",https://www.zkon.xyz/|https://zkok.io/app/zkon|https://zkok.io/mina/zkon/,official_site|secondary_source|secondary_source,low,yes,[]
4943,542765-44,Mercle AI,mercle.ai,protocol_or_network,high,yes,Mercle site and token pages identify MERCLE.,"[""Mercle""]","[""https://www.mercle.ai/old-home""]",completed,,[],"Mercle has a MERCLE preview token page and identity-network evidence, but the token page says MERCLE is unavailable/not launched and no supported the rule token can be finalized from the company outward.","Official Mercle pages describe a tokenized identity/reputation network, and CoinGecko/TradingStrategy identify MERCLE.",https://www.mercle.ai/read|https://www.mercle.ai/old-home|https://www.coingecko.com/en/coins/mercle|https://tradingstrategy.ai/trading-view/ethereum/tokens/0x498e1fe6868a4692d8e9e73a4312a75985b009c4,official_site|official_site|coingecko|secondary_source,medium,yes,[]
4944,541398-88,Script Network,token.script.tv,protocol_or_network,high,yes,Dual-token Script network with SCPT and SPAY.,"[""Script Network"",""Script Network""]","[""https://documentation.script.tv/"",""https://documentation.script.tv/""]",completed,,"[""SCPT"",""SPAY""]","Script Network qualifies as the original Script L1/live-streaming protocol ecosystem for SCPT and SPAY, but current official materials also describe SCPT/SPAY migration toward a new token structure, so active-token status needs manual review.",Official docs describe a dual-token network with SCPT governance/staking and SPAY gas/rewards.,https://documentation.script.tv/|https://documentation.script.tv/script-tokens|https://documentation.script.tv/script-tokens/scpt|https://documentation.script.tv/script-tokens/spay|https://documentation.script.tv/about-script-network,official_docs|official_docs|official_docs|official_docs|official_docs,high,yes,"[{""token_symbol"":""SCPT"",""token_name"":""Script Token"",""token_url"":""https://documentation.script.tv/script-tokens/scpt"",""reason"":""Official Script Network documentation and launch materials identify Script Network as an original L1/live-streaming protocol ecosystem and SCPT as a core network token; later official transition posts create an active-token migration issue."",""evidence_urls"":[""https://documentation.script.tv/about-script-network"",""https://documentation.script.tv/script-tokens/scpt"",""https://medium.com/script-network/scpt-launch-info-tge-20th-december-2023-6924295cfbde"",""https://medium.com/script-network/script-network-harbor-ml-transition-full-community-faq-march-2026-0a8ee46500f2""],""evidence_source_types"":[""official_docs"",""official_docs"",""official_blog"",""official_blog""]},{""token_symbol"":""SPAY"",""token_name"":""Script Pay"",""token_url"":""https://documentation.script.tv/script-tokens/spay"",""reason"":""Official Script Network documentation and launch materials identify Script Network as an original L1/live-streaming protocol ecosystem and SPAY as its operational/gas/rewards token; later official transition posts create an active-token migration issue."",""evidence_urls"":[""https://documentation.script.tv/about-script-network"",""https://documentation.script.tv/script-tokens/spay"",""https://medium.com/script-network/scpt-launch-info-tge-20th-december-2023-6924295cfbde"",""https://medium.com/script-network/script-network-harbor-ml-transition-full-community-faq-march-2026-0a8ee46500f2""],""evidence_source_types"":[""official_docs"",""official_docs"",""official_blog"",""official_blog""]}]"
5089,443353-78,Acute Angle Cloud,acuteangle.com,infrastructure_or_data,high,yes,Blockchain infrastructure platform with AAC/Double-A Chain token lineage; full search required,"[""Double-A Chain""]","[""https://acuteangle.com/""]",completed,,"[""AAC""]","Acute Angle Cloud is treated as the rule positive on legacy AAC/Double-A Chain project evidence, but the current official-domain gap keeps the decision under manual review.",Current secondary pages identify Acute Angle Cloud as rebranded Double-A Chain with AAC; official domain was not indexed in search.,https://coinmarketcap.com/currencies/acute-angle-cloud/|https://www.forbes.com/digital-assets/assets/double-a-chain-aac|https://www.allcryptowhitepapers.com/wp-content/uploads/2018/05/Acute-Angle-Cloud-Whitepaper.pdf,coinmarketcap|secondary_source|secondary_source,medium,yes,"[{""token_symbol"":""AAC"",""token_name"":""AAC"",""token_url"":""https://coinmarketcap.com/currencies/acute-angle-cloud/"",""reason"":""Acute Angle Cloud appears to be the original Acute Angle Cloud/Double-A Chain project behind AAC, but current official-domain evidence was not accessible and the positive evidence is legacy/secondary, so the the rule inclusion requires manual review."",""evidence_urls"":[""https://coinmarketcap.com/currencies/acute-angle-cloud/"",""https://www.forbes.com/digital-assets/assets/double-a-chain-aac"",""https://www.allcryptowhitepapers.com/wp-content/uploads/2018/05/Acute-Angle-Cloud-Whitepaper.pdf""],""evidence_source_types"":[""coinmarketcap"",""secondary_source"",""whitepaper""]}]"
5098,537777-28,Swift Studios,projectkaizen.gg,gaming_or_nft,medium,yes,Web3 gaming project with battle-pass and asset context; token page ambiguity requires a light probe,"[""Project Kaizen""]","[""https://projectkaizen.gg/""]",completed,,[],"the rule unresolved after search: Project Kaizen token pages exist, but no current official source links the token to Swift Studios/projectkaizen.gg or establishes Swift Studios as the original token-ecosystem organization.",Exact-match Project Kaizen token pages exist but no current official source linked them to Swift Studios or projectkaizen.gg so the mapping remains unresolved.,https://projectkaizen.gg/|https://www.solflare.com/prices/project-kaizen/AemuC8sRDCKw3o1jY51stjLdUF9FLEtoGN2Y8NaEmBLV/|https://www.solflare.com/prices/project-kaizen/AemuC8sRDCKw3o1jY51stjLdUF9FLEtoGN2Y8NaEmBLV/how-to-buy/,official_site|secondary_source|secondary_source,low,yes,[]
5132,539023-69,Print3r,v2-homepage.vercel.app,protocol_or_network,high,yes,Official docs say $PRINT is the native token of the PRINT3R ecosystem.,"[""PRINT3R""]","[""https://www.print3r.xyz/docs""]",completed,,"[""PRINT""]","PRINT3R is the original protocol ecosystem mapped to PRINT, but current live docs also reference a newer native-token label, so the the rule inclusion is positive with symbol-continuity review needed.",Official docs name $PRINT as the native token of PRINT3R; token pages list PRINT3R/PRINT.,https://www.print3r.xyz/docs|https://print3r.gitbook.io/print3r|https://cryptorank.io/price/print-3-r|https://cryptototem.com/print3r-print/,official_docs|official_docs|secondary_source|secondary_source,high,yes,"[{""token_symbol"":""PRINT"",""token_name"":""PRINT"",""token_url"":""https://cryptorank.io/price/print-3-r"",""reason"":""PRINT3R qualifies because the task entity is the original PRINT3R DeFi/perpetuals protocol, and token-data/project sources map PRINT to the PRINT3R ecosystem."",""evidence_urls"":[""https://print3r.gitbook.io/print3r"",""https://cryptorank.io/price/print-3-r"",""https://cryptototem.com/print3r-print/""],""evidence_source_types"":[""official_docs"",""secondary_source"",""secondary_source""]}]"
5149,820962-55,SWEATEMPLE,sweatemple.com,gaming_or_nft,medium,yes,exact-name search found NFT/play-to-earn listings but no supported fungible token,"[""SWEATEMPLE""]","[""https://www.sweatemple.com/""]",completed,2026-04-22T22:36:22Z,[],SWEATEMPLE sources show NFT/reward/game language but no confirmed fungible token ticker or original token ecosystem; the thin legacy reward-token evidence leaves the rule exclusion under review.,best-effort search found only NFT/play-to-earn listings and trademark records; no fungible token surfaced,https://playtoearn.com/blockchaingame/sweatemple|https://chainplay.gg/games/sweatemple/|https://www.trademarkelite.com/trademark/trademark-detail/97379165/SWEATEMPLE,secondary_source|secondary_source|secondary_source,medium,yes,[]
5150,820964-35,Pinswap,pinswap.finance,exchange_or_broker,high,yes,"PinSwap docs and token pages point to PIN, but Messari says no native token","[""PinSwap""]","[""https://pinswap.finance/""]",completed,2026-04-22T22:36:22Z,[],PinSwap is a DEX on IoTeX and Messari reports no native token; surfaced PIN token pages do not establish PinSwap as a founding/original organization of a qualifying protocol token ecosystem.,"IoTeX docs and PinSwap announcements reference PIN holders, while Messari says no native token",https://goatdocs.iotex.io/protocols-and-tasks|https://t.me/s/Pinswap_Announcement?before=52&q=%23DePIN|https://messari.io/project/pinswap,official_docs|secondary_source|secondary_source,medium,yes,[]
5151,915787-54,77Studios,77studios.io,gaming_or_nft,medium,yes,official storefront and analytics pages show a blockchain game studio with no token signal,"[""77Studios""]","[""https://77-studios.com/""]",completed,2026-04-22T22:36:22Z,[],"77Studios appears to be a blockchain game studio, but no company-owned fungible token or founding token ecosystem was confirmed; thin public evidence keeps the exclusion under review.",official storefront and secondary analytics pages identify 77Studios as a blockchain game studio; no fungible token surfaced,https://77-studios.com/|https://alphagrowth.io/77studios,official_site|secondary_source,medium,yes,[]
5154,160492-69,ContractCode,contractcode.io,infrastructure_or_data,medium,yes,smart contract platform has only thin public references and no supported fungible token surfaced,"[""ContractCode""]","[""https://contractcode.io/""]",completed,2026-04-22T22:36:22Z,[],ContractCode has only thin public smart-contract-platform references and no confirmed fungible token ticker or founding token ecosystem; exclusion remains under review.,"a Thomson Reuters author profile references a smart contract platform called contractCode, but no supported fungible token surfaced",https://legalsolutions.thomsonreuters.co.uk/blog/authors/josias-dewey/|https://assets.ctfassets.net/sdlntm3tthp6/resource-asset-r256/f15721a8d0a75debf82ab8287a76a16b/db5be936-b81d-41ac-9c34-ff9d304adec8.pdf,secondary_source|secondary_source,low,yes,[]
5157,537840-55,R1 Network,,gaming_or_nft,low,yes,exact-name and description search found no public domain or supported fungible token,"[""R1 Network""]",[],completed,2026-04-22T22:36:22Z,[],"R1 Network has no stable public domain or confirmed fungible token evidence, so no the rule token can be included; the identity/evidence gap remains under review.",best-effort exact-name search found no public domain or supported fungible token for R1 Network,https://www.google.com/search?q=%22R1+Network%22+ICC+Limited|https://www.google.com/search?q=%22R1+Network%22+betting+platform+NFT+trading,secondary_source|secondary_source,low,yes,[]
5226,540911-98,Secret (Business/Productivity Software),,unclear,unclear,yes,Stealth company with blockchain-integration language but no public project site to anchor a token search.,"[""Secret""]",[],completed,2026-04-22T23:09:21Z,[],"No the rule token can be emitted: the task identity is a stealth/ambiguous company named Secret, and searches collide with Secret Network/SCRT without evidence tying that network to this PitchBook company.","No public, company-specific fungible token ticker could be confirmed; the name remains ambiguous under stealth-mode conditions.",https://en.wikipedia.org/wiki/Secret_%28app%29|https://en.wikipedia.org/wiki/Stealth_mode,secondary_source|secondary_source,low,yes,[]
16906,490973-59,Aratar Technologies,aratar.tech,protocol_or_network,high,yes,Tokenized-currency project with no reliable ticker found from exact-domain probes.,"[""Aratar Technologies""]","[""https://www.aratar.tech/""]",completed,,[],"Aratar appears to describe a tokenized-currency project, but reasonable search did not verify a fungible token ticker or evidence of a founding blockchain/protocol organization role.",No reliable fungible token ticker could be verified from exact-domain or company-name probes.,https://www.aratar.tech/,official_site,low,yes,[]
16919,773196-40,Skymapper,skymapper.io,infrastructure_or_data,high,yes,Blockchain-backed telescope network with tokenomics but no supported fungible token ticker found.,"[""SkyMapper""]","[""https://www.skymapper.io/""]",completed,,[],"SkyMapper appears to be building an original decentralized telescope network and official materials mention rewards/tokenomics, but no reliable fungible token ticker or token page was found after reasonable search.","Official site describes a decentralized telescope network with tokenomics and rewards, but no company-owned fungible token ticker was found.",https://www.skymapper.io/|https://www.skymapper.io/how-skymapper-works|https://www.skymapper.io/products,official_site|official_site|official_site,medium,yes,[]
17064,865691-38,Volante Chain,volantechain.com,protocol_or_network,high,yes,"Current exchange coverage maps VolanteChain to VOL, but the official whitepaper still uses VHS.","[""VolanteChain""]","[""https://www.volantechain.com/""]",completed,2026-04-30T11:08:50Z,[],"Volante evidence remains conflicted: official materials describe an EWA/blockchain platform and use VHS in the whitepaper, while current listing sources use VOL; it is unresolved whether this is a the rule-qualifying blockchain/protocol founding role rather than a fintech platform token.","Current exchange coverage identifies VOL, but the official whitepaper still uses VHS, so the mapping remains unresolved.",https://www.volantechain.com/files/whitepaper-volante-en.pdf|https://www.btse.com/blog/zh/btse-to-list-volantechain-vol/|https://www.bingx.com/ro-ro/price/bx_vol|https://www.businesswire.com/news/home/20240930276567/en/VolanteChain-Now-Available-on-BTSE-and-BingX,official_docs|secondary_source|secondary_source|secondary_source,medium,yes,[]
17073,960652-63,Nimbus,hirenimbus.com,traditional_business,none,yes,"Current site/app is a home-services business, conflicting with the crypto DeFi description; bounded token probe found no owned crypto project.","[""HireNimbus""]","[""https://hirenimbus.org/""]",completed,,[],"No the rule token can be confidently assigned to the provided Nimbus / hirenimbus.com identity. Separate Nimbus Platform token evidence exists, but the current company/domain identity conflicts with that legacy DeFi project, so the rule inclusion remains unresolved.",Exact-domain probe resolved to a home-services site/app and found no owned fungible token.,https://hirenimbus.org/|https://play.google.com/store/apps/details?id=com.hirenimbus.nimbusmobile&hl=en_US,official_site|secondary_source,low,yes,[]
17128,863395-39,Icarus CryptoLab,,unclear,unclear,yes,Stealth crypto lab with no public footprint; no supported token found.,"[""Icarus CryptoLab""]",[],completed,2026-04-30T11:31:21Z,[],"Public search found no reliable token or project-footprint evidence for this stealth crypto lab, so no the rule token can be included; the limited public footprint leaves the exclusion unresolved.",Stealth/public-footprint search found only investment/registration references and no supported company-owned fungible token ticker.,https://www.framework.ventures/investments|https://fei.money.cutestat.com/,secondary_source|secondary_source,low,yes,[]
16954,772615-99,PARTI,parti.com,dapp_or_product,high,yes,official Parti docs describe token rewards / future token language; CMC maps PARTI ticker,"[""Parti.com""]","[""https://blog.parti.com/""]",completed,,"[""PARTI""]","the rule positive on available Parti.com ecosystem evidence, but manual review is needed because official materials are thin and PARTI also collides with Particle Network search results.",official Parti blog/terms describe Parti Points and future token rewards; CoinMarketCap maps PARTI ticker,https://blog.parti.com/culture/|https://assets.parti.com/parti_terms_of_service.pdf|https://coinmarketcap.com/currencies/parti/,official_site|official_docs|coinmarketcap,medium,yes,"[{""token_symbol"":""PARTI"",""token_name"":""Parti"",""token_url"":""https://coinmarketcap.com/currencies/parti/"",""reason"":""Parti is treated as the original Parti creator-platform ecosystem token, but the official token evidence is thin and ticker collision remains."",""evidence_urls"":[""https://parti.com/"",""https://coinmarketcap.com/currencies/parti/"",""https://assets.parti.com/parti_terms_of_service.pdf""],""evidence_source_types"":[""official_site"",""coinmarketcap"",""official_docs""]}]"
16959,300240-37,Mobie Network,mobienetwork.com,dapp_or_product,high,yes,former MobiePay token mapping conflicts with current RexCoin branding,"[""MobiePay""]","[""https://www.globenewswire.com/news-release/2020/10/20/2110790/0/en/MobiePay-Announces-Primary-Listing-on-Bithumb-Global-on-October-21.html""]",completed,,"[""MBX""]","the rule positive on legacy MobiePay/Mobie ecosystem evidence, but manual review remains because the current Mobie Network domain shows conflicting RexCoin branding.","former MobiePay materials and token listings identify MBX, but the current mobienetwork.com site shows conflicting RexCoin branding",https://www.globenewswire.com/news-release/2020/10/20/2110790/0/en/MobiePay-Announces-Primary-Listing-on-Bithumb-Global-on-October-21.html|https://coinmarketcap.com/currencies/mobiepay/|https://bitmart.zendesk.com/hc/en-us/articles/4404922882715--MobieCoin-MBX-|https://mobienetwork.com/,official_docs|coinmarketcap|secondary_source|official_site,medium,yes,"[{""token_symbol"":""MBX"",""token_name"":""MobieCoin"",""token_url"":""https://coinmarketcap.com/currencies/mobiepay/"",""reason"":""Legacy MobiePay/Mobie materials identify MBX as the payment and rewards token powering the original Mobie ecosystem; current branding conflict remains."",""evidence_urls"":[""https://medium.com/@mobiepay/mobiepay-announces-primary-listing-on-bithumb-global-on-october-21-7fcccc7099fb"",""https://medium.com/mobiepay/introducing-the-mobie-ecosystem-ef13d90be501"",""https://coinmarketcap.com/currencies/mobiepay/""],""evidence_source_types"":[""official_blog"",""official_blog"",""coinmarketcap""]}]"
16963,110497-78,Democracy Earth,democracy.earth,protocol_or_network,medium,yes,current protocol page is token-free but historical VOTE materials exist,"[""Democracy Earth Protocol""]","[""https://ai.democracy.earth/""]",completed,,[],"No definitive the rule token can be emitted: historical Democracy Earth materials proposed a VOTE token, but a launched public fungible token mapping remains unresolved against the current token-free official footprint.","Current official protocol page shows no active fungible token; historical official materials referenced a VOTE token, leaving lineage unresolved",https://ai.democracy.earth/|https://www.pr.com/press-release/729330|https://www.ffwd.org/blog/democracy-earth,official_site|official_docs|secondary_source,medium,yes,[]
16965,489713-59,Solace (Insurance),solace.fi,protocol_or_network,high,yes,DeFi insurance protocol with SOLACE token history and thin current official footprint,"[""Solace""]","[""https://solace.fi/""]",completed,,"[""SOLACE""]","the rule positive on historical Solace protocol evidence, but manual review remains because current official protocol documentation is thin and secondary sources carry part of the token mapping.","Token pages and protocol references map Solace insurance to the SOLACE token, but the current official footprint is thin and somewhat conflicting",https://wiki.defillama.com/wiki/Solace|https://coinmarketcap.com/currencies/solace/|https://dapp.expert/dapp/en-eth-solace,secondary_source|coinmarketcap|secondary_source,medium,yes,"[{""token_symbol"":""SOLACE"",""token_name"":""SOLACE"",""token_url"":""https://coinmarketcap.com/currencies/solace/"",""reason"":""Historical Solace.Fi and token-data sources identify Solace as the original DeFi coverage protocol ecosystem and SOLACE as its protocol token."",""evidence_urls"":[""https://medium.com/solace-fi/solace-a-de-fi-insurance-protocol-is-officially-live-daae44244081"",""https://coinmarketcap.com/currencies/solace/"",""https://wiki.defillama.com/wiki/Solace""],""evidence_source_types"":[""official_blog"",""coinmarketcap"",""secondary_source""]}]"
