task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,project_search_required,project_search_reason,project_name,project_url,status,completed_at,token_results,token_decision_reason,has_token_evidence,evidence_urls,evidence_source_types,confidence,needs_manual_review
56,482163-49,CoinMENA,coinmena.com,exchange_or_broker,none,no,crypto exchange with no owned token signal,[],[],completed,,[],No the rule token is included because CoinMENA was resolved as a crypto exchange with no owned fungible token or founding blockchain/protocol role.,exchange services only,https://coinmena.com/,official_site,low,no
57,482168-44,The Convo Space,theconvo.space,protocol_or_network,low,yes,decentralized conversation protocol; exact-domain probe found no native token,"[""The Convo Space""]","[""https://theconvo.space/""]",completed,,[],No the rule token is included because the completed search found no The Convo Space fungible token and no founding/original-organization token ecosystem evidence.,official site describes protocol and tooling only; no fungible token found,https://theconvo.space/|https://www.f6s.com/company/the-convo-space,official_site|secondary_source,low,no
58,482189-23,RabbitX,intro.rabbitx.com,protocol_or_network,high,yes,official docs identify RBX as the RabbitX token,"[""RabbitX""]","[""https://intro.rabbitx.com/""]",completed,,[],"RabbitX maps to the RBX token, but RabbitX is a decentralized perpetuals exchange and DEX/platform tokens are excluded from the rule absent founding-organization evidence for an underlying blockchain/protocol ecosystem.",official docs map RabbitX to RBX,https://intro.rabbitx.com/|https://docs.rabbitx.com/token/rbx,official_site|docs,high,no
59,481364-02,Minterest,minterest.com,protocol_or_network,high,yes,official docs identify MINTY as the native token,"[""Minterest""]","[""https://minterest.com/""]",completed,,"[{""token_symbol"":""MINTY"",""token_name"":""MINTY"",""token_url"":""https://docs.minterest.com/minterest-faq/minterest-minty"",""reason"":""Official Minterest docs describe Minterest as a decentralized lending protocol and identify MINTY as the primary token used by Minterest for protocol rewards and governance, supporting Minterest as the original protocol organization."",""evidence_urls"":[""https://docs.minterest.com/minterest-faq"",""https://docs.minterest.com/minterest-faq/minterest-minty"",""https://docs.minterest.com/minterest-faq/updated-tokenomics-april-2024""],""evidence_source_types"":[""official_docs"",""official_docs"",""official_docs""]}]",Minterest satisfies the rule for MINTY because official docs identify Minterest as the lending protocol and MINTY as its primary protocol token for rewards and governance.,official docs map Minterest to MINTY,https://minterest.com/|https://docs.minterest.com/minterest-faq/minterest-minty,official_site|docs,high,no
60,481367-53,Maxwell Labs,mxllabs.com,traditional_business,none,no,photonic cooling hardware company; crypto keyword is incidental,[],[],completed,,[],No the rule token is included because Maxwell Labs was resolved as a photonic cooling hardware company with no owned fungible token or founding blockchain/protocol role.,no owned fungible token signal,https://mxllabs.com/,official_site,low,no
61,481368-61,QTI,qticompany.com,traditional_business,none,no,Quantum security company; crypto keyword is incidental.,[],[],completed,,[],No the rule token: task evidence classifies QTI as a quantum security/traditional business row with no owned fungible token or founding blockchain/protocol role.,No owned fungible token signal found.,https://qticompany.com,official_site,medium,no
62,481370-68,Spice AI,spice.ai,infrastructure_or_data,none,no,AI and data infra company; blockchain match is incidental.,[],[],completed,,[],No the rule token: task evidence classifies Spice AI as AI/data infrastructure with blockchain relevance incidental and no owned fungible token or founding blockchain/protocol role.,No owned fungible token signal found.,https://spice.ai,official_site,medium,no
63,482267-35,Tinyman,tinyman.org,exchange_or_broker,high,yes,Official docs identify TINY governance token.,"[""Tinyman""]","[""https://tinyman.org""]",completed,,[],"Tinyman has TINY and official docs say the Tinyman team developed/deployed the AMM, but the rule excludes DEX/dApp roles; no evidence shows Tinyman as a founding entity of a broader blockchain/protocol ecosystem.",Official Tinyman docs name the TINY token.,https://tinyman.org|https://docs.tinyman.org/token-and-governance/tiny-token-details,official_site|official_docs,high,no
64,482282-29,Kollect.Cards,kollect.cards,gaming_or_nft,low,no,NFT card platform with no fungible token signal.,[],[],completed,,[],"No the rule token: task evidence found no owned fungible token, and an NFT card platform without a founding blockchain/protocol role does not satisfy the rule.",No owned fungible token signal found.,https://kollect.cards,official_site,medium,no
65,482282-65,PureFi,purefi.io,security_or_compliance,high,yes,Official docs and site identify UFI.,"[""PureFi Protocol""]","[""https://purefi.io""]",completed,,[],"PureFi has UFI utility-token evidence, but official materials describe a compliance toolkit/protocol built by the AMLBot team and Hacken partnership; no source shows PureFi itself as an officially recognized founding entity of a blockchain/protocol ecosystem.",Official PureFi pages name UFI tokens.,https://purefi.io/|https://purefi.io/how-to-buy,official_site|official_site,high,no
66,482283-91,XY Finance,xy.finance,protocol_or_network,high,yes,Official docs identify XY as the protocol token.,"[""XY Finance""]","[""https://xy.finance""]",completed,,[],"XY token maps to the XY Finance bridge/DEX aggregator ecosystem, but the evidence does not establish XY Finance as a founding entity or original founding organization of a blockchain/protocol ecosystem rather than a cross-chain app/aggregator.",Official XY Finance docs map XY to the protocol.,https://xy.finance|https://docs.xy.finance/xy-token,official_site|official_docs,high,no
67,481381-48,onCyber,oncyber.io,dapp_or_product,low,no,NFT display platform with no fungible token signal.,[],[],completed,,[],No the rule token: task evidence identifies an NFT display platform with no owned fungible token or founding blockchain/protocol role.,No owned fungible token signal found.,https://oncyber.io,official_site,medium,no
68,482300-65,GooseFX,goosefx.io,exchange_or_broker,high,yes,Official docs identify GOFX as the utility token.,"[""GooseFX""]","[""https://goosefx.io""]",completed,,[],"GooseFX has GOFX utility-token evidence, but official materials describe a DeFi/DEX platform and validator/staking provider; the rule excludes DEX, staking-provider, and ordinary platform roles.",Official GooseFX docs name GOFX.,https://goosefx.io|https://docs.goosefx.io/tokenomics/gofx-token,official_site|official_docs,high,no
69,482309-56,Blockfish,blockfish.io,gaming_or_nft,low,no,Blockchain gaming platform with no fungible token signal.,[],[],completed,,[],"No the rule token: task evidence found no owned fungible token, and a blockchain gaming platform without founding-entity evidence does not satisfy the rule.",No owned fungible token signal found.,https://blockfish.io,official_site,medium,no
70,482310-46,W3Block,w3block.io,dapp_or_product,low,no,NFT tokenization platform with no owned fungible token signal.,[],[],completed,,[],"No the rule token: task evidence found no owned fungible token, and an NFT tokenization/product platform without founding-entity evidence does not satisfy the rule.",No owned fungible token signal found.,https://w3block.io,official_site,medium,no
71,482317-03,KlimaDAO,klimadao.finance,protocol_or_network,high,yes,Official docs identify KLIMA as the protocol token.,"[""KlimaDAO""]","[""https://www.klimadao.finance""]",completed,,[],"KlimaDAO has KLIMA token evidence, but official FAQ attributes creation to a distributed pseudo-anonymous team and does not show the company row as an officially recognized founding entity under the rule.",Official KlimaDAO docs name KLIMA.,https://www.klimadao.finance|https://docs.klimadao.finance/developers/contracts/tokens,official_site|official_docs,high,no
72,481387-15,Pledge Finance,pledger.finance,protocol_or_network,high,yes,Whitepaper identifies PLGR as the governance token.,"[""Pledge Protocol""]","[""https://www.pledger.finance""]",completed,,[],"Pledge Finance has PLGR governance-token evidence, but the whitepaper describes a BSC DeFi lending protocol and governance token without evidence that the company is a the rule founding entity of a blockchain/protocol ecosystem.",Whitepaper and site map PLGR to Pledge Protocol.,https://info.pledger.finance/static/media/PledgeWhitepaper.pdf|https://www.pledger.finance,official_whitepaper|official_site,medium,no
73,482334-31,t3rn,t3rn.io,protocol_or_network,high,yes,Official tokenomics identify TRN.,"[""t3rn""]","[""https://www.t3rn.io""]",completed,,"[{""token_symbol"":""TRN"",""token_name"":""TRN"",""token_url"":""https://www.t3rn.io/blog/tokenomics"",""reason"":""Official t3rn materials identify TRN as the protocol token and state that t3rn was initially founded to solve cross-chain ecosystem expansion, supporting an original protocol-founding role."",""evidence_urls"":[""https://www.t3rn.io/blog/tokenomics"",""https://www.t3rn.io/blog/ev3rything-ev3rywhere-universal-execution""],""evidence_source_types"":[""official_docs"",""official_blog""]}]",Official t3rn sources support t3rn as the original cross-chain execution protocol organization and identify TRN as the protocol token.,Official t3rn tokenomics name TRN.,https://www.t3rn.io|https://www.t3rn.io/blog/tokenomics,official_site|official_docs,high,no
74,481396-42,BagIt Solutions,tasteport.com,traditional_business,none,no,Food-tech platform; web3 keyword is incidental.,[],[],completed,,[],No the rule token: task evidence classifies BagIt Solutions as a food-tech/traditional business row with web3 wording incidental and no owned token or founding protocol role.,No owned fungible token signal found.,https://tasteport.com,official_site,medium,no
75,481395-34,LayerZero,layerzero.network,protocol_or_network,high,yes,Official blog identifies ZRO as the network token.,"[""LayerZero""]","[""https://layerzero.network""]",completed,,"[{""token_symbol"":""ZRO"",""token_name"":""ZRO"",""token_url"":""https://info.layerzero.foundation/introducing-zro-d39df554a9b7"",""reason"":""LayerZero Labs is the original organization behind the LayerZero omnichain protocol, and official LayerZero Foundation materials identify ZRO as the native asset of the LayerZero protocol."",""evidence_urls"":[""https://layerzero.network/publications/LayerZero_Whitepaper_V2.1.1.pdf"",""https://docs.layerzero.network/v2/concepts/layerzero-protocol-architecture"",""https://info.layerzero.foundation/introducing-zro-d39df554a9b7"",""https://coinmarketcap.com/currencies/layerzero/""],""evidence_source_types"":[""official_whitepaper"",""official_docs"",""official_foundation"",""coinmarketcap""]}]","LayerZero Labs/LayerZero sources support an original protocol organization role, and official Foundation materials identify ZRO as the native LayerZero protocol asset.",LayerZero blog states ZRO is the network token.,https://layerzero.network|https://layerzero.network/blog/understanding-zro-buybacks,official_site|official_docs,high,no
76,482356-36,Digital Supply Chain Technology,shdatalink.com,infrastructure_or_data,low,no,Enterprise blockchain data platform; no owned token signal.,[],[],completed,,[],No the rule token: task evidence found no owned fungible token for this enterprise blockchain/data platform and no founding blockchain/protocol role.,No owned fungible token signal found.,https://shdatalink.com,official_site,medium,no
77,481397-32,Astarter,astarter.io,protocol_or_network,high,yes,Official site names AA as the token.,"[""Astarter""]","[""https://www.astarter.io""]",completed,,[],"Astarter has AA token evidence, but sources describe a Cardano DeFi hub with Launchpad, DEX, money-market, and services; being backed by EMURGO or operating Cardano dApps does not make Astarter a the rule founding entity.",Official Astarter site names the AA token.,https://www.astarter.io,official_site,high,no
78,482360-05,Connected Medical System,,traditional_business,low,no,Healthcare blockchain system; no owned token signal.,[],[],completed,,[],No the rule token: task evidence found no owned fungible token and no founding blockchain/protocol role for this healthcare blockchain system row.,No owned fungible token signal found.,,source_row,medium,no
79,481405-60,Robes (IT Consulting and Outsourcing),robes.co.jp,service_provider,low,no,IT consulting and outsourcing with no owned token signal.,[],[],completed,,[],No the rule token: task evidence classifies Robes as IT consulting/outsourcing with no owned fungible token or founding blockchain/protocol role.,No owned fungible token signal found.,https://robes.co.jp,official_site,medium,no
80,482369-23,ReNFT,renft.io,protocol_or_network,low,no,NFT rental protocol with no fungible token signal.,[],[],completed,,[],"No the rule token: task evidence found no fungible token for the NFT rental protocol, and no founding-entity evidence supports the rule inclusion.",No owned fungible token signal found.,https://renft.io|https://www.renft.io/blog-posts/renft-joins-forces-with-blockworks-and-tokenproof,official_site|official_site,medium,no
81,481407-76,Mint Songs,mintsongs.com,dapp_or_product,low,no,Music NFT marketplace with no fungible token signal.,[],[],completed,,[],No the rule token: task evidence identifies a music NFT marketplace with no owned fungible token or founding blockchain/protocol role.,No owned fungible token signal found.,https://mintsongs.com,official_site,medium,no
82,482406-13,IPOR,ipor.io,protocol_or_network,high,yes,Official docs identify the legacy IPOR token.,"[""IPOR Protocol""]","[""https://ipor.io""]",completed,,[],"IPOR has IPOR token evidence, but available materials characterize it as DeFi DApps/AMM/interest-rate infrastructure and do not establish the company as a the rule founding entity of a blockchain/protocol ecosystem.",Official IPOR docs map IPOR to the protocol.,https://ipor.io|https://docs.ipor.io/tokenomics/ipor-token,official_site|official_docs,high,no
83,482417-02,Ground (Business/Productivity Software),joinground.com,traditional_business,none,no,Productivity software; crypto keywords are incidental.,[],[],completed,,[],No the rule token: task evidence classifies Ground as productivity software with incidental crypto keywords and no owned token or founding blockchain/protocol role.,No owned fungible token signal found.,https://joinground.com,official_site,medium,no
84,481417-93,FANZONE.io,fanzone.cloud,dapp_or_product,low,no,Digital collectibles app with no fungible token signal.,[],[],completed,,[],No the rule token: task evidence identifies a digital collectibles app with no owned fungible token or founding blockchain/protocol role.,No owned fungible token signal found.,https://fanzone.cloud,official_site,medium,no
85,481423-96,Violet,violet.co,security_or_compliance,low,no,Compliance/identity infra; site shows access tokens and NTTs only.,[],[],completed,,[],"No the rule token: task evidence found no fungible token, only access tokens/non-transferable token context, and no founding blockchain/protocol role.",No fungible token signal found on the official site.,https://www.violet.co/legal|https://www.violet.co,official_site|official_site,medium,no
86,482431-24,Vietnam Blockchain Corporation,vietnamblockchain.asia,service_provider,low,no,Blockchain consulting and software services with no owned token signal.,[],[],completed,,[],No the rule token: task evidence identifies blockchain consulting/software services with no owned fungible token or founding blockchain/protocol role.,No owned fungible token signal found.,https://vietnamblockchain.asia,official_site,medium,no
87,482434-03,Thorstarter,thorswap.finance,dapp_or_product,high,yes,Official docs and FAQ explicitly identify XRUNE as the native currency / settlement asset for the Thorstarter launchpad ecosystem.,"[""Thorstarter""]","[""https://www.thorstarter.org/""]",completed,2026-04-17T10:49:33-07:00,[],"Thorstarter has XRUNE evidence, but sources describe a hybrid IDO launchpad, decentralized investment DAO, and incubation platform; the rule excludes launchpad/incubator/investor and ordinary dApp roles.",Official site and docs explicitly map Thorstarter to XRUNE as the native currency / settlement token.,https://www.thorstarter.org/|https://www.thorstarter.org/docs/tokenomics|https://www.thorstarter.org/faq|https://www.thorstarter.org/about,official_site|docs,high,no
88,481429-63,Silicon (Plano),silicon.inc,service_provider,none,no,Technology consulting with blockchain as a service capability.,[],[],completed,,[],No the rule token: task evidence identifies technology consulting with blockchain-as-a-service capability but no owned token or founding blockchain/protocol role.,No owned fungible token signal found.,https://silicon.inc,official_site,medium,no
89,481427-65,Danvas,danvas.art,dapp_or_product,low,no,Digital art display platform with no fungible token signal.,[],[],completed,,[],No the rule token: task evidence identifies a digital art display platform with no owned fungible token or founding blockchain/protocol role.,No owned fungible token signal found.,https://danvas.art,official_site,medium,no
90,482444-74,Hal (Business/Productivity Software),hal.xyz,infrastructure_or_data,low,no,Web3 infrastructure product with no fungible token signal.,[],[],completed,,[],No the rule token: task evidence identifies a web3 infrastructure/productivity product with no owned fungible token or founding blockchain/protocol role.,No owned fungible token signal found.,https://hal.xyz,official_site,medium,no
91,482462-02,Data Mynt,datamynt.com,traditional_business,none,no,incidental crypto keywords only; no owned token signal,[],[],completed,2026-04-16T00:00:00Z,[],No owned fungible token or blockchain/protocol ecosystem founding role was identified; incidental crypto keywords do not satisfy the rule.,no reliable fungible token found,https://datamynt.com/,official_site,medium,no
92,481446-28,Marvion Media,marvion.net,gaming_or_nft,medium,yes,Current official site and investor materials point to NFT/DOT usage only; no fungible ticker found.,"[""Digital Ownership Token (DOT) platform""]","[""https://www.marvion.net/""]",completed,2026-04-17T10:49:12-07:00,[],"Marvion evidence points to NFT-style Digital Ownership Tokens rather than a fungible token, and no founding role in a blockchain/protocol ecosystem was found.","Marvion uses NFT-style DOT ownership tokens for media assets, but no fungible ticker was found.",https://www.marvion.net/|https://www.marvion.net/zh,official_site|official_site,medium,no
93,481446-64,GFX Labs,gfx.xyz,dapp_or_product,low,yes,light probe found no reliable fungible token,[],[],completed,2026-04-16T00:00:00Z,[],"No owned fungible token was identified, and GFX Labs appears as a builder/participant rather than an officially recognized founding entity of a tokenized blockchain/protocol ecosystem.",no reliable fungible token found,https://gfxlabs.com/,official_site,medium,no
94,481415-41,Naapbooks,naapbooks.com,service_provider,none,no,generic blockchain app wording; no owned project/token signal,[],[],completed,2026-04-16T00:00:00Z,[],Naapbooks is a service provider with generic blockchain app wording and no evidence of an owned token or founding role in a blockchain/protocol ecosystem.,no reliable fungible token found,https://www.naapbooks.com/,official_site,medium,no
95,481417-12,Bunicorn,buni.finance,dapp_or_product,high,yes,official site and token pages map Bunicorn to BUNI,"[""Bunicorn""]","[""https://www.buni.finance/""]",completed,2026-04-16T00:00:00Z,[],"Bunicorn maps to BUNI, but the evidence describes a DeFi game/DEX product; the rule excludes dApps, DEXs, and ordinary token-project participation absent an officially recognized founding-entity role.",official site and token pages map Bunicorn to BUNI,https://www.buni.finance/|https://docs.buni.finance/|https://www.coingecko.com/en/coins/bunicorn|https://coinmarketcap.com/currencies/bunicorn/,official_site|official_docs|coingecko|coinmarketcap,high,no
96,482483-89,Loanbase,loanbase.com,traditional_business,none,no,Commercial real-estate lending platform; exact-domain probe found no owned fungible token.,[],[],completed,2026-04-17T10:49:20-07:00,[],Loanbase is a commercial real-estate lending platform with no owned fungible token or founding role in a blockchain/protocol ecosystem.,No owned fungible token found after exact-domain probe.,https://loanbase.com/|https://loanbase.com/about-new/|https://loanbase.com/loans/,official_site|official_site|official_site,medium,no
97,481448-98,Sea Green,sea.green,infrastructure_or_data,none,no,incidental blockchain keywords only; no owned token signal,[],[],completed,2026-04-16T00:00:00Z,[],Sea Green has no reliable owned token signal and no evidence of being an officially recognized founding entity for a blockchain/protocol ecosystem.,no reliable fungible token found,https://sea.green/,official_site,medium,no
98,481454-65,Riseonline Entertainment,roco.finance,dapp_or_product,high,yes,official docs and token pages map ROCO Finance to ROCO,"[""ROCO Finance""]","[""https://www.roco.finance/""]",completed,2026-04-16T00:00:00Z,[],"ROCO is tied to a GameFi/software ecosystem around Rise Online, but the company is not shown as an officially recognized founding entity of a blockchain/protocol ecosystem; token launch or game integration alone is insufficient.",official docs and token pages map ROCO Finance to ROCO,https://docs.roco.finance/rocofinance|https://docs.roco.finance/rocofinance/technical-documents/roco-token|https://www.roco.finance/|https://www.coingecko.com/en/coins/roco-finance|https://coinmarketcap.com/currencies/roco-finance/,official_docs|official_docs|official_site|coingecko|coinmarketcap,high,no
99,481455-01,Structure,structure.fi,protocol_or_network,high,yes,official site and token pages map Structure Finance to STF,"[""Structure Finance""]","[""https://structure.finance/""]",completed,2026-04-16T00:00:00Z,"[{""token_symbol"":""STF"",""token_name"":""STF"",""token_url"":""https://coinmarketcap.com/currencies/structure-finance/"",""reason"":""Structure is the original Structure Finance protocol/platform organization; official materials identify Structure Finance as the DeFi protocol/platform and STF as its official token for platform use and governance."",""evidence_urls"":[""https://structure.finance/"",""https://coinmarketcap.com/currencies/structure-finance/""],""evidence_source_types"":[""official_site"",""coinmarketcap""]}]",Structure Finance is treated as the original protocol/platform organization for STF based on official Structure materials and token-page corroboration.,official site and token pages map Structure Finance to STF,https://structure.finance/|https://coinmarketcap.com/currencies/structure-finance/|https://asdx.zendesk.com/hc/en-us/articles/4410294251027-Structure-Finance-STF,official_site|coinmarketcap|secondary_source,high,no
100,481455-19,Vader,vaderprotocol.io,protocol_or_network,high,yes,official docs and token pages map Vader Protocol to VADER and USDV,"[""Vader Protocol"", ""Vader Protocol""]","[""https://docs.vaderprotocol.io/vader-protocol/what-is-vader-protocol"", ""https://docs.vaderprotocol.io/vader-protocol/what-is-vader-protocol""]",completed,2026-04-16T00:00:00Z,"[{""token_symbol"":""VADER"",""token_name"":""VADER"",""token_url"":""https://docs.vaderprotocol.io/whitepaper/abstract/vader-token"",""reason"":""Vader is the original Vader Protocol project; official docs define VADER as the protocol token and USDV as the native stablecoin issued through VADER."",""evidence_urls"":[""https://docs.vaderprotocol.io/vader-protocol/what-is-vader-protocol"",""https://docs.vaderprotocol.io/whitepaper/abstract/vader-token"",""https://coinmarketcap.com/currencies/vader-protocol/""],""evidence_source_types"":[""official_docs"",""official_docs"",""coinmarketcap""]},{""token_symbol"":""USDV"",""token_name"":""USDV"",""token_url"":""https://docs.vaderprotocol.io/vader-protocol/what-is-vader-protocol"",""reason"":""Vader is the original Vader Protocol project; official docs define USDV as the protocol-native stablecoin issued by burning to and from VADER."",""evidence_urls"":[""https://docs.vaderprotocol.io/vader-protocol/what-is-vader-protocol"",""https://docs.vaderprotocol.io/whitepaper/abstract/vader-token""],""evidence_source_types"":[""official_docs"",""official_docs""]}]","Vader qualifies for the rule because the company/project is the original Vader Protocol ecosystem around VADER and USDV, supported by official protocol docs.",official docs and token pages map Vader Protocol to VADER and USDV,https://docs.vaderprotocol.io/vader-protocol/what-is-vader-protocol|https://docs.vaderprotocol.io/whitepaper/abstract/vader-token|https://coinmarketcap.com/currencies/vader-protocol/,official_docs|official_docs|coinmarketcap,high,no
