task_index,InvestorID,InvestorName,InvestorAlsoKnownAs,InvestorFormerName,InvestorLegalName,Website,normalized_domain,ParentCompany,Exchange,Ticker,HQLocation,HQCountry,PrimaryInvestorType,OtherInvestorTypes,PreferredInvestmentTypes,PreferredVerticals,OtherInvestmentPreferences,LastClosedFundName,LastClosedFundType,Description,MatchedKeywords,MatchedColumns,InvestorCapabilityContext,SearchPolicy,AgentTaskScope
1018,490030-12,CaptureAlpha,,,,www.capturealpha.com,capturealpha.com,,,,"Puntarenas, Costa Rica",Costa Rica,Venture Capital,Growth/Expansion,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round","Cryptocurrency/Blockchain, Infrastructure","Prefers majority stake, Prefers minority stake, Will syndicate",,,"Founded in 2021, CaptureAlpha is a venture capital firm based in Puntarenas, Costa Rica. The firm seeks to invest in blockchain companies focused on decentralized infrastructure.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | OtherInvestorTypes: Growth/Expansion | PreferredVerticals: Cryptocurrency/Blockchain, Infrastructure | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Rou",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1019,494549-20,Cognitive Blockchain Capital,,,,www.cognitiveblockchain.capital,cognitiveblockchain.capital,,,,"Philadelphia, PA",United States,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round","Artificial Intelligence & Machine Learning, Cryptocurrency/Blockchain, FinTech","Long-Term Investor, Prefers minority stake, Will syndicate",,,"Founded in 2019, Cognitive Blockchain Capital is a venture capital firm based in Philadelphia, Pennsylvania. The firm seeks to make long-term investments in the digital asset, financial markets, blockchain, and fintech sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Artificial Intelligence & Machine Learning, Cryptocurrency/Blockchain, FinTech | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRel",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1020,231098-05,Consensus Capital (China),,,,consensuscapital.ca,consensuscapital.ca,,,,United Kingdom,United Kingdom,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round","Cryptocurrency/Blockchain, FinTech","Prefers minority stake, Will syndicate",,,"Founded in 2017, Consensus Capital was a venture capital firm based in the United Kingdom. The firm used to invest in the blockchain sector.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Cryptocurrency/Blockchain, FinTech | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: NBX (Financial Services); status=Form",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1021,502785-28,CRVN Capital,,,CRVN Capital LLC,crvncapital.com,crvncapital.com,,,,"Belize City, Belize",Belize,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round",Cryptocurrency/Blockchain,"Prefers minority stake, Will syndicate",,,"Founded in 2020, CRVN Capital is a venture capital firm based in Belize City, Belize. The firm prefers to invest in the cryptocurrency and blockchain sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Cryptocurrency/Blockchain | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Ethereum; status=Active; holding=Minority; sin",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1022,83348-29,Cyberport Hong Kong,"Cyberport, CCMF",,,www.cyberport.hk,cyberport.hk,,,,"Hong Kong, Hong Kong",Hong Kong,Accelerator/Incubator,,"Accelerator/Incubator, Early Stage VC, Later Stage VC, Seed Round",TMT,"Prefers minority stake, Will syndicate",,,"Founded in 1999, Cyberport Hong Kong is an incubator firm based in Hong Kong. The firm helps to create business opportunities and accelerates information and communication technology adoption through strategic initiatives and partnerships. The firm is a center of campus development, collaboration, entrepreneurship, knowledge, and technology.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Accelerator/Incubator | PreferredVerticals: TMT | PreferredInvestmentTypes: Accelerator/Incubator, Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Dapp (Financial Software); status=Forme",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1023,232194-43,DFund,,,,d.group,d.group,,,,"Singapore, Singapore",Singapore,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round","Cryptocurrency/Blockchain, FinTech","Prefers minority stake, Will syndicate",,,DFund was a venture capital firm based in Singapore. The firm preferred to invest in software sector.,part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|lead_investor,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Cryptocurrency/Blockchain, FinTech | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Crysto Blockchain; status=Former; hol",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1024,462597-04,Digital Renaissance Foundation,,,,www.drf.ee,drf.ee,,,,"Tallinn, Estonia",Estonia,Corporation,,Merger/Acquisition,,Prefers majority stake,,,"Digital Renaissance Foundation is an financial company. It facilitate innovations in blockchain and crypto sector. With its geographic expertise from Europe to China, it consult, incubate and finance projects in the blockchain and crypto ecosystem, especially projects accelerate the future digital governance.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|lead_investor,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Corporation | PreferredInvestmentTypes: Merger/Acquisition | CompanyInvestorRelation: Pianity; status=Active; holding=Minority; since=03/02/2022 | CompanyInvestorRelation: Amara Finance; status=Former; holdin",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1025,471151-90,Galxe,,,Galxe Group Inc.,www.galxe.com,galxe.com,,,,"Tortola, British Virgin Islands",British Virgin Islands,VC-Backed Company,,"Early Stage VC, Later Stage VC, Merger/Acquisition",,Prefers majority stake,,,"Developer of a web3 platform designed to create, distribute, and gamify non-fungible tokens with customized on-chain data. The company's platform rewards curators when credentials are used in infrastructure and the credential oracle engine, and features the ability to build customized campaigns with plug-and-play modules and more, enabling web3-native projects to build more secure, data-driven, and engaging user communities.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|lead_investor,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: VC-Backed Company | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Merger/Acquisition | CompanyInvestorRelation: Saddle Finance; status=Active; holding=Minority; since=11/20/2021 | CompanyInvestorR",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1026,592989-58,Genesis Capital (VC),,,,www.genesiscapital.vc,genesiscapital.vc,,,,,,Accelerator/Incubator,Venture Capital,"Accelerator/Incubator, Early Stage VC, Later Stage VC, Seed Round",Cryptocurrency/Blockchain,"Prefers minority stake, Will syndicate",,,"Founded in 2023, Genesis Capital is an accelerator based in Europe. The firm focuses on blockchain technology sector companies.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|lead_investor,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Accelerator/Incubator | OtherInvestorTypes: Venture Capital | PreferredVerticals: Cryptocurrency/Blockchain | PreferredInvestmentTypes: Accelerator/Incubator, Early Stage VC, Later Stage VC, Seed Round | Comp",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1027,52146-46,GForce Investing,GForce,,,www.gforceinvesting.com,gforceinvesting.com,,,,"Dubai, United Arab Emirates",United Arab Emirates,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round","Artificial Intelligence & Machine Learning, B2B Payments, Big Data, Cryptocurrency/Blockchain, FinTech, Internet of Things, SaaS","Prefers minority stake, Will syndicate",,,"Founded in 2017, GForce Investing was a venture capital firm based in Dubai, United Arab Emirates. The firm preferred to invest in current and future cryptocurrency/blockchain trends.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Artificial Intelligence & Machine Learning, B2B Payments, Big Data, Cryptocurrency/Blockchain, FinTech, Internet of Things, SaaS | PreferredInvestmentTypes: Early Stage V",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1028,279517-42,GTS Ventures,,,,www.gtsventures.com,gtsventures.com,,,,"Surrey, United Kingdom",United Kingdom,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round","Big Data, SaaS","Prefers minority stake, Will syndicate",,,"Founded in 1995, GTS Ventures was a venture capital firm based in Surrey, United Kingdom. The firm sought to make investments in the information technology sector.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Big Data, SaaS | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Taker Labs; status=Former; holding=Minority; since=09/20/",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1029,519759-73,HyperNest,,,,www.hypernest.xyz,hypernest.xyz,,,,"Lisbon, Portugal",Portugal,Accelerator/Incubator,,Accelerator/Incubator,Cryptocurrency/Blockchain,,,,"Founded in 2021, HyperNest is an accelerator based in Lisbon, Portugal. The firm provides a 12-week program that offers support in the areas of fundraising, tokenomics, growth, partnerships, technology and security. The firm focuses on defi and infrastructure companies.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Accelerator/Incubator | PreferredVerticals: Cryptocurrency/Blockchain | PreferredInvestmentTypes: Accelerator/Incubator | CompanyInvestorRelation: Weave (Financial Software); status=Former; holding=; since=01",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1030,93372-85,Jump Trading,Jump,,"Jump Trading, LLC.",www.jumptrading.com,jumptrading.com,,,,"Chicago, IL",United States,Corporation,,Merger/Acquisition,,Prefers majority stake,,,"Jump Trading is an operator of a proprietary trading firm intended to provide algorithmic and high-frequency trading strategies. The company offers a trading platform that provides algorithmic and high-frequency trading strategies. It trades in all major asset classes on electronic exchanges worldwide, enabling institutional investors and other investors to trade in all major asset classes successfully.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Corporation | PreferredInvestmentTypes: Merger/Acquisition | CompanyInvestorRelation: Colexion; status=Former; holding=Minority; since=02/03/2022 | CompanyInvestorRelation: Highstreet (Financial Software); st",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1031,501438-61,Krust Universe,,,Krust Universe Pte. Ltd.,www.krustuniverse.com,krustuniverse.com,,,,"Singapore, Singapore",Singapore,Venture Capital,"Accelerator/Incubator, Growth/Expansion","Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round","Advanced Manufacturing, Artificial Intelligence & Machine Learning, Cryptocurrency/Blockchain, SaaS, TMT","Prefers minority stake, Will syndicate",,,"Founded in 2018, Krust Universe is a venture capital firm based in Singapore. The firm seeks to invest in companies operating in the blockchain technology and artificial intelligence sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation|lead_investor,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | OtherInvestorTypes: Accelerator/Incubator, Growth/Expansion | PreferredVerticals: Advanced Manufacturing, Artificial Intelligence & Machine Learning, Cryptocurrency/Blockchain, SaaS, TMT | P",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1032,471730-15,Lemonode,,,,www.lemonode.io,lemonode.io,,,,"Barcelona, Spain",Spain,Venture Capital,,"Early Stage VC, Seed Round","Cryptocurrency/Blockchain, FinTech","Prefers minority stake, Will syndicate",,,"Founded in 2018, Lemonode is a venture capital firm based in Barcelona, Spain. The firm seeks to invest in the cryptocurrency and blockchain sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Cryptocurrency/Blockchain, FinTech | PreferredInvestmentTypes: Early Stage VC, Seed Round | CompanyInvestorRelation: Marnotaur; status=Former; holding=Minority; since=08/",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1033,431348-32,Mantis VC,,,"Mantis Capital Management, LLC",www.mantisvc.com,mantisvc.com,,,,"Santa Monica, CA",United States,Venture Capital,,"Early Stage VC, Seed Round","Advanced Manufacturing, Artificial Intelligence & Machine Learning, Augmented Reality, B2B Payments, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, Esports, FinTech, Gaming, HealthTech, InsurTech, LOHAS & Wellness, Mobile Commerce, SaaS, TMT","Prefers minority stake, Seeks ESG investments, Will syndicate",Mantis Capital Fund III,Venture Capital - Early Stage,"Founded in 2019, Mantis VC is a venture capital firm based in Santa Monica, California. The firm seeks to invest in seed and series A technology sectors focused startups. This firm is a Registered Investment Adviser (RIA).",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Advanced Manufacturing, Artificial Intelligence & Machine Learning, Augmented Reality, B2B Payments, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce,",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1034,443328-22,MANTRA (Hong Kong),,,Mantra Tech Limited,www.mantrachain.io,mantrachain.io,,,,"Hong Kong, Hong Kong",Hong Kong,VC-Backed Company,Accelerator/Incubator,"Early Stage VC, Later Stage VC, Merger/Acquisition",,Prefers majority stake,,,"Developer of a community-governed decentralized finance platform designed for cryptocurrency trading. The company's platform offers features like lending, staking and governance among others, enabling customers to grow their wealth with decentralized finance.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: VC-Backed Company | OtherInvestorTypes: Accelerator/Incubator | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Merger/Acquisition | CompanyInvestorRelation: DragonBite; status=Active; holding=Minor",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1035,551081-98,Ms2 Capital,,,"MS2 Capital, LLC.",ms2.capital,ms2.capital,,,,"Charleston, SC",United States,Family Office,Venture Capital,"Early Stage VC, Later Stage VC, Seed Round","Cryptocurrency/Blockchain, FinTech",,,,"Founded in 2016, Ms2 Capital is a family office investment firm based in Charleston, South Carolina. The firm is focused on venture capital, real estate, and digital asset investments.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Family Office | OtherInvestorTypes: Venture Capital | PreferredVerticals: Cryptocurrency/Blockchain, FinTech | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: 0",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1036,462836-80,Nabais Capital,,,,nabais.capital,nabais.capital,,,,"Lisbon, Portugal",Portugal,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round","Cryptocurrency/Blockchain, FinTech","Prefers minority stake, Will syndicate",,,"Founded in 2017, Nabais Capital is a venture capital firm based in Lisbon, Portugal. The firm prefers to invest in the blockchain and cryptocurrency sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Cryptocurrency/Blockchain, FinTech | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: SkyLaunch; status=Active; holding=Min",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1037,471730-69,Onemax Capital,,,,www.omc.fund,omc.fund,,,,China,China,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round","Cryptocurrency/Blockchain, E-Commerce","Prefers minority stake, Will syndicate",,,"Founded in 2019, Onemax Capital is a venture capital firm based in China. The firm prefers to invest in seed-stage, early-stage, and later-stage companies. The firm prefers to invest in cryptocurrency, blockchain, and retail sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Cryptocurrency/Blockchain, E-Commerce | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Mars4; status=Active; holding=Mino",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1038,436781-89,Parallel Ventures (China),,,,www.parallelvc.xyz,parallelvc.xyz,,,,"Beijing, China",China,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round","Cryptocurrency/Blockchain, FinTech","Prefers minority stake, Will syndicate",,,"Founded in 2018, Parallel Ventures is a venture capital firm based in Beijing, China. The firm seeks to invest in companies operating in the web3 and cryptocurrency sectors.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredVerticals: Cryptocurrency/Blockchain, FinTech | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: Mars Ecosystem; status=Active; holdin",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1039,536960-89,Prosto Venture Club,,,,www.prostoventure.club,prostoventure.club,,,,"Wilmington, DE",United States,Angel Group,Venture Capital,"Early Stage VC, Joint Venture, Later Stage VC, Seed Round","AdTech, Advanced Manufacturing, Artificial Intelligence & Machine Learning, Cryptocurrency/Blockchain, E-Commerce, EdTech, FinTech, Marketing Tech, Real Estate Technology, SaaS, Space Technology","Prefers minority stake, Will syndicate",,,"Founded in 2023, Prosto Venture Club is an angel group based in Wilmington, Delaware. The firm invests in technology startups.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Angel Group | OtherInvestorTypes: Venture Capital | PreferredVerticals: AdTech, Advanced Manufacturing, Artificial Intelligence & Machine Learning, Cryptocurrency/Blockchain, E-Commerce, EdTech, FinTech, Mark",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
1040,626887-18,R89 Capital,,,,www.r89.xyz,r89.xyz,,,,DE,United States,Venture Capital,,"Early Stage VC, Later Stage VC, Seed Round",,"Prefers minority stake, Will syndicate",,,"R89 Capital is a venture capital firm based in Delaware, United States.",part5_token_company|source:company_investor_relation|source:deal_investor_relation|source:investor_investment_relation,CompanyInvestorRelation.CompanyID|CompanyInvestorRelation.InvestorID|Deal.CompanyID|DealInvestorRelation.DealID|DealInvestorRelation.InvestorID|InvestorInvestmentRelation.CompanyID|InvestorInvestmentRelation.InvestorID,"Part5 token-company investor graph: 12 token companies, 12 deals, 0 funds | source_methods=company_investor_relation,deal_investor_relation,investor_investment_relation | PrimaryInvestorType: Venture Capital | PreferredInvestmentTypes: Early Stage VC, Later Stage VC, Seed Round | CompanyInvestorRelation: ORO Labs (Financial Software); status=Active; holding=Minority; since=03/17/2025 | CompanyInve",part5_token_company_investor_graph_then_web_search_with_primary_source_priority,investor_router|capability_classification
