company_id,company_name,normalized_domain,company_type,token_symbols,token_names,token_urls,token_results,confidence,needs_manual_review
462244-06,Metis,metis.io,protocol_or_network,"[""METIS""]","[""METIS""]","[""https://www.metis.io/blog/metis-tokenomics""]","[{""token_symbol"": ""METIS"", ""token_name"": ""METIS"", ""token_url"": ""https://www.metis.io/blog/metis-tokenomics"", ""reason"": ""Official Metis materials describe Metis as the original Layer 2 project formed by its founders, and official tokenomics identify METIS as the ecosystem token."", ""evidence_urls"": [""https://www.metis.io/blog/what-is-metis-what-the-heck-are-dacs"", ""https://www.metis.io/blog/a-heartfelt-message-to-the-metis-community"", ""https://www.metis.io/blog/metis-tokenomics""], ""evidence_source_types"": [""official_site"", ""official_site"", ""official_site""]}]",high,no
462337-39,Unslashed Finance,unslashed.finance,protocol_or_network,"[""USF""]","[""USF""]","[""https://coinmarketcap.com/currencies/unslashed-finance/""]","[{""token_symbol"": ""USF"", ""token_name"": ""USF"", ""token_url"": ""https://coinmarketcap.com/currencies/unslashed-finance/"", ""reason"": ""Unslashed Finance is the original decentralized insurance protocol/DAO ecosystem, and sources identify USF as the governance token powering that ecosystem."", ""evidence_urls"": [""https://medium.com/unslashed/announcing-the-unslashed-finance-dao-f9a295190ffd"", ""https://opencover.com/unslashed-finance/"", ""https://coinmarketcap.com/currencies/unslashed-finance/"", ""https://etherscan.io/token/0xe0e05c43c097b0982db6c9d626c4eb9e95c3b9ce""], ""evidence_source_types"": [""official_blog"", ""secondary_source"", ""coinmarketcap"", ""explorer""]}]",high,no
462348-64,Aquarius Financial Technologies,aqex.io,exchange_or_broker,"[""AQEX""]","[""AQEX""]","[""https://www.aqex.io/aqex-token/""]","[{""token_symbol"": ""AQEX"", ""token_name"": ""AQEX"", ""token_url"": ""https://www.aqex.io/aqex-token/"", ""reason"": ""Official Aquarius/AQEX materials identify AQEX as the regulated utility token for the Aquarius Exchange community and whitepaper, supporting Aquarius/AFT as the original organization behind the AQEX token system."", ""evidence_urls"": [""https://www.aqex.io/aqex-token/"", ""https://www.aqex.io/static/files/AQEX_Whitepaper.pdf""], ""evidence_source_types"": [""official_site"", ""whitepaper""]}]",high,no
462373-12,Litentry Foundation,litentry.com,protocol_or_network,"[""HEI""]","[""Heima""]","[""https://docs.heima.network/overview-what-is-heima/introduction/hei-token""]","[{""token_symbol"": ""HEI"", ""token_name"": ""Heima"", ""token_url"": ""https://docs.heima.network/overview-what-is-heima/introduction/hei-token"", ""reason"": ""Litentry Foundation is the official foundation whose site lists Heima Network as a project; Litentry/Heima materials describe the original identity-to-chain-abstraction protocol evolution, and official Heima docs identify HEI as the native utility and coordination token of the Heima Network."", ""evidence_urls"": [""https://www.litentry.com/"", ""https://heima-network.medium.com/embracing-the-future-litentrys-journey-to-chain-abstraction-services-2311a9b0ef80"", ""https://docs.heima.network/overview-what-is-heima/introduction/hei-token""], ""evidence_source_types"": [""official_site"", ""official_blog"", ""official_docs""]}]",medium,no
462373-57,Oiler Network,oiler.network,protocol_or_network,"[""OIL""]","[""OIL""]","[""https://docs.oiler.network/oiler-network/tokenomics/lbp-overview""]","[{""token_symbol"": ""OIL"", ""token_name"": ""OIL"", ""token_url"": ""https://docs.oiler.network/oiler-network/tokenomics/lbp-overview"", ""reason"": ""Official Oiler docs describe Oiler Network as building blockchain-native derivatives and document OIL token launch/liquidity bootstrapping, supporting Oiler Network as the original protocol ecosystem behind OIL."", ""evidence_urls"": [""https://docs.oiler.network/oiler-network"", ""https://docs.oiler.network/oiler-network/tokenomics/lbp-overview""], ""evidence_source_types"": [""official_docs"", ""official_docs""]}]",high,no
462375-46,Ethernity Chain,ethernity.io,gaming_or_nft,"[""EPIC""]","[""EPIC""]","[""https://coinmarketcap.com/currencies/epic-chain/""]","[{""token_symbol"": ""EPIC"", ""token_name"": ""EPIC"", ""token_url"": ""https://coinmarketcap.com/currencies/epic-chain/"", ""reason"": ""Ethernity Chain officially evolved into Epic Chain, and Epic materials/token pages identify EPIC as the token for the Epic ecosystem that grew from Ethernity's original chain/project."", ""evidence_urls"": [""https://www.ethernity.io/"", ""https://epicchain.io/manifesto"", ""https://coinmarketcap.com/currencies/epic-chain/""], ""evidence_source_types"": [""official_site"", ""official_site"", ""coinmarketcap""]}]",high,no
462377-08,Dafi (Financial Software),dafi.io,protocol_or_network,"[""DAFI""]","[""Dafi Protocol""]","[""https://www.coingecko.com/en/coins/dafi-protocol""]","[{""token_symbol"": ""DAFI"", ""token_name"": ""Dafi Protocol"", ""token_url"": ""https://www.coingecko.com/en/coins/dafi-protocol"", ""reason"": ""DAFI Protocol is the original protocol ecosystem behind DAFI; official docs describe the protocol technology and token data maps DAFI to the protocol."", ""evidence_urls"": [""https://docs.dafiprotocol.io/introduction/faqs"", ""https://www.coingecko.com/en/coins/dafi-protocol""], ""evidence_source_types"": [""official_docs"", ""coingecko""]}]",high,no
462378-07,Unmarshal,unmarshal.io,infrastructure_or_data,"[""MARSH""]","[""MARSH""]","[""https://blog.unmarshal.io/introducing-marsh-tokenomics-and-distribution-78b4f74dba83""]","[{""token_symbol"": ""MARSH"", ""token_name"": ""MARSH"", ""token_url"": ""https://blog.unmarshal.io/introducing-marsh-tokenomics-and-distribution-78b4f74dba83"", ""reason"": ""Official Unmarshal materials describe Unmarshal as the original multi-chain data infrastructure/network started by its founder and identify MARSH as the utility token powering the network."", ""evidence_urls"": [""https://unmarshal.io/about/"", ""https://blog.unmarshal.io/introducing-marsh-tokenomics-and-distribution-78b4f74dba83""], ""evidence_source_types"": [""official_site"", ""official_blog""]}]",high,no
462378-52,Allbridge (Financial Software),allbridge.io,protocol_or_network,"[""ABR""]","[""Allbridge""]","[""https://www.coingecko.com/en/coins/allbridge""]","[{""token_symbol"": ""ABR"", ""token_name"": ""Allbridge"", ""token_url"": ""https://www.coingecko.com/en/coins/allbridge"", ""reason"": ""Allbridge is the original cross-chain bridge protocol ecosystem behind ABR; official Allbridge materials describe Allbridge Core and ABR utility in the Allbridge ecosystem."", ""evidence_urls"": [""https://allbridge.io/"", ""https://allbridge.medium.com/abr-token-update-f46eba622242"", ""https://github.com/allbridge-io/allbridge-contract-docs""], ""evidence_source_types"": [""official_site"", ""official_site"", ""official_docs""]}]",high,no
462453-31,Daconomy,daconomy.io,protocol_or_network,"[""DCO""]","[""DCOMY""]","[""https://coinmarketcap.com/currencies/dcomy/""]","[{""token_symbol"": ""DCO"", ""token_name"": ""DCOMY"", ""token_url"": ""https://coinmarketcap.com/currencies/dcomy/"", ""reason"": ""Daconomy/DCOMY is the original utility-token ecosystem for DCO, and token-data sources identify DCO as the utility/payment token for DCOMY on-chain activity."", ""evidence_urls"": [""https://coinmarketcap.com/currencies/dcomy/"", ""https://www.coingecko.com/en/coins/dcomy"", ""https://ethplorer.io/address/0x2a304fda5a85182dca1d03741bb2f07881b9e095""], ""evidence_source_types"": [""coinmarketcap"", ""coingecko"", ""block_explorer""]}]",high,no
462506-14,Saffron Finance,saffron.finance,protocol_or_network,"[""SFI""]","[""saffron.finance""]","[""https://www.coingecko.com/en/coins/saffron-finance""]","[{""token_symbol"": ""SFI"", ""token_name"": ""saffron.finance"", ""token_url"": ""https://www.coingecko.com/en/coins/saffron-finance"", ""reason"": ""Saffron is the original decentralized protocol ecosystem behind SFI; official repository and launch materials describe the Saffron smart contract system and native SFI token."", ""evidence_urls"": [""https://github.com/saffron-finance/saffron"", ""https://medium.com/saffron-finance/introduction-to-saffron-9a46f2693612"", ""https://www.coingecko.com/en/coins/saffron-finance""], ""evidence_source_types"": [""official_docs"", ""official_site"", ""coingecko""]}]",high,no
462525-31,Lightening Cash,lightening.cash,protocol_or_network,"[""LIC""]","[""Lightening Cash""]","[""https://www.coincarp.com/currencies/lightening-cash/""]","[{""token_symbol"": ""LIC"", ""token_name"": ""Lightening Cash"", ""token_url"": ""https://www.coincarp.com/currencies/lightening-cash/"", ""reason"": ""Lightening Cash is the original Lightening Cash BSC privacy-protocol ecosystem; token data pages identify LIC as the protocol utility/governance token."", ""evidence_urls"": [""https://www.coincarp.com/currencies/lightening-cash/"", ""https://cryptorank.io/price/lightening-cash"", ""https://bscscan.com/token/0x3e900195b93423b8e7bddd63d1d51c02fd18ccdf""], ""evidence_source_types"": [""secondary_source"", ""secondary_source"", ""explorer""]}]",low,no
462533-14,Zignaly,zignaly.com,dapp_or_product,"[""ZIG""]","[""ZIGChain""]","[""https://www.coingecko.com/en/coins/zignaly""]","[{""token_symbol"": ""ZIG"", ""token_name"": ""ZIGChain"", ""token_url"": ""https://www.coingecko.com/en/coins/zignaly"", ""reason"": ""Zignaly is an original organization behind the ZIG/ZIGChain ecosystem; official Zignaly materials show the ZIG Coin launch and reliable launch coverage plus the ZIGChain white paper tie ZIG to the Layer 1 ecosystem."", ""evidence_urls"": [""https://zignaly.com/about"", ""https://www.dwf-labs.com/news/360-zignaly-announces-cosmos-based-zigchain-and-100m-ecosystem-fund-backed-by-dwf-labs"", ""https://gitbook.zignaly.com/white-paper/revenue-model""], ""evidence_source_types"": [""official_site"", ""secondary_source"", ""whitepaper""]}]",high,no
462542-32,Hop Exchange,hop.exchange,protocol_or_network,"[""HOP""]","[""HOP""]","[""https://docs.hop.exchange/governance/token-distribution""]","[{""token_symbol"": ""HOP"", ""token_name"": ""HOP"", ""token_url"": ""https://docs.hop.exchange/governance/token-distribution"", ""reason"": ""Official Hop docs identify Hop as a rollup-to-rollup bridge protocol built as Ethereum infrastructure and identify HOP as the governance token used by Hop DAO for the protocol ecosystem."", ""evidence_urls"": [""https://hop.exchange/"", ""https://docs.hop.exchange/basics/faq/what-is-hop-protocol"", ""https://docs.hop.exchange/governance/token-distribution""], ""evidence_source_types"": [""official_site"", ""official_docs"", ""official_docs""]}]",high,no
462547-00,Ternoa,ternoa.network,protocol_or_network,"[""CAPS""]","[""CAPS""]","[""https://coinmarketcap.com/currencies/ternoa/""]","[{""token_symbol"": ""CAPS"", ""token_name"": ""CAPS"", ""token_url"": ""https://coinmarketcap.com/currencies/ternoa/"", ""reason"": ""Ternoa is the original Ternoa chain/network ecosystem; official Ternoa docs identify CAPS as the Ternoa blockchain token used for transactions, staking, and network fees."", ""evidence_urls"": [""https://docs.ternoa.network/"", ""https://docs.ternoa.network/build-1/javascript/nft-features-and-pallets/tokens/caps/transfer-caps"", ""https://docs.ternoa.network/learn/caps-token/bridge""], ""evidence_source_types"": [""official_docs"", ""official_docs"", ""official_docs""]}]",high,no
462562-57,SEDA (Financial Services),seda.xyz,protocol_or_network,"[""SEDA""]","[""SEDA""]","[""https://www.coingecko.com/en/coins/seda""]","[{""token_symbol"": ""SEDA"", ""token_name"": ""SEDA"", ""token_url"": ""https://www.coingecko.com/en/coins/seda"", ""reason"": ""SEDA is the original oracle/data protocol and chain ecosystem behind the SEDA token; official materials describe SEDA infrastructure and the SEDA Chain while token data maps SEDA to the protocol."", ""evidence_urls"": [""https://www.seda.xyz/"", ""https://github.com/sedaprotocol/seda-chain"", ""https://coinmarketcap.com/currencies/seda-protocol/""], ""evidence_source_types"": [""official_site"", ""official_docs"", ""coinmarketcap""]}]",high,no
462567-97,Aevo (Financial Software),aevo.xyz,protocol_or_network,"[""AEVO""]","[""AEVO""]","[""https://coinmarketcap.com/currencies/aevo/""]","[{""token_symbol"": ""AEVO"", ""token_name"": ""AEVO"", ""token_url"": ""https://coinmarketcap.com/currencies/aevo/"", ""reason"": ""Aevo is the original Aevo derivatives-exchange/L2 ecosystem; official Aevo and Ribbon docs identify the Aevo protocol and AEVO governance token lineage."", ""evidence_urls"": [""https://docs.aevo.xyz/"", ""https://docs.aevo.xyz/aevo-governance/token-distribution"", ""https://docs.ribbon.finance/aevo""], ""evidence_source_types"": [""official_docs"", ""official_docs"", ""official_docs""]}]",high,no
462568-42,Drakula,drakula.app,gaming_or_nft,"[""VIDEO""]","[""Videocoin by Drakula""]","[""https://coinmarketcap.com/currencies/videocoin-by-drakula/""]","[{""token_symbol"": ""VIDEO"", ""token_name"": ""Videocoin by Drakula"", ""token_url"": ""https://coinmarketcap.com/currencies/videocoin-by-drakula/"", ""reason"": ""Drakula is the original Drakula social/video-token app ecosystem; official Drakula token page and token-profile evidence identify VIDEO as Videocoin by Drakula."", ""evidence_urls"": [""https://drakula.app/token/0x6745bd10c2b5524842a58d1e3b83d90bdaf4fafc/holders"", ""https://coinmarketcap.com/currencies/videocoin-by-drakula/"", ""https://apps.apple.com/us/app/drakula-watch-videos/id6476138397""], ""evidence_source_types"": [""official_site"", ""coinmarketcap"", ""secondary_source""]}]",medium,no
462609-19,Change (Financial Software),changeinvest.com,dapp_or_product,"[""CAG""]","[""Change""]","[""https://coinmarketcap.com/currencies/change/""]","[{""token_symbol"": ""CAG"", ""token_name"": ""Change"", ""token_url"": ""https://coinmarketcap.com/currencies/change/"", ""reason"": ""Change is the original Change financial app/token ecosystem; current official site establishes the Change platform and token-profile evidence maps CAG to Change and changeinvest.com."", ""evidence_urls"": [""https://www.changeinvest.com/"", ""https://coinmarketcap.com/currencies/change/"", ""https://cryptorank.io/ico/change""], ""evidence_source_types"": [""official_site"", ""coinmarketcap"", ""secondary_source""]}]",high,no
462620-89,Somm,somm.finance,protocol_or_network,"[""SOMM""]","[""Sommelier""]","[""https://coinmarketcap.com/currencies/sommelier/""]","[{""token_symbol"": ""SOMM"", ""token_name"": ""Sommelier"", ""token_url"": ""https://coinmarketcap.com/currencies/sommelier/"", ""reason"": ""Somm/Sommelier is the original Sommelier protocol and network ecosystem behind SOMM; official materials describe the protocol/network and identify SOMM as the native token."", ""evidence_urls"": [""https://somm.finance/"", ""https://sommelier-finance.gitbook.io/sommelier-documentation/introduction/tokenomics"", ""https://somm.finance/privacy-policy""], ""evidence_source_types"": [""official_site"", ""official_docs"", ""official_site""]}]",high,no
462631-06,Enreach,enreach.io,protocol_or_network,"[""NRCH""]","[""NRCH""]","[""https://sale.enreach.io/""]","[{""token_symbol"": ""NRCH"", ""token_name"": ""NRCH"", ""token_url"": ""https://sale.enreach.io/"", ""reason"": ""Enreach LLC is identified in official sale materials as the company that developed the Enreach blockchain-based ecosystem and generated the Enreach NRCH token for that system."", ""evidence_urls"": [""https://sale.enreach.io/"", ""https://support.enreach.io/kb/enreach/"", ""https://launchpad.enreach.io/""], ""evidence_source_types"": [""official_site"", ""official_site"", ""official_site""]}]",medium,no
462648-43,Bitazza,bitazza.com,exchange_or_broker,"[""BTZ""]","[""BTZ""]","[""https://btz.bitazza.com/index.html""]","[{""token_symbol"": ""BTZ"", ""token_name"": ""BTZ"", ""token_url"": ""https://btz.bitazza.com/index.html"", ""reason"": ""Official Bitazza materials identify BTZ as Bitazza's native platform token and a Bitazza press release describes BTZ as Bitazza's own utility token, supporting Bitazza as the original organization behind the BTZ token ecosystem."", ""evidence_urls"": [""https://btz.bitazza.com/index.html"", ""https://www.prnewswire.com/news-releases/bitazza-announces-launch-of-global-platform-and-listing-of-own-utility-token-btz-as-its-first-push-in-leading-the-digital-asset-revolution-301484301.html""], ""evidence_source_types"": [""official_site"", ""press_release""]}]",high,no
462654-19,Paraverse Technology,paraverse.cc,infrastructure_or_data,"[""PVS""]","[""Paraverse Token""]","[""https://paraverse.cc/pvs/""]","[{""token_symbol"": ""PVS"", ""token_name"": ""Paraverse Token"", ""token_url"": ""https://paraverse.cc/pvs/"", ""reason"": ""Official Paraverse Technology materials identify PVS as the utility token of the Paraverse ecosystem and say Paraverse Technology announced the listing as part of launching its decentralized real-time cloud rendering ecosystem."", ""evidence_urls"": [""https://paraverse.cc/paraverse-pvs-token-officially-listed-on-solana/"", ""https://paraverse.cc/pvs/"", ""https://paraverse.cc/paraverse-releases-whitepaper-2025-decentralized-operations-and-trading-platforms-for-3d-digital-assets/""], ""evidence_source_types"": [""official_site"", ""official_site"", ""official_site""]}]",medium,yes
462672-37,Stella (Financial Software),stellaxyz.io,protocol_or_network,"[""ALPHA""]","[""Stella""]","[""https://docs.stellaxyz.io/stella-doc/tokenomics/alpha-token""]","[{""token_symbol"": ""ALPHA"", ""token_name"": ""Stella"", ""token_url"": ""https://docs.stellaxyz.io/stella-doc/tokenomics/alpha-token"", ""reason"": ""Official Stella materials present Stella as the original leveraged DeFi protocol operated by the same core team under the ALPHA token, and token data maps ALPHA to Stella."", ""evidence_urls"": [""https://docs.stellaxyz.io/stella-doc/"", ""https://docs.stellaxyz.io/stella-doc/additional-information/about-stella"", ""https://coinmarketcap.com/currencies/alpha-finance-lab/""], ""evidence_source_types"": [""official_docs"", ""official_docs"", ""coinmarketcap""]}]",high,no
462673-09,Convergence Finance,conv.finance,protocol_or_network,"[""CONV""]","[""Convergence""]","[""https://coinmarketcap.com/currencies/convergence/""]","[{""token_symbol"": ""CONV"", ""token_name"": ""Convergence"", ""token_url"": ""https://coinmarketcap.com/currencies/convergence/"", ""reason"": ""Company-outward evidence maps Convergence Finance/conv.finance to the original decentralized interchangeable-assets protocol and the CONV token; the legacy CVG mapping is not used for formal Part5 rule."", ""evidence_urls"": [""https://github.com/convergence-finance"", ""https://coinmarketcap.com/currencies/convergence/"", ""https://blog.bitfinex.com/education/what-is-convergence-conv/""], ""evidence_source_types"": [""official_github"", ""coinmarketcap"", ""secondary_source""]}]",high,no
462673-27,C.R.E.A.M.,app.cream.finance,protocol_or_network,"[""CREAM""]","[""CREAM""]","[""https://docs.cream.finance/""]","[{""token_symbol"": ""CREAM"", ""token_name"": ""CREAM"", ""token_url"": ""https://docs.cream.finance/"", ""reason"": ""C.R.E.A.M. Finance is the original decentralized lending protocol ecosystem and official/token sources identify CREAM as the protocol token."", ""evidence_urls"": [""https://docs.cream.finance/"", ""https://medium.com/cream-finance/cream-token-and-protocol-plans-d44bed69710c"", ""https://coinmarketcap.com/currencies/cream-finance/""], ""evidence_source_types"": [""official_docs"", ""official_blog"", ""coinmarketcap""]}]",high,no
462673-90,Hapi Protocol,hapi.one,security_or_compliance,"[""HAPI""]","[""HAPI Protocol""]","[""https://www.coingecko.com/en/coins/hapi""]","[{""token_symbol"": ""HAPI"", ""token_name"": ""HAPI Protocol"", ""token_url"": ""https://www.coingecko.com/en/coins/hapi"", ""reason"": ""HAPI Protocol is the original decentralized security/oracle protocol ecosystem and HAPI is identified as the ecosystem token used within that protocol."", ""evidence_urls"": [""https://hapi.one/"", ""https://coinmarketcap.com/currencies/hapi-one/"", ""https://medium.com/i-am-hapi/update-on-utilities-of-hapi-token-in-the-hapi-ecosystem-118cd716f611""], ""evidence_source_types"": [""official_site"", ""coinmarketcap"", ""official_blog""]}]",high,no
462674-08,QORPO World,qorpo.world,gaming_or_nft,"[""QORPO""]","[""QORPO Token""]","[""https://coinmarketcap.com/currencies/qorpo/""]","[{""token_symbol"": ""QORPO"", ""token_name"": ""QORPO Token"", ""token_url"": ""https://coinmarketcap.com/currencies/qorpo/"", ""reason"": ""QORPO World is the original QORPO gaming ecosystem; official QORPO materials identify QORPO as the single studio/ecosystem token supporting its games, esports, NFTs, and platform products."", ""evidence_urls"": [""https://blog.qorpo.world/blog/post/gaming-ecosystem-qorpo-token-introduction"", ""https://qorpo.world/assets/docs/whitepaper.pdf"", ""https://coinmarketcap.com/currencies/qorpo/""], ""evidence_source_types"": [""official_blog"", ""whitepaper"", ""coinmarketcap""]}]",high,no
462674-35,Konomi,konomi.network,protocol_or_network,"[""KONO""]","[""Konomi Network""]","[""https://www.coingecko.com/en/coins/konomi-network""]","[{""token_symbol"": ""KONO"", ""token_name"": ""Konomi Network"", ""token_url"": ""https://www.coingecko.com/en/coins/konomi-network"", ""reason"": ""Official Konomi launch materials describe Konomi Network as the original cross-chain liquidity and money-market protocol and state that it issues KONO as its native network token."", ""evidence_urls"": [""https://medium.com/konomi/konomi-network-is-launching-ido-in-polkastarter-7954f051943a"", ""https://www.kucoin.com/announcement/en-kono-gets-listed-on-kucoin"", ""https://www.coingecko.com/en/coins/konomi-network""], ""evidence_source_types"": [""official_blog"", ""exchange"", ""coingecko""]}]",medium,no
462674-71,Lepricon,lepricon.io,gaming_or_nft,"[""LPR""]","[""Lepricon""]","[""https://coinmarketcap.com/currencies/lepriconlpr/""]","[{""token_symbol"": ""LPR"", ""token_name"": ""Lepricon"", ""token_url"": ""https://coinmarketcap.com/currencies/lepriconlpr/"", ""reason"": ""Lepricon is the original blockchain-driven DeFi, games, and NFT ecosystem, and official project posts document the LPR token migration and ecosystem role."", ""evidence_urls"": [""https://lepricon.medium.com/l3p-token-change-its-happening-now-and-you-need-to-know-this-2a33206cd654"", ""https://lepricon.medium.com/the-lepricon-lpr-exploit-what-happened-and-what-are-we-doing-about-it-6bf37c3768f2"", ""https://coinmarketcap.com/currencies/lepriconlpr/""], ""evidence_source_types"": [""official_blog"", ""official_blog"", ""coinmarketcap""]}]",high,no
462674-80,Maha (Financial Software),maha.xyz,protocol_or_network,"[""MAHA"", ""ZAI""]","[""MAHA"", ""ZAI""]","[""https://docs.maha.xyz/governance/maha-overview"", ""https://docs.maha.xyz/stablecoin-zai/zai-overview""]","[{""token_symbol"": ""MAHA"", ""token_name"": ""MAHA"", ""token_url"": ""https://docs.maha.xyz/governance/maha-overview"", ""reason"": ""Official MAHA docs identify MAHA/MahaDAO as the decentralized organization behind the MAHA and ZAI ecosystem and identify MAHA as the governance and utility token regulating the protocol and community."", ""evidence_urls"": [""https://docs.maha.xyz/"", ""https://docs.maha.xyz/governance/maha-overview""], ""evidence_source_types"": [""official_docs"", ""official_docs""]}, {""token_symbol"": ""ZAI"", ""token_name"": ""ZAI"", ""token_url"": ""https://docs.maha.xyz/stablecoin-zai/zai-overview"", ""reason"": ""Official MAHA docs identify ZAI as the stablecoin within the MAHA ecosystem and present MAHA as the organization/protocol ecosystem behind it."", ""evidence_urls"": [""https://docs.maha.xyz/"", ""https://docs.maha.xyz/stablecoin-zai/zai-overview""], ""evidence_source_types"": [""official_docs"", ""official_docs""]}]",high,no
462674-98,Paralink Network,paralink.network,protocol_or_network,"[""PARA""]","[""Paralink Network""]","[""https://coinmarketcap.com/currencies/paralink-network/""]","[{""token_symbol"": ""PARA"", ""token_name"": ""Paralink Network"", ""token_url"": ""https://coinmarketcap.com/currencies/paralink-network/"", ""reason"": ""Paralink Network materials describe the original cross-chain oracle/parachain network and its native PARA token used for fees, incentives, coordination, and governance."", ""evidence_urls"": [""https://github.com/paralink-network/paralink-substrate/issues/5"", ""https://medium.com/theamaroom/paralink-network-with-jan-kne%C5%BEevi%C4%87-39cde343d4e1"", ""https://coinmarketcap.com/currencies/paralink-network/""], ""evidence_source_types"": [""github"", ""secondary_source"", ""coinmarketcap""]}]",high,no
462675-43,Poolz,poolz.finance,dapp_or_product,"[""POOLX""]","[""POOLX""]","[""https://blog.poolz.finance/poolz-new-token-deployment-poolx/""]","[{""token_symbol"": ""POOLX"", ""token_name"": ""POOLX"", ""token_url"": ""https://blog.poolz.finance/poolz-new-token-deployment-poolx/"", ""reason"": ""Official Poolz materials identify Poolz as the decentralized cross-chain IDO/swap protocol and POOLX as Poolz Finance token after the POOLZ-to-POOLX migration."", ""evidence_urls"": [""https://www.poolz.finance/"", ""https://www.poolz.finance/project-details/u1pk1berqq97bp947nk694gn/"", ""https://blog.poolz.finance/poolz-new-token-deployment-poolx/""], ""evidence_source_types"": [""official_site"", ""official_site"", ""official_blog""]}]",high,no
462675-52,RageFan,rage.fan,gaming_or_nft,"[""RAGE""]","[""RAGE""]","[""https://coinmarketcap.com/currencies/rage-fan/""]","[{""token_symbol"": ""RAGE"", ""token_name"": ""RAGE"", ""token_url"": ""https://coinmarketcap.com/currencies/rage-fan/"", ""reason"": ""Rage.Fan is the original Rage.Fan on-chain fantasy sports ecosystem; official tokenomics materials identify RAGE as the platform native governance/game token."", ""evidence_urls"": [""https://medium.com/ragefanlabs/rage-fan-tokenomics-4392d1a3b721"", ""https://www.rage.fan/"", ""https://coinmarketcap.com/currencies/rage-fan/""], ""evidence_source_types"": [""official_blog"", ""official_site"", ""coinmarketcap""]}]",high,no
462688-84,Findora,findora.org,protocol_or_network,"[""FRA""]","[""Findora""]","[""https://docs.findora.org/general-user-materials/acquire-fra""]","[{""token_symbol"": ""FRA"", ""token_name"": ""Findora"", ""token_url"": ""https://docs.findora.org/general-user-materials/acquire-fra"", ""reason"": ""Findora is the original Layer 1 blockchain/network ecosystem and official Findora materials identify FRA as the native token used for network access, transactions, staking, and consensus."", ""evidence_urls"": [""https://docs.findora.org/"", ""https://mainnet.findora.org/"", ""https://docs.findora.org/general-user-materials/acquire-fra"", ""https://docs.findora.org/key-concepts/staking/overview""], ""evidence_source_types"": [""official_docs"", ""official_site"", ""official_docs"", ""official_docs""]}]",high,no
462689-02,Unifi Protocol,unifiprotocol.com,protocol_or_network,"[""UNIFI"", ""UP""]","[""UNIFI"", ""UP""]","[""https://docs.unifiprotocol.com/unfi-up-token-contract-addresses""]","[{""token_symbol"": ""UNIFI"", ""token_name"": ""UNIFI"", ""token_url"": ""https://docs.unifiprotocol.com/unfi-up-token-contract-addresses"", ""reason"": ""Unifi Protocol is the original multi-chain DeFi protocol ecosystem, and official docs identify UNIFI as the global governance token for the entire protocol."", ""evidence_urls"": [""https://docs.unifiprotocol.com/"", ""https://docs.unifiprotocol.com/unfi-up-token-contract-addresses"", ""https://docs.unifiprotocol.com/unfi-up-exchanges""], ""evidence_source_types"": [""official_docs"", ""official_docs"", ""official_docs""]}, {""token_symbol"": ""UP"", ""token_name"": ""UP"", ""token_url"": ""https://docs.unifiprotocol.com/unfi-up-token-contract-addresses"", ""reason"": ""Unifi Protocol is the original multi-chain DeFi protocol ecosystem, and official docs identify UP as the blockchain-specific liquidity-mining token used across Unifi/uTrade chains."", ""evidence_urls"": [""https://docs.unifiprotocol.com/"", ""https://docs.unifiprotocol.com/unfi-up-token-contract-addresses"", ""https://docs.unifiprotocol.com/unfi-up-exchanges""], ""evidence_source_types"": [""official_docs"", ""official_docs"", ""official_docs""]}]",high,no
462689-38,Illuvium,illuvium.io,gaming_or_nft,"[""ILV""]","[""ILV""]","[""https://coinmarketcap.com/currencies/illuvium/""]","[{""token_symbol"": ""ILV"", ""token_name"": ""ILV"", ""token_url"": ""https://coinmarketcap.com/currencies/illuvium/"", ""reason"": ""Illuvium is the original Illuvium game/protocol ecosystem; official site and whitepaper docs identify ILV as the ecosystem governance/tradable token."", ""evidence_urls"": [""https://illuvium.io/"", ""https://docs.illuvium.io/illuvium-whitepaper/tokenomics"", ""https://coinmarketcap.com/currencies/illuvium/""], ""evidence_source_types"": [""official_site"", ""official_docs"", ""coinmarketcap""]}]",high,no
462708-19,Knit Finance,knit.finance,protocol_or_network,"[""KFT""]","[""Knit Finance""]","[""https://knit.finance/docs/KnitfinanceWhitepaper.pdf""]","[{""token_symbol"": ""KFT"", ""token_name"": ""Knit Finance"", ""token_url"": ""https://knit.finance/docs/KnitfinanceWhitepaper.pdf"", ""reason"": ""Official Knit Finance site and whitepaper identify Knit as the original cross-chain wrapped-assets protocol and KFT as the native utility/governance token used in the protocol."", ""evidence_urls"": [""https://www.knit.finance/"", ""https://knit.finance/docs/KnitfinanceWhitepaper.pdf"", ""https://www.coingecko.com/en/coins/knit-finance""], ""evidence_source_types"": [""official_site"", ""whitepaper"", ""coingecko""]}]",high,no
