task_index,company_id,company_name,normalized_domain,project_name,project_url,status,completed_at,token_ticker,token_name,token_url,has_token_evidence,evidence_urls,evidence_source_types,confidence,needs_manual_review
232,482631-33,UBX (Financial Software),ubx.one,"[""UBIX Network""]","[""https://ubx.one/""]",completed,,"[""UBX""]","[""UBIX Network""]","[""https://www.coingecko.com/en/coins/ubix-network""]",CoinGecko lists UBIX Network (UBX); company/domain name aligns with UBX branding.,https://www.coingecko.com/en/coins/ubix-network|https://ubx.one/,coingecko|official_site,high,no
233,482055-91,Titan (Financial Software),titan.exchange,[],[],completed,,[],[],[],No supported token evidence found on allowed sources.,https://titan.exchange/,official_site,low,no
234,482118-59,Verificare,verificare.africa,[],[],completed,,[],[],[],No supported token evidence found on allowed sources.,https://verificare.africa/,official_site,low,no
235,482077-04,Logrium,logrium.com,[],[],completed,,[],[],[],No supported token evidence found on allowed sources.,https://logrium.com/,official_site,low,no
236,482263-50,BlockchainRe,blockchainre.it,[],[],completed,,[],[],[],No supported token evidence found on allowed sources.,https://blockchainre.it/,official_site,low,no
237,482414-11,Toucan Exchange,toucan-x.com,"[""Toucan Token""]","[""https://www.toucan-x.com/""]",completed,,[],[],[],"Official site describes a Toucan Token, but no supported ticker symbol is explicit on allowed sources.",https://www.toucan-x.com/|https://www.toucan-x.com/about|https://www.toucan-x.com/new-page,official_site|official_site|official_site,medium,yes
238,482199-82,What Bitcoin Did,whatbitcoindid.com,[],[],completed,,[],[],[],No supported token evidence found on allowed sources.,https://whatbitcoindid.com/,official_site,low,no
239,1233047-26,SavhFresh,savhfresh.com,[],[],completed,,[],[],[],No supported token evidence found on allowed sources.,https://www.savhfresh.com/,official_site,low,no
240,572392-72,QFi,q-fi.io,[],[],completed,,[],[],[],No supported token evidence found on allowed sources; the name collides with an unrelated QFI token on CoinGecko.,https://www.q-fi.io/,official_site,low,yes
241,762578-11,Inchy,inchy.ai,"[""Inchy""]","[""https://www.inchy.ai/""]",completed,2026-04-11T00:00:00+08:00,[],[],[],No supported token evidence found on the official site or in CoinGecko/CoinMarketCap.,https://www.inchy.ai/,official_site,low,no
242,100979-65,Decentral (Financial Software),decentral.ca,"[""Decentral""]","[""https://decentral.ca/""]",completed,2026-04-11T00:00:00+08:00,[],[],[],Official site shows a blockchain company but no supported token evidence.,https://decentral.ca/,official_site,low,no
243,1233047-62,Tokenati,tokenati.ae,"[""Tokenati""]","[""https://www.tokenati.ae/""]",completed,2026-04-11T00:00:00+08:00,[],[],[],No supported token evidence found on the official site or in CoinGecko/CoinMarketCap.,https://www.tokenati.ae/,official_site,low,no
244,1007924-75,CleverCoin,clevercoin.com,"[""CleverCoin""]","[""https://clevercoin.com/""]",completed,2026-04-11T00:00:00+08:00,"[""CLV""]","[""CleverCoin""]","[""https://coinmarketcap.com/currencies/clevercoin/""]",CoinMarketCap has a CleverCoin page with ticker CLV that matches the company name.,https://coinmarketcap.com/currencies/clevercoin/,coinmarketcap,high,no
245,345695-57,Revolut,revolut.com,"[""Revolut""]","[""https://www.revolut.com/""]",completed,2026-04-11T00:00:00+08:00,[],[],[],No supported token evidence found on the official site or in CoinGecko/CoinMarketCap.,https://www.revolut.com/,official_site,low,no
246,494323-76,AegisAI (Financial Software),aegisai.network,"[""Aegis Ai""]","[""https://aegisai.network/""]",completed,2026-04-11T00:00:00+08:00,"[""AEGIS""]","[""Aegis Ai""]","[""https://www.coingecko.com/en/coins/aegis-ai""]",CoinGecko and CoinMarketCap both show Aegis Ai with ticker AEGIS.,https://www.coingecko.com/en/coins/aegis-ai|https://coinmarketcap.com/currencies/aegis-ai/,coingecko|coinmarketcap,high,no
247,828275-43,Trackers,trackers.com,"[""Trackers""]","[""https://www.trackers.com/""]",completed,2026-04-11T00:00:00+08:00,[],[],[],No supported token evidence found on the official site or in CoinGecko/CoinMarketCap.,https://www.trackers.com/,official_site,low,yes
248,684579-20,Hantang Big Data,,"[""Hantang Big Data""]",[],completed,2026-04-11T00:00:00+08:00,[],[],[],No supported token evidence found on the allowed sources.,,,low,no
249,371577-73,GetGems,getgems.org,"[""GetGems""]","[""https://getgems.org/""]",completed,2026-04-11T00:00:00+08:00,"[""GEMZ""]","[""GetGems""]","[""https://coinmarketcap.com/currencies/gems/""]",CoinMarketCap lists GetGems with ticker GEMZ.,https://coinmarketcap.com/currencies/gems/,coinmarketcap,high,no
250,918491-95,Ward Analytics,wardgraph.com,"[""Ward Analytics""]","[""https://wardgraph.com/""]",completed,2026-04-11T00:00:00+08:00,[],[],[],No supported token evidence found on the official site or in CoinGecko/CoinMarketCap.,https://wardgraph.com/,official_site,low,no
251,284382-17,BigchainDB,bigchaindb.com,"[""BigchainDB""]","[""https://www.bigchaindb.com/""]",completed,2026-04-11T00:00:00+08:00,[],[],[],No supported token evidence found on the official site or in CoinGecko/CoinMarketCap.,https://www.bigchaindb.com/,official_site,low,no
252,719240-54,Hyperstack,thehyperstack.com,"[""Hyperstack""]","[""https://thehyperstack.com/""]",completed,2026-04-11T00:00:00+08:00,[],[],[],No supported token evidence found on the official site or in CoinGecko/CoinMarketCap.,https://thehyperstack.com/,official_site,low,no
253,836776-19,Kibo Finance,kibo.finance,"[""KIBO""]","[""https://kibo.finance/""]",completed,2026-04-11T00:00:00+08:00,"[""KIBO""]","[""KIBO""]","[""https://www.coingecko.com/en/coins/kibo-2""]",CoinGecko lists KIBO as a token with matching project name.,https://www.coingecko.com/en/coins/kibo-2,coingecko,medium,yes
254,205320-44,Pixels,pixels.xyz,"[""Pixels""]","[""https://pixels.xyz/""]",completed,2026-04-11T00:00:00+08:00,"[""PIXEL""]","[""Pixels""]","[""https://coinmarketcap.com/currencies/pixels/""]",CoinMarketCap and CoinGecko both show Pixels with ticker PIXEL.,https://coinmarketcap.com/currencies/pixels/|https://www.coingecko.com/en/coins/pixels,coinmarketcap|coingecko,high,no
255,958114-65,Prometheus,prometheusalts.com,"[""Prometheus""]","[""https://prometheusalts.com/""]",completed,2026-04-11T00:00:00+08:00,[],[],[],No supported token evidence found for this company on the allowed sources.,https://prometheusalts.com/,official_site,low,no
256,753266-25,gtm.gg,gtm.gg,"[""GTM""]","[""https://gtm.gg/""]",completed,2026-04-11T00:00:00+08:00,[],[],[],No supported token evidence found on the official site or in CoinGecko/CoinMarketCap.,https://gtm.gg/,official_site,low,no
257,367917-75,5ire,5ire.webflow.io,"[""5ire""]","[""https://5ire.webflow.io/""]",completed,2026-04-11T00:00:00+08:00,"[""5IRE""]","[""5ire""]","[""https://www.coingecko.com/en/coins/5ire""]",CoinGecko lists 5ire with ticker 5IRE and describes it as the 5ire blockchain.,https://www.coingecko.com/en/coins/5ire,coingecko,high,no
258,394955-13,Blarecast Systems,blarecast.com,"[""Blarecast""]","[""https://www.blarecast.com/""]",completed,2026-04-11T00:00:00+08:00,[],[],[],No supported token evidence found on the official site or in CoinGecko/CoinMarketCap.,https://www.blarecast.com/,official_site,low,no
259,705921-43,A41,a41.io,"[""A41""]","[""https://a41.io/""]",completed,2026-04-11T00:00:00+08:00,[],[],[],No supported token evidence found on the official site or in CoinGecko/CoinMarketCap.,https://a41.io/,official_site,low,no
260,1069838-34,Animal Concerts,animalconcerts.com,"[""Animal Concerts""]","[""https://animalconcerts.com/""]",completed,2026-04-11T00:00:00+08:00,"[""ANML""]","[""Animal Concerts""]","[""https://coinmarketcap.com/currencies/animal-concerts/""]",CoinMarketCap and CoinGecko both show Animal Concerts with ticker ANML.,https://coinmarketcap.com/currencies/animal-concerts/|https://www.coingecko.com/en/coins/animal-concerts,coinmarketcap|coingecko,high,no
261,487284-91,Big Whale Labs,bigwhalelabs.com,"[""Big Whale Labs""]","[""https://bigwhalelabs.com/""]",completed,2026-04-11T00:00:00+08:00,[],[],[],No supported token evidence found on the official site or in CoinGecko/CoinMarketCap.,https://bigwhalelabs.com/,official_site,low,no
262,546902-66,Global Carbon ESG,globalcarbonesg.com,"[""Global Carbon ESG""]","[""https://www.globalcarbonesg.com/""]",completed,2026-04-11T00:00:00+08:00,[],[],[],The allowed sources did not provide a safe company-to-token mapping.,https://www.globalcarbonesg.com/,official_site,low,yes
263,1009975-35,Young Captain Nemo,ycnllc.com,"[""Young Captain Nemo""]","[""https://www.ycnllc.com/""]",completed,2026-04-11T00:00:00+08:00,[],[],[],No supported token evidence found on the official site or in CoinGecko/CoinMarketCap.,https://www.ycnllc.com/,official_site,low,no
264,760824-50,Clout.art,clout.art,"[""Clout.art""]","[""https://clout.art/""]",completed,2026-04-11T00:00:00+08:00,[],[],[],No supported token evidence found on the official site or in CoinGecko/CoinMarketCap.,https://clout.art/,official_site,low,no
265,1177128-68,Talisman Wallet,talisman.xyz,"[""Talisman""]","[""https://talisman.xyz/""]",completed,2026-04-11T00:00:00+08:00,"[""SEEK""]","[""Talisman""]","[""https://www.coingecko.com/en/coins/talisman""]",CoinGecko and CoinMarketCap both show Talisman with ticker SEEK.,https://coinmarketcap.com/currencies/talisman/|https://www.coingecko.com/en/coins/talisman,coinmarketcap|coingecko,high,no
266,1104526-11,OkLetsPlay,okletsplay.com,"[""OkLetsPlay""]","[""https://okletsplay.com/""]",completed,2026-04-11T00:00:00+08:00,"[""OKLP""]","[""OkLetsPlay""]","[""https://coinmarketcap.com/currencies/okletsplay/""]",CoinMarketCap lists OkLetsPlay with ticker OKLP.,https://coinmarketcap.com/currencies/okletsplay/,coinmarketcap,high,no
267,429720-57,DAOLama,daolama.co,"[""DAOLama""]","[""https://daolama.co/""]",completed,2026-04-11T00:00:00+08:00,"[""LLAMA""]","[""LLAMA""]","[""https://docs.daolama.co/daolama/daolama-en/usdllama""]",Official DAOLama docs describe the $LLAMA token and its staking page.,https://docs.daolama.co/daolama/daolama-en/usdllama|https://docs.daolama.co/daolama/daolama-en,official_site,high,no
268,482092-48,Spectra,spectra.finance,"[""Spectra""]","[""https://spectra.finance/""]",completed,2026-04-11T00:00:00+08:00,"[""SPECTRA""]","[""Spectra""]","[""https://coinmarketcap.com/currencies/spectra-finance/""]",CoinMarketCap shows Spectra with ticker SPECTRA and CoinGecko notes the APWine to Spectra rebrand.,https://coinmarketcap.com/currencies/spectra-finance/|https://www.coingecko.com/en/coins/apwine,coinmarketcap|coingecko,high,no
269,482104-99,Decent,decent.xyz,"[""Decent""]","[""https://decent.xyz/""]",completed,2026-04-11T00:00:00+08:00,[],[],[],No supported token evidence found on the official site or in CoinGecko/CoinMarketCap.,https://decent.xyz/,official_site,low,no
270,572343-76,VTRU (BVI),vitruveo.ai,"[""Vitruveo""]","[""https://www.vitruveo.ai/""]",completed,2026-04-11T00:00:00+08:00,"[""VTRU""]","[""VTRU""]","[""https://docs.vitruveo.xyz/building-on-vitruveo/coins-tokens/vtru""]",Official Vitruveo docs and CoinMarketCap both show VTRU as the native token.,https://docs.vitruveo.xyz/building-on-vitruveo/coins-tokens/vtru|https://coinmarketcap.com/currencies/vitruveo/,official_site|coinmarketcap,high,no
271,482203-09,Beets DAO,beetsdao.com,"[""Beets""]","[""https://beetsdao.com/""]",completed,,"[""BEETS""]","[""Beets""]","[""https://coinmarketcap.com/currencies/beets/""]",Beets DAO is the Beets token project; CoinMarketCap describes BEETS as the governance and utility token for the Beets DEX and liquid staking protocol.,https://beetsdao.com/|https://coinmarketcap.com/currencies/beets/,official_site|coinmarketcap,high,no
272,482209-84,POAP,poap.xyz,[],[],completed,,[],[],[],No supported token found on the official POAP site or in CoinGecko/CoinMarketCap.,https://www.poap.xyz/,official_site,medium,no
273,482226-67,Ejara,ejara.io,[],[],completed,,[],[],[],No supported token found on the official Ejara site or in CoinGecko/CoinMarketCap.,https://www.ejara.io/,official_site,medium,no
274,482231-44,Arbitrary Execution,arbitraryexecution.com,[],[],completed,,[],[],[],No supported token found on the official Arbitrary Execution site or in CoinGecko/CoinMarketCap.,https://www.arbitraryexecution.com/,official_site,medium,no
275,482233-00,Izumi.Finance,izumi.finance,"[""Izumi Finance""]","[""https://izumi.finance/""]",completed,,"[""IZI""]","[""Izumi Finance""]","[""https://coinmarketcap.com/currencies/izumi-finance/""]","CoinMarketCap lists IZI as the Izumi Finance token, and the official site matches the same project.",https://izumi.finance/|https://coinmarketcap.com/currencies/izumi-finance/,official_site|coinmarketcap,high,no
276,482234-39,Stader Labs,staderlabs.com,"[""Stader""]","[""https://staderlabs.com/""]",completed,,"[""SD""]","[""Stader""]","[""https://coinmarketcap.com/currencies/stader/""]",CoinMarketCap identifies SD as the native token of Stader Labs.,https://staderlabs.com/|https://coinmarketcap.com/currencies/stader/,official_site|coinmarketcap,high,no
277,482237-12,InsurDAO,insurdao.com,"[""InsureDAO""]","[""https://insurdao.com/""]",completed,,"[""INSURE""]","[""InsureDAO""]","[""https://coinmarketcap.com/currencies/insuredao/""]",CoinMarketCap lists INSURE as the InsureDAO token.,https://insurdao.com/|https://coinmarketcap.com/currencies/insuredao/,official_site|coinmarketcap,high,no
278,482239-84,Spellfire,spellfire.com,"[""Spellfire""]","[""https://spellfire.com/""]",completed,,"[""SPELLFIRE""]","[""Spellfire""]","[""https://coinmarketcap.com/currencies/spellfire-re-master-the-magic/""]",CoinMarketCap identifies SPELLFIRE as the Spellfire game token.,https://spellfire.com/|https://coinmarketcap.com/currencies/spellfire-re-master-the-magic/,official_site|coinmarketcap,high,no
279,482251-06,Vivents,vivents.com,[],[],completed,,[],[],[],No supported token found on the official Vivents site or in CoinGecko/CoinMarketCap.,https://www.vivents.com/,official_site,low,no
280,482254-23,Creaton,creaton.on.fleek.co,[],[],completed,,[],[],[],No supported token found on the official Creaton site or in CoinGecko/CoinMarketCap.,https://creaton.on.fleek.co/,official_site,low,no
281,482255-77,Fanprime,fanprime.io,[],[],completed,,[],[],[],No supported token found on the official Fanprime site or in CoinGecko/CoinMarketCap.,https://www.fanprime.io/,official_site,low,no
282,482260-69,Rensa Games,rensa.app,[],[],completed,,[],[],[],No supported token found on the official Rensa Games site or in CoinGecko/CoinMarketCap.,https://www.rensa.app/,official_site,low,no
283,572408-11,SORGA,sorga.org,[],[],completed,,[],[],[],No supported token found on the official SORGA site or in CoinGecko/CoinMarketCap.,https://www.sorga.org/,official_site,low,no
284,482277-07,Yuga Labs,yuga.com,"[""ApeCoin""]","[""https://yuga.com/""]",completed,,"[""APE""]","[""ApeCoin""]","[""https://coinmarketcap.com/currencies/apecoin-ape/""]",CoinMarketCap and CoinGecko describe ApeCoin as the token adopted by Yuga Labs across new projects.,https://yuga.com/|https://coinmarketcap.com/currencies/apecoin-ape/|https://www.coingecko.com/en/coins/apecoin,official_site|coinmarketcap|coingecko,high,no
285,482281-84,DeHorizon,dehorizon.fun,"[""DeHorizon""]","[""https://dehorizon.fun/""]",completed,,"[""DEVT""]","[""DeHorizon""]","[""https://coinmarketcap.com/currencies/decentralized-eternal-virtual-traveller/""]",CoinMarketCap lists DEVT as the DeHorizon governance token.,https://dehorizon.fun/|https://coinmarketcap.com/currencies/decentralized-eternal-virtual-traveller/,official_site|coinmarketcap,high,no
286,482283-19,XLD,x-network.io,"[""X Network""]","[""https://www.x-network.io/""]",completed,,"[""X"",""XUSD""]","[""X Token"",""XUSD""]","[""https://docs.x-network.io/x-docs/x-tokenomics"",""https://docs.x-network.io/x-docs/x-ecosystem/xusd-native-stablecoin-of-x-network""]",Official X Network docs describe X Token and XUSD as native ecosystem tokens; CoinMarketCap also lists XLD/XcelPay.,https://docs.x-network.io/|https://docs.x-network.io/x-docs/x-tokenomics|https://docs.x-network.io/x-docs/x-ecosystem/xusd-native-stablecoin-of-x-network|https://coinmarketcap.com/currencies/xcel-swap/,official_site|coinmarketcap,medium,yes
287,482309-11,Wallfair,wallfair.io,"[""Wallfair""]","[""https://wallfair.io/""]",completed,,"[""WFAIR""]","[""Wallfair""]","[""https://coinmarketcap.com/currencies/wallfair/""]",CoinMarketCap lists WFAIR as the Wallfair platform token.,https://wallfair.io/|https://coinmarketcap.com/currencies/wallfair/,official_site|coinmarketcap,high,no
288,762459-31,Okaybook,okaybooks.com,[],[],completed,,[],[],[],No supported token found on the official Okaybook site or in CoinGecko/CoinMarketCap.,https://www.okaybooks.com/,official_site,low,no
289,482323-96,Pixelynx,pixelynx.io,[],[],completed,,[],[],[],No supported token confirmed for Pixelynx in the allowed sources; brand mapping is not strong enough to promote a token.,https://pixelynx.io/,official_site,low,yes
290,482334-67,Mel Systems,melproject.org,"[""Themelio""]","[""https://ancient-docs.melproject.org/basic-concepts/00-what-is-themelio/""]",completed,,"[""MEL"",""SYM""]","[""mel"",""sym""]","[""https://ancient-docs.melproject.org/basic-concepts/05-tokenomics/""]","Themelio docs describe two built-in tokens, MEL and SYM, and explicitly define their ticker symbols.",https://ancient-docs.melproject.org/basic-concepts/00-what-is-themelio/|https://ancient-docs.melproject.org/basic-concepts/05-tokenomics/,official_site,high,no
291,482336-02,Magic Eden,magiceden.io,"[""Magic Eden""]","[""https://magiceden.io/""]",completed,,"[""ME""]","[""Magic Eden""]","[""https://coinmarketcap.com/currencies/magiceden/""]",CoinMarketCap states that ME is the official token of Magic Eden.,https://magiceden.io/|https://coinmarketcap.com/currencies/magiceden/,official_site|coinmarketcap,high,no
292,482343-94,PlayDough,playdough.xyz,[],[],completed,,[],[],[],No supported token found on the official PlayDough site or in CoinGecko/CoinMarketCap.,https://www.playdough.xyz/,official_site,low,no
293,482410-45,Crater (Entertainment Software),crater.club,[],[],completed,,[],[],[],No supported token found on the official Crater site or in CoinGecko/CoinMarketCap.,https://www.crater.club/,official_site,low,no
294,482414-50,Algofi,algofi.org,[],[],completed,,[],[],[],No supported Algofi token was confirmed on the official site or in CoinGecko/CoinMarketCap.,https://www.algofi.org/,official_site,medium,no
295,1233037-99,SmartLink Lab,smartlinklab.com,[],[],completed,,[],[],[],No supported token was confirmed for SmartLink Lab in the allowed sources; the company appears to be a software/structured-finance business rather than a token project.,https://www.smartlinklab.com/,official_site,low,yes
296,482437-27,Derived,derived.fi,"[""Derived""]","[""https://derived.fi/""]",completed,,"[""DVDX""]","[""Derived""]","[""https://coinmarketcap.com/currencies/derived/""]",CoinMarketCap lists DVDX as the Derived token.,https://derived.fi/|https://coinmarketcap.com/currencies/derived/,official_site|coinmarketcap,high,no
297,482441-23,Hua Kong TsingJiao,tsingj.com,[],[],completed,,[],[],[],No supported token found on the official Hua Kong TsingJiao site or in CoinGecko/CoinMarketCap.,https://www.tsingj.com/,official_site,low,no
298,482453-29,Alty,alty.com,[],[],completed,,[],[],[],No supported token was confirmed for Alty in the allowed sources.,https://www.alty.com/,official_site,low,yes
299,1233161-92,Lexer Markets,lexer.markets,"[""LEXER Markets""]","[""https://lexer.markets/""]",completed,,"[""LEX""]","[""LEXER Markets""]","[""https://coinmarketcap.com/currencies/lexer/""]",CoinMarketCap lists LEX as the LEXER Markets token.,https://lexer.markets/|https://coinmarketcap.com/currencies/lexer/,official_site|coinmarketcap,high,no
300,482455-45,Gray Wolf,graywolfai.com,[],[],completed,,[],[],[],No supported token found on the official Gray Wolf site or in CoinGecko/CoinMarketCap.,https://www.graywolfai.com/,official_site,low,no
301,482468-41,Soldex,soldex.ai,"[""Soldex""]","[""https://soldex.ai/""]",completed,,"[""SOLX""]","[""SOLX""]","[""https://soldex.ai/tech/soldex-token-stake-dex-and-vesting/""]",Official site identifies SOLX as the native token and shows SOLX listings.,https://soldex.ai/tech/soldex-token-stake-dex-and-vesting/,official_site,high,no
302,482475-61,Spatial Labs,spatial-labs.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://spatial-labs.com/,official_site,low,no
303,482484-88,Brave Corporation,brave-corporation.com,[],[],completed,,[],[],[],Company/project mapping is ambiguous and needs review.,https://brave-corporation.com/,official_site,medium,yes
304,482485-96,CLCircular,clcircular.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://clcircular.com/,official_site,low,no
305,482500-72,GameStarter,gamestarter.com,"[""Gamestarter""]","[""https://gamestarter.com/""]",completed,,"[""GAME""]","[""GAME""]","[""https://gamestarter.com/en/token-metrics""]",Official site docs identify $GAME as the Gamestarter token.,https://gamestarter.com/en/token-metrics,official_site,high,no
306,482506-84,Staax,staaxapp.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://staaxapp.com/,official_site,low,no
307,482517-82,FutureCoin,e-futurecoin.com,"[""FutureCoin""]","[""https://coinmarketcap.com/currencies/futurecoin/""]",completed,,"[""FUTURE""]","[""FUTURE""]","[""https://coinmarketcap.com/currencies/futurecoin/""]",CoinMarketCap lists FUTURECOIN (FUTURE) as the project token.,https://coinmarketcap.com/currencies/futurecoin/,coinmarketcap,high,no
308,482518-54,InfinityPad,infinitypad.com,"[""Infinity Pad""]","[""https://faq.infinitypad.com/""]",completed,,"[""IPAD""]","[""IPAD""]","[""https://faq.infinitypad.com/faq/ipad-token""]",Official docs identify IPAD as the native token of Infinity Pad.,https://faq.infinitypad.com/faq/ipad-token,official_site,high,no
309,482535-19,Project Venkman,projectvenkman.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://projectvenkman.com/,official_site,low,no
310,482542-66,TITLES,titles.xyz,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://titles.xyz/,official_site,low,no
311,482543-56,BANTgo,impact2earn.ae,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://impact2earn.ae/,official_site,low,no
312,482547-16,Aurora (Software Development Applications),aurora.dev,"[""Aurora""]","[""https://aurora.dev/""]",completed,,"[""AURORA""]","[""AURORA""]","[""https://aurora.dev/tokens/aurora""]",Official docs identify AURORA as the project governance token.,https://aurora.dev/tokens/aurora,official_site,high,no
313,482547-34,Warp Intermediacoes E Servicos De Pagamento,blockchainwebservices.com.br,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://blockchainwebservices.com.br/,official_site,low,no
314,482584-60,Treasure (Financial Services),middlemen.io,[],[],completed,,[],[],[],Company/project mapping is ambiguous and needs review.,https://middlemen.io/,official_site,medium,yes
315,482594-50,ParallelScore,parallelscore.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://parallelscore.com/,official_site,low,no
316,482594-86,Canza Finance,canza.io,"[""Canza Finance""]","[""https://canza.io/""]",completed,,"[""CAN""]","[""CAN""]","[""https://canza.io/ecosystem""]",Official site identifies $CAN as the native utility token of the ecosystem.,https://canza.io/ecosystem,official_site,high,no
317,482622-94,Olympus DAO,olympusdao.finance,"[""Olympus"", ""Olympus""]","[""https://www.olympusdao.finance/"", ""https://www.olympusdao.finance/""]",completed,,"[""OHM"", ""gOHM""]","[""OHM"", ""gOHM""]","[""https://docs.olympusdao.finance/main/overview/tokens"", ""https://docs.olympusdao.finance/main/overview/tokens""]",Official docs identify OHM and gOHM as Olympus tokens.,https://docs.olympusdao.finance/main/overview/tokens|https://docs.olympusdao.finance/main/overview/tokens,official_site,high,no
318,482648-23,Obol Labs,obol.org,"[""Obol""]","[""https://obol.org/""]",completed,,"[""OBOL""]","[""OBOL""]","[""https://docs.obol.org/community-and-governance/obol-token""]",Official docs identify OBOL as the token central to the Obol Collective.,https://docs.obol.org/community-and-governance/obol-token,official_site,high,no
319,482660-92,Taksh,taksh.xyz,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://taksh.xyz/,official_site,low,no
320,482672-44,Sublime (Financial Software),sublime.finance,[],[],completed,,[],[],[],Company/project mapping is ambiguous and needs review.,https://sublime.finance/,official_site,medium,yes
321,482674-33,RedPill Team,redpilldev.tech,[],[],completed,,[],[],[],Company/project mapping is ambiguous and needs review.,https://redpilldev.tech/,official_site,medium,yes
322,482716-72,Iron Network,iron.xyz,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://iron.xyz/,official_site,low,no
323,482723-02,Gaia EverWorld,gaiaworld.com,"[""GAIA EverWorld"", ""GAIA EverWorld""]","[""https://gaiaworld.com/"", ""https://gaiaworld.com/""]",completed,,"[""GAIA"", ""GG""]","[""GAIA"", ""GG""]","[""https://docs.gaiaworld.com/gaia-everworld-whitepaper/tokens"", ""https://docs.gaiaworld.com/gaia-everworld-whitepaper/tokens""]",Official whitepaper identifies $GAIA and $GG as ecosystem tokens.,https://docs.gaiaworld.com/gaia-everworld-whitepaper/tokens|https://docs.gaiaworld.com/gaia-everworld-whitepaper/tokens,official_site,high,no
324,482498-29,VicTree,teamvictree.com,[],[],completed,,[],[],[],Company/project mapping is ambiguous and needs review.,https://teamvictree.com/,official_site,medium,yes
325,762501-43,Flow Master,flowmaster.io,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://flowmaster.io/,official_site,low,no
326,482316-76,Lucky Trader,luckytrader.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://luckytrader.com/,official_site,low,no
327,482282-02,DropMint,dropmints.com,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://dropmints.com/,official_site,low,no
328,482763-61,Disegno Mobile,disegnomobile.it,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://disegnomobile.it/,official_site,low,no
329,482096-71,Jwat Wave,jwatwave.co.jp,[],[],completed,,[],[],[],No supported token found on the allowed sources.,https://jwatwave.co.jp/,official_site,low,no
330,481981-15,Polystarter,polystarter.com,"[""Polystarter""]","[""https://www.polystarter.com/""]",completed,,"[""POLYS""]","[""POLYS""]","[""https://www.polystarter.com/""]",Official site shows POLYS staking as part of the launchpad token economy.,https://www.polystarter.com/,official_site,high,no
331,482111-74,Juggernaut,jgndefi.com,"[""Juggernaut""]","[""https://jgndefi.com/""]",completed,2026-04-11T19:42:33+08:00,"[""JGN""]","[""Juggernaut""]","[""https://www.coingecko.com/en/coins/juggernaut""]",Official site and CoinGecko confirm JGN,https://jgndefi.com/|https://www.coingecko.com/en/coins/juggernaut,official_site|coingecko,high,no
332,290500-21,Live2Life,live2life.ltd,[],[],completed,2026-04-11T19:42:33+08:00,[],[],[],"No supported token evidence found on official site, CoinGecko, or CoinMarketCap.",https://www.live2life.ltd/,official_site,medium,no
333,763062-94,GroupFi,groupfi.ai,[],[],completed,2026-04-11T19:42:33+08:00,[],[],[],"No supported token evidence found on official site, CoinGecko, or CoinMarketCap.",https://groupfi.ai/,official_site,medium,no
334,482547-52,Bittensor,bittensor.com,"[""Bittensor""]","[""https://www.bittensor.com/""]",completed,2026-04-11T19:42:33+08:00,"[""TAO""]","[""Bittensor""]","[""https://www.coingecko.com/en/coins/bittensor""]",CoinGecko confirms Bittensor (TAO),https://www.bittensor.com/|https://www.coingecko.com/en/coins/bittensor,official_site|coingecko,high,no
335,481883-95,Tokentrax,tokentrax.com,"[""TokenTraxx""]","[""https://www.tokentraxx.com/""]",completed,2026-04-11T19:42:33+08:00,"[""TRAXX""]","[""Traxx""]","[""https://www.coingecko.com/en/coins/traxx""]",Official site and CoinGecko/CoinMarketCap confirm TRAXX,https://www.tokentraxx.com/about/traxxtokens|https://www.coingecko.com/en/coins/traxx|https://coinmarketcap.com/currencies/traxx/,official_site|coingecko|coinmarketcap,high,no
336,1234295-92,Utexo,utexo.com,[],[],completed,2026-04-11T19:42:33+08:00,[],[],[],"No supported token evidence found on official site, CoinGecko, or CoinMarketCap.",https://utexo.com/,official_site,medium,no
337,103682-62,Widgetlabs,widgetlabs.eu,[],[],completed,2026-04-11T19:42:33+08:00,[],[],[],"No supported token evidence found on official site, CoinGecko, or CoinMarketCap.",https://widgetlabs.eu/,official_site,medium,no
338,482402-62,Heart Games,heartgames.net,"[""HeartGames""]","[""https://heartgames.io/""]",completed,2026-04-11T19:42:33+08:00,"[""HTC""]","[""HeartCoin""]","[""https://heartgames.io/""]",Official site confirms HeartCoin (HTC),https://heartgames.io/|https://docs.heartgames.io/heartcoin-whitepaper-v1.0/about-heartcoin-htc,official_site|official_site,high,no
