company_id,company_name,normalized_domain,company_type,include_rule_B,rule_B_token_ticker,rule_B_token_name,rule_B_token_url,confidence,needs_manual_review
228447-28,Mattereum,mattereum.com,protocol_or_network,yes,"[""MATR"", ""MATRA""]","[""Mattereum Discount Token""]","[""https://mattereum.de/tokens/"", ""https://mattereum.de/usa-token/""]",medium,no
228473-74,Kleros,kleros.io,protocol_or_network,yes,"[""PNK""]","[""Pinakion""]","[""https://docs.kleros.io/pnk-token""]",high,no
228558-70,Fr8 Network,fr8.network,protocol_or_network,yes,"[""FR8""]","[""Fr8 Network""]","[""https://cryptoslate.com/coins/fr8-network/""]",high,no
228560-14,Project PAI,projectpai.com,protocol_or_network,yes,"[""PAI""]","[""PAI Coin""]","[""https://github.com/projectpai/paicoin""]",high,no
228618-37,Rocket Pool,rocketpool.net,protocol_or_network,yes,"[""RPL"", ""rETH""]","[""Rocket Pool"", ""Rocket Pool ETH""]","[""https://docs.rocketpool.net/protocol/"", ""https://docs.rocketpool.net/liquid-staking/overview""]",high,no
228790-63,Compound (California),compound.finance,protocol_or_network,yes,"[""COMP""]","[""Compound""]","[""https://docs.compound.finance/v2/governance""]",high,no
228791-71,Orbs,orbs.com,protocol_or_network,yes,"[""ORBS""]","[""Orbs Token""]","[""https://www.orbs.com/orbs-token-integrity/""]",high,no
228896-56,DeepBrain Chain,deepbrainchain.org,protocol_or_network,yes,"[""DBC""]","[""DeepBrain Chain""]","[""https://www.deepbrainchain.org/learnDBC""]",high,no
228916-18,Bianjie.AI,bianjie.ai,infrastructure_or_data,yes,"[""IRIS""]","[""IRIS""]","[""https://www.irisnet.org/docs/concepts/general-concepts.html""]",high,no
228917-17,FNTC Sports,fntcsports.com,gaming_or_nft,yes,"[""FNTC""]","[""Fantasy Sports Coin""]","[""https://www.prnewswire.com/news-releases/fntc-sports-is-bringing-a-new-playbook-to-fantasy-sports-with-a-unique-cryptocurrency-token-300648276.html""]",high,no
228931-39,Truvera,dock.io,security_or_compliance,yes,"[""DOCK""]","[""Dock Token""]","[""https://docs.truvera.io/open-source-community/blockchain-archives/dock-token/dock-token-migration""]",medium,yes
228939-04,MedX (Enterprise Systems (Healthcare)),medxprotocol.com,protocol_or_network,yes,"[""MEDX""]","[""MEDX""]","[""https://medium.com/medxprotocol/the-medx-token-7bf752b6ae20""]",high,no
228939-31,Weaver Care,weavr.care,dapp_or_product,yes,"[""MED""]","[""MediBloc""]","[""https://medibloc.com/""]",high,no
228939-94,Medicalchain,medicalchain.com,protocol_or_network,yes,"[""MTN""]","[""Medicalchain""]","[""https://coinmarketcap.com/currencies/medical-chain/""]",medium,no
228947-05,Proof Work,proof.work,protocol_or_network,yes,"[""PRF""]","[""PROOF""]","[""https://proof.work/""]",high,no
228948-58,HLTH (Media and Information Services),dna.hlth.network,protocol_or_network,yes,"[""OMX""]","[""Shivom""]","[""https://shivom.io/files/Shivom-Executive-Summary.pdf""]",medium,yes
229009-06,C4Coin,c4coin.org,protocol_or_network,yes,"[""C4COIN"", ""CO2KN""]","[""C4Coin"", ""CO2KN""]","[""https://www.prweb.com/releases/C4Coin_and_Carbon_Credit_Capital_Announce_Token_Generation_Event/prweb15752539.htm""]",medium,yes
229015-63,SKALE,skale.space,protocol_or_network,yes,"[""SKL""]","[""SKL Token""]","[""https://docs.skale.space/get-started/skl-token/skl-token""]",high,no
229016-26,StarkWare,starkware.co,protocol_or_network,yes,"[""STRK""]","[""STRK""]","[""https://docs.starknet.io/learn/protocol/strk""]",medium,yes
229137-76,Finhaven,finhaven.com,protocol_or_network,yes,"[""FHN""]","[""FHN Native Currency""]","[""https://www.finhaven.com/finhaven-chain-3/""]",medium,yes
229168-81,Item Banc,itembanc.nl,protocol_or_network,yes,"[""ITEM""]","[""ITEM""]","[""https://itembanc.nl/wp-content/uploads/2018/09/Item-Banc-V24.pdf""]",medium,yes
229172-95,Lamden,lamden.io,protocol_or_network,yes,"[""TAU""]","[""Lamden""]","[""https://coinmarketcap.com/currencies/lamden/""]",high,no
229204-27,Emergent Technology Holdings,emergenttechnology.com,protocol_or_network,yes,"[""GC"", ""QOS""]","[""GCoin"", ""QOS""]","[""https://support.gcoin.com/en/articles/3207384-what-is-a-g-coin-token"", ""https://gcoin.com/technology/qos-blockchain/""]",high,no
229317-04,DAOstack,daostack.notion.site,protocol_or_network,yes,"[""GEN""]","[""GEN""]","[""https://coinmarketcap.com/currencies/daostack/""]",high,no
229320-01,Gnosis,gnosis.io,protocol_or_network,yes,"[""GNO""]","[""GNO""]","[""https://docs.gnosischain.com/about/tokens/gno""]",high,no
229440-34,Sentz Global,sentz.com,protocol_or_network,yes,"[""MOB"", ""eUSD""]","[""MobileCoin"", ""Electronic Dollars""]","[""https://www.sentz.com/learn/how-to-buy-mob"", ""https://www.sentz.com/learn/electronic-dollars-eusd""]",high,no
229462-75,Tron Dao,tron.network,protocol_or_network,yes,"[""TRX""]","[""TRX""]","[""https://developers.tron.network/docs/trx""]",high,no
229626-91,DiscoveryIoT,discoveryiot.com,protocol_or_network,yes,"[""DIS""]","[""DiscoveryIoT""]","[""https://discoveryiot.com/token-sale/""]",high,no
229658-68,AgUnity,agunity.com,dapp_or_product,yes,"[""AGRIUT""]","[""AgriUT""]","[""https://www.agriut.org/""]",medium,yes
229767-49,GX Chain,rei.network,protocol_or_network,yes,"[""REI"", ""GXC""]","[""REI Network"", ""GXChain""]","[""https://docs.rei.network/rei-network/introduction-to-usdrei"", ""https://coinmarketcap.com/currencies/rei-network/""]",medium,yes
229864-96,Archblock,archblock.com,protocol_or_network,yes,"[""TRU""]","[""TrueFi""]","[""https://www.coinmarketcap.com/currencies/truefi-token/""]",medium,yes
229870-45,Beefledger,beefledgersa.com,protocol_or_network,yes,"[""BEEF""]","[""BEEF""]","[""https://beefledger.gitbook.io/beefhub/03.-beefledger-tokenomics/what-is-usdbeef-the-asset""]",high,no
229908-97,Enzyme Finance,enzyme.finance,protocol_or_network,yes,"[""MLN""]","[""Enzyme""]","[""https://coinmarketcap.com/currencies/enzyme/""]",high,no
229915-54,Coral Health,mycoralhealth.com,dapp_or_product,yes,"[""CHT""]","[""Coral Health Token""]","[""http://www.mycoralhealth.com/tokens""]",high,no
229950-82,Uppsala Security,uppsalasecurity.com,security_or_compliance,yes,"[""UPP""]","[""Sentinel Protocol""]","[""https://crypto.com/en/price/sentinel-protocol""]",high,no
229954-87,ShareRing,sharering.network,protocol_or_network,yes,"[""SHR""]","[""ShareToken""]","[""https://sharering.network/2026/02/06/sharering-tokenomics/""]",high,no
229961-26,Set Labs,tokensets.com,protocol_or_network,yes,"[""INDEX""]","[""INDEX""]","[""https://indexcoop.com/blog/index-governance-token""]",medium,no
229973-59,Codex (Financial Software),codexprotocol.com,protocol_or_network,yes,"[""CODX""]","[""Codex Protocol""]","[""https://www.coinmarketcap.com/currencies/codexprotocol/""]",low,yes
229983-49,Sonic,soniclabs.com,protocol_or_network,yes,"[""S""]","[""S""]","[""https://docs.soniclabs.com/sonic/s-token""]",high,no
230030-29,Nebulas,nebulas.io,protocol_or_network,yes,"[""NAS"", ""NAX""]","[""NAS"", ""NAX""]","[""https://www.nebulas.io/"", ""https://nextdao.io/""]",high,no
230054-68,Ankr,ankr.com,infrastructure_or_data,yes,"[""ANKR""]","[""ANKR""]","[""https://coinmarketcap.com/currencies/ankr/""]",high,no
230134-06,Bezant (Business/Productivity Software),bezant.io,protocol_or_network,yes,"[""BZNT""]","[""BZNT""]","[""https://coinmarketcap.com/currencies/bezant/""]",high,no
230140-36,Carry Tech,carryprotocol.io,protocol_or_network,yes,"[""CRE""]","[""CRE""]","[""https://coinmarketcap.com/currencies/carry/""]",low,yes
230140-81,IoTeX,iotex.io,protocol_or_network,yes,"[""IOTX""]","[""IOTX""]","[""https://docs.iotex.io/blockchain/learn-iotex/the-iotx-token""]",high,no
230140-90,QuarkChain,quarkchain.io,protocol_or_network,yes,"[""QKC""]","[""QuarkChain""]","[""https://coinmarketcap.com/currencies/quarkchain/""]",high,no
230376-34,Celo Foundation,celo.org,protocol_or_network,yes,"[""CELO""]","[""CELO""]","[""https://docs.celo.org/home/protocol/celo-token""]",high,no
230460-31,Crypto N Kafe,cryptokafe.io,protocol_or_network,yes,"[""CNK""]","[""Crypto N' Kafe""]","[""https://icomarks.ai/ico/crypto-n-kafe""]",medium,no
230508-10,Internet of Services Foundations,iost.io,protocol_or_network,yes,"[""IOST""]","[""IOST""]","[""https://docs.iost.io/tokenomics/overview""]",high,no
230684-86,Oasis Labs,oasislabs.com,protocol_or_network,yes,"[""ROSE""]","[""ROSE""]","[""https://docs.oasis.io/general/manage-tokens/""]",high,no
230704-12,Immutable,immutable.com,protocol_or_network,yes,"[""IMX""]","[""IMX Token""]","[""https://support.immutable.com/docs/faqs/imx-token/""]",high,no
230721-22,Crypto.com,crypto.com,service_provider,yes,"[""CRO""]","[""Cronos""]","[""https://crypto.com/crypto/learn/what-is-cro-everything-you-need-to-know/""]",high,no
230762-80,TTC Foundation,ma.ro,protocol_or_network,yes,"[""MARO"", ""ACN""]","[""Maro"", ""Acorn Protocol""]","[""https://www.coindesk.com/price/maro"", ""https://coinmarketcap.com/currencies/acorn-protocol/""]",medium,yes
230777-74,DIRT Protocol,dirtprotocol.com,protocol_or_network,yes,"[""DIRT""]","[""DIRT""]","[""https://icodrops.com/dirt-protocol/""]",medium,yes
230991-22,eHarvestHub,ehhico.com,dapp_or_product,yes,"[""EHH""]","[""eHarvestHub""]","[""https://medium.com/@eHarvestHub/the-current-and-future-state-of-eharvesthub-f076663444f5""]",medium,yes
231082-48,Novo Protocol,novoprotocol.com,protocol_or_network,yes,"[""NOVO""]","[""NOVO""]","[""https://www.novoprotocol.com/static/media/novo_whitepaper.e2cf3136.pdf""]",high,no
231085-36,MediaLink (Media and Information Services),medialink.one,protocol_or_network,yes,"[""MVPT""]","[""MVPT""]","[""https://www.aicoin.com/en/currencies/mvpt2""]",medium,yes
231098-50,Nervos,nervos.org,protocol_or_network,yes,"[""CKB""]","[""CKByte""]","[""https://www.nervos.org/knowledge-base/tokenomics_of_nervos_network""]",high,no
231156-01,Poi Network,poi.app,protocol_or_network,yes,"[""POI""]","[""POI""]","[""https://medium.com/poi-network/poi-a-new-era-for-the-impact-economy-8a25c4849b4""]",medium,no
231242-68,Tari Labs,tarilabs.com,protocol_or_network,yes,"[""XTM"", ""XTR""]","[""MinoTari (Tari L1)"", ""Tari""]","[""https://coinmarketcap.com/currencies/tari/"", ""https://www.tari.com/tokenomics""]",high,no
231272-83,Unlock Protocol,unlock-protocol.com,protocol_or_network,yes,"[""UP""]","[""UP Token""]","[""https://docs.unlock-protocol.com/governance/unlock-dao-tokens""]",medium,no
231297-49,Safeguard Token,safeguardtoken.com,protocol_or_network,yes,"[""SGT""]","[""Safeguard Token""]","[""https://safeguardtoken.com/assets/whitepaper/Whitepaper_Safeguard_Token_v1.4.2.pdf""]",medium,no
231303-25,Flexa( Media and Information Services (B2B)),flexa.co,dapp_or_product,yes,"[""AMP""]","[""Amp""]","[""https://support.flexa.co/en/articles/4421070-what-happens-to-my-flexacoin-tokens-after-i-migrate-to-amp""]",high,no
231322-24,Ontology,ont.io,protocol_or_network,yes,"[""ONT"", ""ONG""]","[""Ontology"", ""Ontology Gas""]","[""https://ont.io/""]",high,no
231324-49,Taraxa,taraxa.io,protocol_or_network,yes,"[""TARA""]","[""Taraxa""]","[""https://taraxa.io/token/""]",high,no
231343-75,RigoBlock,rigoblock.com,protocol_or_network,yes,"[""GRG""]","[""GRG""]","[""https://rigoblock.com/grg""]",high,no
231434-74,DREP,drep.org,protocol_or_network,yes,"[""DREP""]","[""DREP""]","[""https://drep.org/""]",medium,yes
231446-71,lifeID,lifeid.io,protocol_or_network,yes,"[""ID""]","[""ID Token""]","[""https://lifeid.io/faq.pdf""]",high,no
231490-63,Arweave,arweave.org,protocol_or_network,yes,"[""AR""]","[""AR""]","[""https://docs.arweave.org/developers/wallets/wallet-faq""]",high,no
231588-82,Energy Web,energyweb.org,protocol_or_network,yes,"[""EWT""]","[""Energy Web Token""]","[""https://coinmarketcap.com/currencies/energy-web-token/""]",high,no
231594-49,nCent,ncent.io,protocol_or_network,yes,"[""NCNT""]","[""NCNT""]","[""https://icodrops.com/ncent/""]",high,no
231657-31,Ultrain Technology,ultrain.info,protocol_or_network,yes,"[""UGAS""]","[""Ultrain""]","[""https://coinmarketcap.com/currencies/ugas/""]",medium,yes
231701-59,Handshake ( Business/Productivity Software),handshake.org,protocol_or_network,yes,"[""HNS""]","[""Handshake Coin""]","[""https://www.coingecko.com/en/coins/handshake""]",high,no
231788-98,DxChain,dxchain.com,protocol_or_network,yes,"[""DX""]","[""DxChain""]","[""https://coinmarketcap.com/currencies/dxchain-token/""]",high,no
231789-52,HitChain,hitchain.io,protocol_or_network,yes,"[""HIT""]","[""HitChain""]","[""https://coinmarketcap.com/currencies/hitchain/""]",high,no
231901-48,Dexon,dexon.org,protocol_or_network,yes,"[""DXN""]","[""DEXON""]","[""https://coinmarketcap.com/currencies/dexon/""]",high,no
231922-81,Civil (New York),civil.co,media_or_education,yes,"[""CVL""]","[""Civil""]","[""https://blockspot.io/coin/civil/""]",medium,no
231982-39,District0x,district0x.io,protocol_or_network,yes,"[""DNT""]","[""district0x""]","[""https://coinmarketcap.com/currencies/district0x/""]",high,no
231982-48,Wit/Oracle,witnet.io,protocol_or_network,yes,"[""WIT""]","[""Witnet Coin""]","[""https://docs.witnet.io/intro/about/wit-coin""]",high,no
231982-57,Decentraland,decentraland.org,gaming_or_nft,yes,"[""MANA""]","[""MANA""]","[""https://docs.decentraland.org/docs/""]",high,no
231982-66,Polkadot,polkadot.com,protocol_or_network,yes,"[""DOT""]","[""DOT""]","[""https://wiki.polkadot.com/learn/learn-DOT/""]",high,no
232014-97,GIANT Protocol,giantprotocol.org,protocol_or_network,yes,"[""GIANT""]","[""GIANT""]","[""https://www.giantprotocol.org/about/""]",medium,yes
232083-55,Atlas Protocol,atlasp.io,protocol_or_network,yes,"[""ATP""]","[""Atlas Protocol""]","[""https://coinmarketcap.com/currencies/atlas-protocol/""]",high,no
232140-43,MOAC,moac.io,protocol_or_network,yes,"[""MOAC""]","[""MOAC""]","[""https://coinmarketcap.com/currencies/moac/""]",high,no
232141-06,Jingtum,jingtum.com,protocol_or_network,yes,"[""SWTC""]","[""SWTC""]","[""https://coinmarketcap.com/currencies/jingtum-tech/""]",high,no
232164-10,Bamboo (Financial Software),getbamboo.io,exchange_or_broker,yes,"[""BAM""]","[""BAM""]","[""https://www.getbamboo.io/blog/introducing-bam-rewards/""]",high,no
232165-90,CertiK,certik.com,security_or_compliance,yes,"[""CTK""]","[""CTK""]","[""https://www.certik.com/resources/blog/certiKturnsthree""]",high,no
232166-89,LastRoots,lastroots.com,exchange_or_broker,yes,"[""RYO""]","[""c0ban""]","[""https://c0bantrade.jp/""]",high,no
232170-76,Switcheo,switcheo.com,exchange_or_broker,yes,"[""SWTH""]","[""SWTH""]","[""https://blog.switcheo.com/the-switcheo-token/""]",high,no
232171-03,Trinity ( Financial Software),trinity.tech,protocol_or_network,yes,"[""TNC""]","[""TNC""]","[""https://coinmarketcap.com/currencies/trinity-network-credit/""]",high,no
232171-21,Ruffchain,ruffchain.com,protocol_or_network,yes,"[""RUFF""]","[""Ruff""]","[""https://coinmarketcap.com/currencies/ruff/""]",high,no
232171-39,Fortuna (Financial Software),,protocol_or_network,yes,"[""FOTA""]","[""FOTA""]","[""https://www.coincarp.com/currencies/fota/project-info/""]",low,yes
232172-29,IRISnet,irisnet.org,gaming_or_nft,yes,"[""IRIS""]","[""IRIS""]","[""https://coinmarketcap.com/currencies/irisnet/""]",medium,no
232172-74,Open Platform,openfuture.io,protocol_or_network,yes,"[""OPEN""]","[""OPEN Token""]","[""https://www.openfuture.io/about.html""]",high,no
232173-01,Combo Network,combonetwork.io,protocol_or_network,yes,"[""COMBO""]","[""COMBO""]","[""https://docs.combonetwork.io/introduction/overview/token.html""]",high,no
232173-19,Compendia,compendia.org,protocol_or_network,yes,"[""BIND""]","[""BIND""]","[""https://docs.compendia.org/guide/token-swap.html""]",medium,no
232173-64,Multiverse Labs,multiverse.ai,gaming_or_nft,yes,"[""AI""]","[""Multiverse""]","[""https://coinmarketcap.com/currencies/multiverse/""]",medium,no
232173-73,NKN,nkn.org,protocol_or_network,yes,"[""NKN""]","[""NKN""]","[""https://coinmarketcap.com/currencies/nkn/""]",high,no
232174-54,Blockcloud,block-cloud.io,protocol_or_network,yes,"[""BLOC""]","[""Blockcloud""]","[""https://coinmarketcap.com/currencies/blockcloud/""]",medium,no
232174-72,Lambda (Systems and Information Management),lambda.im,infrastructure_or_data,yes,"[""LAMBDA""]","[""Lambda""]","[""https://docs.lambda.im/token-distribution/token-info""]",medium,no
232174-81,MultiVAC,mtv.ac,protocol_or_network,yes,"[""MTV"", ""WMTV""]","[""MTV"", ""Wrapped MTV""]","[""https://mtv.ac/"", ""https://docs.mtv.ac/""]",high,no
232175-17,Moonlight (Business/Productivity Software),moonlight.io,dapp_or_product,yes,"[""LX""]","[""Lux""]","[""https://medium.com/moonlight-io/introducing-the-lux-token-acb5e06b72d4""]",medium,no
232175-53,Neo Name Service,neons.name,protocol_or_network,yes,"[""NNC""]","[""NEO Name Credit""]","[""https://bitmart.zendesk.com/hc/en-us/articles/360021753753-NEO-Name-Credit-NNC""]",high,no
232176-70,Dapix,dapix.io,protocol_or_network,yes,"[""FIO""]","[""FIO Token""]","[""https://fio.net/token/overview""]",high,no
232194-70,Data (Business/Productivity Software),data.eco,infrastructure_or_data,yes,"[""DTA""]","[""Data""]","[""https://etherscan.io/token/0x69b148395ce0015c13e36bffbad63f49ef874e03""]",low,yes
232197-58,Uulala,uulala.io,dapp_or_product,yes,"[""UULA""]","[""Uulala""]","[""https://cryptoslate.com/coins/uulala/""]",medium,no
232244-38,MusicLife,musiclife.io,dapp_or_product,yes,"[""MITC"", ""MSCT""]","[""MitCoin"", ""MusicToken""]","[""https://www.musiclife.io/""]",high,no
232292-44,Terraform Labs,terra.money,protocol_or_network,yes,"[""LUNA""]","[""Luna""]","[""https://docs.terra.money/learn/protocol""]",high,no
232304-68,Shyft Network,shyft.network,protocol_or_network,yes,"[""SHFT""]","[""SHFT Token""]","[""https://www.shyft.network/newsroom/shyft-network-token-distribution-and-economics-update""]",high,no
232320-34,Soma Protocol,soma.co,protocol_or_network,yes,"[""SCT""]","[""Soma Community Token""]","[""https://coinmarketcap.com/currencies/soma/""]",low,yes
232355-26,Fractal ID,web.fractal.id,protocol_or_network,yes,"[""FCL""]","[""Fractal Protocol Token""]","[""https://web.fractal.id/fractal-ids-2022-strategy-and-roadmap-update/""]",high,no
232391-26,Polymath,polymath.network,protocol_or_network,yes,"[""POLYX""]","[""POLYX""]","[""https://polymesh.network/polyx""]",high,no
232591-60,Intellectual Property Coin Group,ipcoingroup.com,protocol_or_network,yes,"[""IPC""]","[""IP Coins""]","[""https://www.cioreview.com/intellectual-property-coin-group-2018""]",low,yes
232612-12,Züs,zus.network,protocol_or_network,yes,"[""ZCN"", ""WZCN""]","[""ZCN"", ""Wrapped ZCN""]","[""https://zus.network/buy-zcn/"", ""https://docs-old.zus.network/concepts/architecture/token-bridge-protocol""]",high,no
232624-27,Reown,reown.com,protocol_or_network,yes,"[""WCT""]","[""WalletConnect Token""]","[""https://docs.walletconnect.network/token-dynamics""]",high,no
232659-01,Cosmochain,cosmochain.io,dapp_or_product,yes,"[""COSM""]","[""Cosmo Coin""]","[""https://www.coindesk.com/price/cosm""]",high,no
232659-73,ICON (Financial Software),icon.community,protocol_or_network,yes,"[""SODA""]","[""SODA""]","[""https://www.sodax.com/holders/soda-token""]",high,no
232664-77,Kambria,kambria.io,protocol_or_network,yes,"[""KAT""]","[""KAT""]","[""https://kambria.io/docs/kat/overview-of-kat-tokenomics/""]",high,no
232664-95,Viction,viction.xyz,protocol_or_network,yes,"[""VIC"", ""TOMOE""]","[""VIC"", ""TOMOE""]","[""https://docs.viction.xyz/faq/general/vic-economic"", ""https://docs.viction.xyz/archive/tomoe""]",high,no
232665-40,IoT Chain,iotchain.io,protocol_or_network,yes,"[""ITC""]","[""ITC""]","[""https://coinmarketcap.com/currencies/iot-chain/""]",medium,yes
232811-20,Herosphere,herosphere.gg,gaming_or_nft,yes,"[""PLAY""]","[""HEROcoin""]","[""https://coinmarketcap.com/currencies/herocoin/""]",high,no
232919-74,Nodle,nodle.com,protocol_or_network,yes,"[""NODL""]","[""Nodle Cash""]","[""https://www.nodle.com/token""]",high,no
232965-10,Contentos,contentos.io,protocol_or_network,yes,"[""COS""]","[""COS""]","[""https://coinmarketcap.com/currencies/contentos/""]",high,no
233044-12,BitMovio,bitmov.io,dapp_or_product,yes,"[""MVBIT""]","[""MoviBits Token""]","[""https://airdrops.io/bitmovio/""]",medium,yes
233044-93,Concordium,concordium.com,protocol_or_network,yes,"[""CCD""]","[""CCD""]","[""https://www.concordium.com/ccd-token""]",high,no
233048-80,TOP AI Network,topnetwork.org,protocol_or_network,yes,"[""TOP""]","[""TOP""]","[""https://www.topnetwork.org/ecosystem""]",high,no
233143-30,Muzika,muzika.network,dapp_or_product,yes,"[""MZK""]","[""Muzika""]","[""https://coinmarketcap.com/currencies/muzika/""]",medium,no
233250-04,Coti,coti.io,protocol_or_network,yes,"[""COTI"", ""gCOTI""]","[""COTI"", ""COTI Governance Token""]","[""https://docs.coti.io/coti-documentation/networks/mainnet"", ""https://docs.coti.io/coti-documentation/networks/mainnet/contracts-addresses""]",high,no
233260-84,Vaeon Trading,vaeon.io,protocol_or_network,yes,"[""VAEO""]","[""VAEON""]","[""https://vaeon.io/files/vaeon_onepager.pdf""]",high,no
233349-49,LoyalCoin,loyalcoin.io,dapp_or_product,yes,"[""LYL""]","[""LoyalCoin""]","[""https://coinmarketcap.com/currencies/loyalcoin/""]",high,no
233359-12,Cartesi,cartesi.io,protocol_or_network,yes,"[""CTSI""]","[""Cartesi""]","[""https://www.cartesi.io/ctsi-token/""]",high,no
233512-57,Sila (Financial Software),silamoney.com,infrastructure_or_data,yes,"[""SILAUSD""]","[""SilaUSD""]","[""https://www.silamoney.com/ach/what-is-a-stablecoin""]",high,no
233518-60,Arianee,arianee.org,protocol_or_network,yes,"[""ARIA20""]","[""ARIA20""]","[""https://www.arianee.org/aria-20""]",high,no
233523-46,BitMinutes,bitminutes.com,dapp_or_product,yes,"[""BMT""]","[""BitMinutes""]","[""https://coinmarketcap.com/currencies/bitminutes/""]",high,no
233674-48,Gladius.io,gladius.io,infrastructure_or_data,yes,"[""GLA""]","[""Gladius Token""]","[""https://etherscan.io/token/0x71d01db8d6a2fbea7f8d434599c237980c234e4c""]",medium,yes
233779-51,Bloom HoldCo,bloom.co,protocol_or_network,yes,"[""BLT""]","[""Bloom Token""]","[""https://coinmarketcap.com/currencies/bloomtoken/blt/eur/""]",medium,yes
233846-92,O1Labs,o1labs.org,protocol_or_network,yes,"[""MINA""]","[""Mina""]","[""https://coinmarketcap.com/currencies/mina/""]",high,no
233871-94,Magic Cube Interactive,magiccube.io,gaming_or_nft,yes,"[""MCC""]","[""Magic Cube Coin""]","[""https://coinmarketcap.com/currencies/magic-cube-coin/""]",medium,no
233990-38,Tap (Financial Software),withtap.com,exchange_or_broker,yes,"[""XTP""]","[""Tap""]","[""https://coinmarketcap.com/currencies/tap/""]",high,no
234046-72,HMS (Financial Software),hms.io,protocol_or_network,yes,"[""HMC""]","[""HMC""]","[""https://hms.io/Whitepaper_20180111.pdf""]",high,no
234059-32,Matrix.,matrix.io,protocol_or_network,yes,"[""MAN""]","[""Matrix AI Network""]","[""https://www.matrix.io/index.php/masternode/""]",high,no
234059-50,Blockchain Terminal,bct.io,infrastructure_or_data,yes,"[""BCT""]","[""BCT""]","[""https://www.bct.io/bct-credit-terms""]",high,no
234089-92,WeBloc,webloc.io,protocol_or_network,yes,"[""WOK""]","[""WOK Token""]","[""https://coinmarketcap.com/currencies/webloc/""]",medium,yes
234090-01,LogisticsX,logisticsx.io,protocol_or_network,yes,"[""PNP""]","[""LogisticsX Token""]","[""https://logisticsx.io/""]",high,no
234106-03,Commercio.network,commercio.network,protocol_or_network,yes,"[""COM"", ""CCC""]","[""Commercio Token"", ""Commercio Cash Credit""]","[""https://docs.commercio.network/""]",high,no
234116-02,Hub (Business/Productivity Software),hubtoken.org,protocol_or_network,yes,"[""HUB"", ""HIT""]","[""Hub Token"", ""Hub Incentive Token""]","[""https://www.hubtoken.org/"", ""https://www.hubtoken.org/images/hub-dual-token-model.pdf""]",high,no
234128-71,Mandala Exchange,mandala.exchange,exchange_or_broker,yes,"[""MDX""]","[""Mandala Exchange Token""]","[""https://support.mandala.exchange/hc/en-us/articles/360055597913-Purchase-MDX-token""]",high,no
234128-89,Neblio,nebl.io,protocol_or_network,yes,"[""NEBL""]","[""Neblio""]","[""https://coinmarketcap.com/currencies/neblio/""]",high,no
234129-52,Elastos Foundation,elastos.org,protocol_or_network,yes,"[""ELA""]","[""Elastos""]","[""https://coinmarketcap.com/currencies/elastos/""]",high,no
234129-61,Ravencoin,ravencoin.org,protocol_or_network,yes,"[""RVN""]","[""Ravencoin""]","[""https://ravencoin.org/""]",high,no
234131-32,Tael,wabi.io,dapp_or_product,yes,"[""WABI""]","[""Tael""]","[""https://coinmarketcap.com/currencies/wabi/""]",medium,yes
234141-13,Beam (Tel Aviv),beam.mw,protocol_or_network,yes,"[""BEAM"", ""BEAMX""]","[""Beam"", ""BeamX""]","[""https://www.beam.mw/"", ""https://www.beam.mw/docs/ecosystem/overview/beamx-tokenomics""]",high,no
234219-34,POA Networks,poa.network,protocol_or_network,yes,"[""POA"", ""POA20""]","[""POA"", ""POA20""]","[""https://www.poa.network/master-1/for-users/about-poa-token"", ""https://www.poa.network/poa20-swap""]",high,no
234220-33,Scry.Info,scry.info,protocol_or_network,yes,"[""DDD""]","[""Scry.info""]","[""https://coinmarketcap.com/currencies/scryinfo/""]",high,no
234230-14,Celer,celer.network,protocol_or_network,yes,"[""CELR""]","[""Celer Network""]","[""https://im-docs.celer.network/developer/architecture-walkthrough/celr-token-utility""]",high,no
234230-86,IOTW,iotw.io,protocol_or_network,yes,"[""IOTW""]","[""IOTW""]","[""https://coinmarketcap.com/currencies/iotw/""]",medium,no
234331-66,Aergo,aergo.io,protocol_or_network,yes,"[""AERGO""]","[""AERGO""]","[""https://www.coingecko.com/en/coins/aergo""]",high,no
234332-38,Origo Network,origo.network,protocol_or_network,yes,"[""OGO""]","[""Origo""]","[""https://coinmarketcap.com/currencies/origo/""]",high,no
234332-83,Cortex Labs (Financial Software),cortexlabs.ai,protocol_or_network,yes,"[""CTXC""]","[""Cortex""]","[""https://www.cortexlabs.ai/wallet""]",high,no
234333-19,U Network,u.network,protocol_or_network,yes,"[""UUU""]","[""U Network""]","[""https://coinmarketcap.com/currencies/u-network/""]",high,no
234451-45,Bitkub Capital Group Holdings,bitkubcapital.com,service_provider,yes,"[""KUB"", ""gKUB""]","[""KUB Coin"", ""gKUB""]","[""https://support.bitkub.com/en/support/solutions/articles/151000034686-what-is-bitkub-coin-/1000"", ""https://docs.kubchain.com/governance/kub-vote""]",high,no
234492-31,Emurgo,emurgo.io,service_provider,yes,"[""ADA""]","[""Cardano""]","[""https://cardano.org/""]",medium,no
234559-90,KuCoin,kucoin.com,exchange_or_broker,yes,"[""KCS""]","[""KuCoin Token""]","[""https://www.kucoin.com/kcs""]",high,no
234633-25,Mythical Games,mythicalgames.com,gaming_or_nft,yes,"[""MYTH""]","[""Mythos""]","[""https://mythos.foundation/""]",high,no
